,coll_index,surname_x,initials_x,canonical_string_x,name,active,comment,left_side,right_side,similarity,dup_count,item,itemLabel,surname_y,initials_y,canonical_string_y,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,yob,yod,wyb,wye,wikidata_link,orcid_link,harv_link,ipni_link,bloodhound_link,enc_au_sc_link,au_dict_bio_link
2753,c01983,KNIGHT,E.W.,"KNIGHT, E.W.","KNIGHT, Ernest William",1869-,Collected for Mueller in WA,"KNIGHT, E.W.","Knight, J.",0.784,2.0,http://www.wikidata.org/entity/Q6243314,John Knight,Knight,J.,"Knight, J.",,35714256,0000 0000 6329 0368,,,,,,1943.0,1981.0,,,http://www.wikidata.org/wiki/Q6243314,,,,,,http://adb.anu.edu.au/biography/knight-john-william-12747
269,c00111,ARMITAGE,I.B.,"ARMITAGE, I.B.","ARMITAGE, I.B.",fl. 1962–1987,"NSW, Qld","ARMITAGE, I.B.","Armitage, E.",0.784,3.0,http://www.wikidata.org/entity/Q1291563,Edward Armitage,Armitage,E.,"Armitage, E.",,47034164,0000 0000 6953 0510,,,,,,1817.0,1896.0,,,http://www.wikidata.org/wiki/Q1291563,,,,,,
270,c00111,ARMITAGE,I.B.,"ARMITAGE, I.B.","ARMITAGE, I.B.",fl. 1962–1987,"NSW, Qld","ARMITAGE, I.B.","Armitage, E.",0.784,3.0,http://www.wikidata.org/entity/Q1291558,Edward Armitage,Armitage,E.,"Armitage, E.",,,,32919.0,13856-1,Arm.,,,1822.0,1906.0,,,http://www.wikidata.org/wiki/Q1291558,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=32919,https://www.ipni.org/a/13856-1,,,
271,c00111,ARMITAGE,I.B.,"ARMITAGE, I.B.","ARMITAGE, I.B.",fl. 1962–1987,"NSW, Qld","ARMITAGE, I.B.","Armitage, E.",0.784,3.0,http://www.wikidata.org/entity/Q21505331,Eleanora Armitage,Armitage,E.,"Armitage, E.",,,,37971,30970-1,E.Arm.,,,1865.0,1961.0,,,http://www.wikidata.org/wiki/Q21505331,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=37971,https://www.ipni.org/a/30970-1,,,
681,c00423,BLACKET,H.(.B.,"BLACKET, H.(.B.","BLACKET, H. (or BLACKETT) ^^",fl. 1897,"Collected at Gosford, NSW; possibly at Ashfield,  Croydon","BLACKET, H.(.B.","Blacket, J.",0.783,1.0,http://www.wikidata.org/entity/Q24246041,John Blacket,Blacket,J.,"Blacket, J.",,29907025,0000 0000 6313 3194,,,,,,1856.0,1935.0,,,http://www.wikidata.org/wiki/Q24246041,,,,,,http://adb.anu.edu.au/biography/blacket-john-5259
708,c00449,BLYTH,W.C.,"BLYTH, W.C.","BLYTH, William C.",fl. 1870s,"Lived at 'Honeywood Farm', Huon, Tas, collected for Mueller","BLYTH, W.C.","Blyth, J.",0.783,1.0,http://www.wikidata.org/entity/Q21535247,John Blyth,Blyth,J.,"Blyth, J.",,,,,,,,,1824.0,1908.0,,,http://www.wikidata.org/wiki/Q21535247,,,,,,http://adb.anu.edu.au/biography/blyth-john-3017
1412,c00960,CRISP,L.,"CRISP, L.","CRISP, Leanne",fl. 1978,"Artist, illustrator (SA, ACT)","CRISP, L.","Crisp, H.",0.783,1.0,http://www.wikidata.org/entity/Q21537999,Harold Crisp,Crisp,H.,"Crisp, H.",,,,,,,,,1874.0,1942.0,,,http://www.wikidata.org/wiki/Q21537999,,,,,,http://adb.anu.edu.au/biography/crisp-sir-harold-5822
1450,c00997,CUSACK,W.H.,"CUSACK, W.H.","CUSACK, William Henry",1871-1965??,Pastoralist,"CUSACK, W.H.","Cusack, J.",0.783,1.0,http://www.wikidata.org/entity/Q3809177,John Cusack,Cusack,J.,"Cusack, J.",,92559817,,,,,,,1868.0,1956.0,,,http://www.wikidata.org/wiki/Q3809177,,,,,,http://adb.anu.edu.au/biography/cusack-john-joseph-5856
2275,c01629,HAVILAND,F.E.,"HAVILAND, F.E.","HAVILAND, Francis Ernest,",1859-1945,"Anglican clergyman, Archdeacon","HAVILAND, F.E.","Haviland, E.",0.783,1.0,http://www.wikidata.org/entity/Q41542921,Edwin Haviland,Haviland,E.,"Haviland, E.",,,,,,,,,1832.0,1908.0,,,http://www.wikidata.org/wiki/Q41542921,,,,,,
4610,c03295,WALKINGTON,W.B.,"WALKINGTON, W.B.","WALKINGTON, W.B.",fl. 1895,,"WALKINGTON, W.B.","Walkington, D.L.",0.783,1.0,http://www.wikidata.org/entity/Q21341934,David Leo Walkington,Walkington,D.L.,"Walkington, D.L.",,,,,13373-1,Walk.,,,1930.0,,,,http://www.wikidata.org/wiki/Q21341934,,,https://www.ipni.org/a/13373-1,,,
1940,c01372,GARDINER,H.G.,"GARDINER, H.G.","GARDINER, H. George, Dr*",1950-,Agricultural adviser,"GARDINER, H.G.","Gardiner, J.",0.783,2.0,http://www.wikidata.org/entity/Q6234854,John Gardiner,Gardiner,J.,"Gardiner, J.",,,,,,,,,1798.0,1878.0,,,http://www.wikidata.org/wiki/Q6234854,,,,,,http://adb.anu.edu.au/biography/gardiner-john-2077
1941,c01372,GARDINER,H.G.,"GARDINER, H.G.","GARDINER, H. George, Dr*",1950-,Agricultural adviser,"GARDINER, H.G.","Gardiner, J.",0.783,2.0,http://www.wikidata.org/entity/Q16030331,James Gardiner,Gardiner,J.,"Gardiner, J.",,,,,,,,,1861.0,1928.0,,,http://www.wikidata.org/wiki/Q16030331,,,,,,http://adb.anu.edu.au/biography/gardiner-james-6276
2704,c01957,KING,E.A.,"KING, E.A.","KING, Ethel Anna",1879-1939,Lithographer,"KING, E.A.","King, E.W.",0.782,1.0,http://www.wikidata.org/entity/Q55059693,Edwin Wallace King,King,E.W.,"King, E.W.",,,,,,,,,1918.0,1984.0,,,http://www.wikidata.org/wiki/Q55059693,,,,,,
3610,c02633,OVERALL,J.,"OVERALL, J.","OVERALL, J.",fl. 1920s,,"OVERALL, J.","Overall, L.M.",0.782,1.0,http://www.wikidata.org/entity/Q29047894,Lisa M. Overall,Overall,L.M.,"Overall, L.M.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q29047894,,,,,,
4464,c03176,TOBIN,G.,"TOBIN, G.","TOBIN, George",1768-1838,"Artist, naturalist","TOBIN, G.","Tobin, A.V.",0.782,1.0,http://www.wikidata.org/entity/Q55766682,Alphonsus Vincent Tobin,Tobin,A.V.,"Tobin, A.V.",,,,,,,,,1905.0,1993.0,,,http://www.wikidata.org/wiki/Q55766682,,,,,,http://adb.anu.edu.au/biography/tobin-alphonsus-vincent-phonse-27038
1816,c01292,FLETCHER,N.V.,"FLETCHER, N.V.","FLETCHER, Norman Vyner",1867-1889,Solicitor's clerk,"FLETCHER, N.V.","Fletcher, J.",0.782,4.0,http://www.wikidata.org/entity/Q6133987,James Fletcher,Fletcher,J.,"Fletcher, J.",,23500723,0000 0000 7357 3505,49161.0,2783-1,Fletcher,,,1852.0,1908.0,,,http://www.wikidata.org/wiki/Q6133987,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=49161,https://www.ipni.org/a/2783-1,,,
1817,c01292,FLETCHER,N.V.,"FLETCHER, N.V.","FLETCHER, Norman Vyner",1867-1889,Solicitor's clerk,"FLETCHER, N.V.","Fletcher, J.",0.782,4.0,http://www.wikidata.org/entity/Q6133985,James Fletcher,Fletcher,J.,"Fletcher, J.",,65375259,,,,,,,1834.0,1891.0,,,http://www.wikidata.org/wiki/Q6133985,,,,,,http://adb.anu.edu.au/biography/fletcher-james-3538
1818,c01292,FLETCHER,N.V.,"FLETCHER, N.V.","FLETCHER, Norman Vyner",1867-1889,Solicitor's clerk,"FLETCHER, N.V.","Fletcher, J.",0.782,4.0,http://www.wikidata.org/entity/Q6233444,John Fletcher,Fletcher,J.,"Fletcher, J.",,,,,,,,,1884.0,1965.0,,,http://www.wikidata.org/wiki/Q6233444,,,,,,http://adb.anu.edu.au/biography/fletcher-john-william-6193
1819,c01292,FLETCHER,N.V.,"FLETCHER, N.V.","FLETCHER, Norman Vyner",1867-1889,Solicitor's clerk,"FLETCHER, N.V.","Fletcher, J.",0.782,4.0,http://www.wikidata.org/entity/Q21535081,Jacob Fletcher,Fletcher,J.,"Fletcher, J.",,,,,,,,,1892.0,1970.0,,,http://www.wikidata.org/wiki/Q21535081,,,,,,http://adb.anu.edu.au/biography/fletcher-jacob-10201
2620,c01902,KALESKI,L.J.,"KALESKI, L.J.","KALESKI, L.J.",fl. 1930s,,"KALESKI, L.J.","Kaleski, R.",0.781,1.0,http://www.wikidata.org/entity/Q4395091,Robert Kaleski,Kaleski,R.,"Kaleski, R.",,93624681,0000 0000 6532 0663,,,,,,1877.0,1961.0,,,http://www.wikidata.org/wiki/Q4395091,,,,,,http://adb.anu.edu.au/biography/kaleski-robert-lucian-6894
4192,c02987,SPAFFORD,W.J.,"SPAFFORD, W.J.","SPAFFORD, Walter John",1884-1962,Agricultural officer,"SPAFFORD, W.J.","Spafford, F.M.",0.781,1.0,http://www.wikidata.org/entity/Q24040799,Frederick Michael Spafford,Spafford,F.M.,"Spafford, F.M.",,,,,,,,,1918.0,1943.0,,,http://www.wikidata.org/wiki/Q24040799,,,,,,http://adb.anu.edu.au/biography/spafford-frederick-michael-11737
4225,c03020,STARK,T.,"STARK, T.","STARK, Tony",fl. 1980s,,"STARK, T.","Stark, J.",0.781,1.0,http://www.wikidata.org/entity/Q55072842,Josef Stark,Stark,J.,"Stark, J.",,,,,,,,,1813.0,1889.0,,,http://www.wikidata.org/wiki/Q55072842,,,,,,
789,c00526,BRESLIN,B.,"BRESLIN, B.","BRESLIN, Bethany",fl. 2000s,"Botanical artist, NSW","BRESLIN, B.","Breslin, P.B.",0.78,1.0,http://www.wikidata.org/entity/Q59603553,Peter B. Breslin,Breslin,P.B.,"Breslin, P.B.",,,,,20033893-1,P.B.Breslin,,,2018.0,,,,http://www.wikidata.org/wiki/Q59603553,,,https://www.ipni.org/a/20033893-1,,,
1038,c00672,BURNSIDE,D.G.,"BURNSIDE, D.G.","BURNSIDE, D.G.*",1950-,,"BURNSIDE, D.G.","Burnside, C.E.",0.78,1.0,http://www.wikidata.org/entity/Q36522364,C.E. Burnside,Burnside,C.E.,"Burnside, C.E.",,,,60878,16744-1,Burnside,,,,,,,http://www.wikidata.org/wiki/Q36522364,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=60878,https://www.ipni.org/a/16744-1,,,
2344,c01677,HETLEY,C.,"HETLEY, C.","HETLEY, C., Mrs",fl. 1890s,Illustrator,"HETLEY, C.","Hetley, G.B.",0.78,1.0,http://www.wikidata.org/entity/Q5548226,Georgina Burne Hetley,Hetley,G.B.,"Hetley, G.B.",,135149717378210950771,,,,,,,1822.0,1898.0,,,http://www.wikidata.org/wiki/Q5548226,,,,,,
2742,c01974,KIRTON,F.A.,"KIRTON, F.A.","KIRTON, Frederick A.",c. 1879-1911,Photographer,"KIRTON, F.A.","Kirton, J.",0.78,1.0,http://www.wikidata.org/entity/Q21535981,Joseph Kirton,Kirton,J.,"Kirton, J.",,,,,,,,,1861.0,1935.0,,,http://www.wikidata.org/wiki/Q21535981,,,,,,http://adb.anu.edu.au/biography/kirton-joseph-william-6977
3126,c02264,"MASSARD,",,"MASSARD,","MASSARD,",fl. 1820s,Botanical engraver,"MASSARD,","Massara, M.",0.78,1.0,http://www.wikidata.org/entity/Q26713766,Mike Massara,Massara,M.,"Massara, M.",,,,,20013608-1,M.Massara,,,,,,,http://www.wikidata.org/wiki/Q26713766,,,https://www.ipni.org/a/20013608-1,,,
4197,c02992,SPENCE,D.W.,"SPENCE, D.W.","SPENCE, D. W.",,,"SPENCE, D.W.","Spence, J.",0.78,1.0,http://www.wikidata.org/entity/Q21535778,John Spence,Spence,J.,"Spence, J.",,315992937,,,,,,,1878.0,1949.0,,,http://www.wikidata.org/wiki/Q21535778,,,,,,http://adb.anu.edu.au/biography/spence-john-8600
4486,c03198,TRAPNELL,W.G.,"TRAPNELL, W.G.","TRAPNELL, Walter George",fl. 1960s-80s,"Horticulturist, botanical, explorer","TRAPNELL, W.G.","Trapnell, C.G.",0.78,1.0,http://www.wikidata.org/entity/Q62024350,Colin Graham Trapnell,Trapnell,C.G.,"Trapnell, C.G.",,,,9271,,,,,1907.0,2004.0,,,http://www.wikidata.org/wiki/Q62024350,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=9271,,,,
3351,c02437,MOORE,C.W.E.(.,"MOORE, C.W.E.(.","MOORE, Charles William Edwin (Ted)",1908-2003,"Ecologist, CSIRO pastoral plant specialist, NSW, ACT","MOORE, C.W.E.(.","Moore, W.E.",0.779,1.0,http://www.wikidata.org/entity/Q41760224,William Ellery Moore,Moore,W.E.,"Moore, W.E.",,13911092,,,,,,,,,,,http://www.wikidata.org/wiki/Q41760224,,,,,,
4574,c03272,VON MYGIND,F.,"VON MYGIND, F.","VON MYGIND, F., see MYGIND",,,"VON MYGIND, F.","Mygind, F.",0.779,1.0,http://www.wikidata.org/entity/Q21521936,Franz Mygind,Mygind,F.,"Mygind, F.",,102652631,0000 0000 7306 1956,68646.0,6820-1,Mygind,,,1710.0,1789.0,,,http://www.wikidata.org/wiki/Q21521936,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=68646,https://www.ipni.org/a/6820-1,,,
1632,c01150,DULHUNTY,A.n.M.,"DULHUNTY, A.n.M.","DULHUNTY, Annie nee McKILLOP",c.1843-1934,Collected for Mueller in NSW,"DULHUNTY, A.n.M.","Dulhunty, R.V.",0.778,1.0,http://www.wikidata.org/entity/Q24225439,Robert Venour Dulhunty,Dulhunty,R.V.,"Dulhunty, R.V.",,,,,,,,,1802.0,1853.0,,,http://www.wikidata.org/wiki/Q24225439,,,,,,http://adb.anu.edu.au/biography/dulhunty-robert-venour-2001
1969,c01397,GEORGE,T.E.,"GEORGE, T.E.","GEORGE, Thomas Edward*",1910-,Teacher with the Victorian Education Department,"GEORGE, T.E.","George, J.",0.778,1.0,http://www.wikidata.org/entity/Q21503047,Jean-Claude George,George,J.,"George, J.",,,,,20012919-1,J.-C.George,,,,,,,http://www.wikidata.org/wiki/Q21503047,,,https://www.ipni.org/a/20012919-1,,,
2522,c01823,JACKSON,E.N.S.,"JACKSON, E.N.S.","JACKSON, Eric N.S.",fl. 1960-80s,"Botanist, State Herbarium of Sth Aust.","JACKSON, E.N.S.","Jackson, E.",0.778,1.0,http://www.wikidata.org/entity/Q24059705,Edward Jackson,Jackson,E.,"Jackson, E.",,55668267,0000 0000 2722 3088,,,,,,1856.0,1942.0,,,http://www.wikidata.org/wiki/Q24059705,,,,,,
2554,c01847,JEANNERETT,H.,"JEANNERETT, H.","JEANNERETT, Henry, Dr",1802-1886,"Surgeon, algae collector","JEANNERETT, H.","Jeanneret, C.",0.778,1.0,http://www.wikidata.org/entity/Q20641874,Charles Jeanneret,Jeanneret,C.,"Jeanneret, C.",,,,,,,,,1834.0,1898.0,,,http://www.wikidata.org/wiki/Q20641874,,,,,,http://adb.anu.edu.au/biography/jeanneret-charles-edward-3852
3037,c02209,MADSEN,M.O.,"MADSEN, M.O.","MADSEN, Monica Osterkamp",fl. 1990s,Botanical illustrator,"MADSEN, M.O.","Madsen, T.",0.778,1.0,http://www.wikidata.org/entity/Q22112095,Thomas Madsen,Madsen,T.,"Madsen, T.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q22112095,,,,,,
3597,c02620,ORCHARD,A.E.,"ORCHARD, A.E.","ORCHARD, Anthony Edward, Dr*",1946-,"Botanist, Herbarium Curator, editor, SA, Tas, ACT","ORCHARD, A.E.","Orchard, R.",0.778,1.0,http://www.wikidata.org/entity/Q7328187,Richard Orchard,Orchard,R.,"Orchard, R.",,,,,,,,,1871.0,1942.0,,,http://www.wikidata.org/wiki/Q7328187,,,,,,http://adb.anu.edu.au/biography/orchard-richard-beaumont-7912
4892,c03496,WITHERS,G.A.,"WITHERS, G.A.","WITHERS, G. A.",fl. 1951,,"WITHERS, G.A.","Withers, W.",0.778,2.0,http://www.wikidata.org/entity/Q7966442,Walter Withers,Withers,W.,"Withers, W.",,4103518,0000 0000 6703 285X,,,,,,1854.0,1914.0,,,http://www.wikidata.org/wiki/Q7966442,,,,,,http://adb.anu.edu.au/biography/withers-walter-herbert-9165
4893,c03496,WITHERS,G.A.,"WITHERS, G.A.","WITHERS, G. A.",fl. 1951,,"WITHERS, G.A.","Withers, W.",0.778,2.0,http://www.wikidata.org/entity/Q15552688,William Withers,Withers,W.,"Withers, W.",,91880653,,,,,,,1823.0,1913.0,,,http://www.wikidata.org/wiki/Q15552688,,,,,,http://adb.anu.edu.au/biography/withers-william-bramwell-4879
1472,c01018,DALTON,S.M.,"DALTON, S.M.","DALTON, S.M.",,,"DALTON, S.M.","Dalton, J.",0.778,4.0,http://www.wikidata.org/entity/Q21509743,James Dalton,Dalton,J.,"Dalton, J.",,,,46952,12396-1,Js.Dalton,,,1764.0,1843.0,,,http://www.wikidata.org/wiki/Q21509743,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=46952,https://www.ipni.org/a/12396-1,,,
1473,c01018,DALTON,S.M.,"DALTON, S.M.","DALTON, S.M.",,,"DALTON, S.M.","Dalton, J.",0.778,4.0,http://www.wikidata.org/entity/Q41284,John Dalton,Dalton,J.,"Dalton, J.",,56739674,0000 0000 8384 8146,63526,1967-1,Jn.Dalton,,,1766.0,1844.0,,,http://www.wikidata.org/wiki/Q41284,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=63526,https://www.ipni.org/a/1967-1,,,
1474,c01018,DALTON,S.M.,"DALTON, S.M.","DALTON, S.M.",,,"DALTON, S.M.","Dalton, J.",0.778,4.0,http://www.wikidata.org/entity/Q6132294,James Dalton,Dalton,J.,"Dalton, J.",,,,,,,,,1861.0,1947.0,,,http://www.wikidata.org/wiki/Q6132294,,,,,,http://adb.anu.edu.au/biography/dalton-james-284
1475,c01018,DALTON,S.M.,"DALTON, S.M.","DALTON, S.M.",,,"DALTON, S.M.","Dalton, J.",0.778,4.0,http://www.wikidata.org/entity/Q6282450,Joseph Dalton,Dalton,J.,"Dalton, J.",,,,,,,,,1817.0,1905.0,,,http://www.wikidata.org/wiki/Q6282450,,,,,,http://adb.anu.edu.au/biography/dalton-joseph-3358
335,c00141,ATKINS,E.B.,"ATKINS, E.B.","ATKINS, Edward Barton",1855–1920,"School teacher at Rockhampton, Charleville, Qld","ATKINS, E.B.","Atkins, A.",0.777,1.0,http://www.wikidata.org/entity/Q21342049,Andrew Atkins,Atkins,A.,"Atkins, A.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21342049,,,,,,
608,c00363,BERTOLI,G.,"BERTOLI, G.","BERTOLI, G. ^^",fl. 1886,"Collected at L.Boort (Avoca), Vic","BERTOLI, G.","Bartoli, G.",0.777,1.0,http://www.wikidata.org/entity/Q55012380,Giorgio Bartoli,Bartoli,G.,"Bartoli, G.",,,,,,,,,1906.0,1984.0,,,http://www.wikidata.org/wiki/Q55012380,,,,,,
1630,c01148,DUIGAN,"S.L.,.","DUIGAN, S.L.,.","DUIGAN, Suzanne L.,",1924-1993,"Botanist, palaeobotanist","DUIGAN, S.L.,.","Duigan, J.R.",0.777,1.0,http://www.wikidata.org/entity/Q517638,John Robertson Duigan,Duigan,J.R.,"Duigan, J.R.",,297302003,,,,,,P003497b,1882.0,1951.0,,,http://www.wikidata.org/wiki/Q517638,,,,,http://www.eoas.info/biogs/P003497b,http://adb.anu.edu.au/biography/duigan-john-robertson-6036
1723,c01216,EMMETT,C.,"EMMETT, C.","EMMETT, Charles",fl. 1885,,"EMMETT, C.","Emmett, H.J.",0.777,1.0,http://www.wikidata.org/entity/Q5723842,Henry James Emmett,Emmett,H.J.,"Emmett, H.J.",,,,,,,,,1782.0,1848.0,,,http://www.wikidata.org/wiki/Q5723842,,,,,,http://adb.anu.edu.au/biography/emmett-henry-james-2025
1092,c00721,CALVERT,E.P.,"CALVERT, E.P.","CALVERT, E.P.",fl. 1897,,"CALVERT, E.P.","Calvert, J.",0.777,2.0,http://www.wikidata.org/entity/Q15820712,James Calvert,Calvert,J.,"Calvert, J.",,,,,,,,P000094b,1825.0,1884.0,,,http://www.wikidata.org/wiki/Q15820712,,,,,http://www.eoas.info/biogs/P000094b,http://adb.anu.edu.au/biography/calvert-james-snowden-3143
1093,c00721,CALVERT,E.P.,"CALVERT, E.P.","CALVERT, E.P.",fl. 1897,,"CALVERT, E.P.","Calvert, J.",0.777,2.0,http://www.wikidata.org/entity/Q16062268,James Calvert,Calvert,J.,"Calvert, J.",,56711125,0000 0000 8135 7132,,,,,,1813.0,1892.0,,,http://www.wikidata.org/wiki/Q16062268,,,,,,http://adb.anu.edu.au/biography/calvert-james-3142
4209,c03004,SQUIRES,V.R.,"SQUIRES, V.R.","SQUIRES, V. R.",fl. 1969,Botanist,"SQUIRES, V.R.","Squires, E.",0.776,1.0,http://www.wikidata.org/entity/Q5393845,Ernest Squires,Squires,E.,"Squires, E.",,,,,,,,,1882.0,1940.0,,,http://www.wikidata.org/wiki/Q5393845,,,,,,http://adb.anu.edu.au/biography/squires-ernest-ker-8613
4648,c03328,WARHAM,A.J.,"WARHAM, A.J.","WARHAM, A.J., Mrs",fl. 1957,,"WARHAM, A.J.","Warham, J.",0.776,1.0,http://www.wikidata.org/entity/Q6263041,John Warham,Warham,J.,"Warham, J.",,92836900,0000 0001 1775 3162,,,,,P003205b,1919.0,2010.0,,,http://www.wikidata.org/wiki/Q6263041,,,,,http://www.eoas.info/biogs/P003205b,
410,c00200,BANFIELD,F.S.,"BANFIELD, F.S.","BANFIELD, Frederick Sydney",-1967,"Student gardener at Kew, later based in Malaysia. Writer","BANFIELD, F.S.","Banfield, J.F.",0.775,1.0,http://www.wikidata.org/entity/Q88810490,Jillian F. Banfield,Banfield,J.F.,"Banfield, J.F.",,,,,20034836-1,Banfield,,,,,,,http://www.wikidata.org/wiki/Q88810490,,,https://www.ipni.org/a/20034836-1,,,
508,c00278,BAUERLEN see: BAEUERLEN,,BAUERLEN see: BAEUERLEN,BAUERLEN see: BAEUERLEN,,,BAUERLEN see: BAEUERLEN,"Baeuerlen, W.",0.775,1.0,http://www.wikidata.org/entity/Q62088127,William Baeuerlen,Baeuerlen,W.,"Baeuerlen, W.",,,,27830,,,,P002095b,1840.0,1893.0,,,http://www.wikidata.org/wiki/Q62088127,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=27830,,,http://www.eoas.info/biogs/P002095b,
576,c00334,BENNETT,A.M.(.a.M.A.B.,"BENNETT, A.M.(.a.M.A.B.","BENNETT, A. Mrs.  (also as Mrs A. Burnett) ^^",?,"Collected at Port Stephens, NSW Specimens at CGE  (ex Lindley's herbarium), K.","BENNETT, A.M.(.a.M.A.B.","A, M.A.B.",0.775,1.0,http://www.wikidata.org/entity/Q59603575,María Alejandra Buitrago A.,A,M.A.B.,"A, M.A.B.",,,,,20033117-1,M.A.Buitr.A.,,,,,,,http://www.wikidata.org/wiki/Q59603575,,,https://www.ipni.org/a/20033117-1,,,
1286,c00863,CLEARY,M.,"CLEARY, M.","CLEARY, Miss",fl.1882,"Collected a MEL specimen
      at Rostrevor, Spring Bay, Tas","CLEARY, M.","Cleary, H.A.",0.775,1.0,http://www.wikidata.org/entity/Q24239456,Helen Agnes Cleary,Cleary,H.A.,"Cleary, H.A.",,,,,,,,,1914.0,1987.0,,,http://www.wikidata.org/wiki/Q24239456,,,,,,http://adb.anu.edu.au/biography/cleary-helen-agnes-12326
1288,c00865,CLELAND,W.L.,"CLELAND, W.L.","CLELAND, William Lennox, Dr",1847-1918,Surgeon and medical practitioner,"CLELAND, W.L.","Cleland, J.",0.775,1.0,http://www.wikidata.org/entity/Q21165687,John Cleland,Cleland,J.,"Cleland, J.",,15552690,0000 0000 3040 9297,,,,,,1835.0,1925.0,,,http://www.wikidata.org/wiki/Q21165687,,,,,,
1686,c01189,EDINGER,D.C.,"EDINGER, D.C.","EDINGER, Daphne Choules, Ms*",1927-,"Entomologist, teacher","EDINGER, D.C.","Edinger, L.",0.775,1.0,http://www.wikidata.org/entity/Q66524,Ludwig Edinger,Edinger,L.,"Edinger, L.",,74000706,0000 0001 0915 977X,,,,,,1855.0,1918.0,,,http://www.wikidata.org/wiki/Q66524,,,,,,
4811,c03442,WILCOX,M.A.n.W.,"WILCOX, M.A.n.W.","WILCOX, Mary Anne nee WEST",1831-1892,Collected for Mueller in NSW,"WILCOX, M.A.n.W.","Wilcox, M.D.",0.775,1.0,http://www.wikidata.org/entity/Q22105957,Michael David Wilcox,Wilcox,M.D.,"Wilcox, M.D.",,268577416,0000 0003 8322 2815,,,,,,1940.0,,,,http://www.wikidata.org/wiki/Q22105957,,,,,,
2872,c02073,LEAKE,R.B.,"LEAKE, R.B.","LEAKE, Robert Buck",c.1837-1924,Pharmaceutical chemist,"LEAKE, R.B.","Leake, J.",0.774,1.0,http://www.wikidata.org/entity/Q21535573,John Leake,Leake,J.,"Leake, J.",,,,,,,,,1780.0,1865.0,,,http://www.wikidata.org/wiki/Q21535573,,,,,,http://adb.anu.edu.au/biography/leake-john-2344
47,c00043,ALLAN,M.F.,"ALLAN, M.F.","ALLAN, Margaret Forbes,",1924-,Bank clerk,"ALLAN, M.F.","Allan, M.T.",0.773,1.0,http://www.wikidata.org/entity/Q21536479,Margaret Theadora Allan,Allan,M.T.,"Allan, M.T.",,,,,,,,,1889.0,1968.0,,,http://www.wikidata.org/wiki/Q21536479,,,,,,http://adb.anu.edu.au/biography/allan-margaret-theadora-9332
2138,c01522,GROENEVELD,K.M.,"GROENEVELD, K.M.","GROENEVELD, Karen M.",fl.1980s,"Technician, Canberra Botanic Gardens science group, ACT","GROENEVELD, K.M.","Groeneveld, L.F.",0.773,1.0,http://www.wikidata.org/entity/Q28477110,Linn F. Groeneveld,Groeneveld,L.F.,"Groeneveld, L.F.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q28477110,,,,,,
2837,c02046,LAUGHTON,A.W.,"LAUGHTON, A.W.","LAUGHTON, Annie Watson",1853-1903,Flower painter,"LAUGHTON, A.W.","Laughton, E.M.",0.773,1.0,http://www.wikidata.org/entity/Q36547050,Elaine M. Laughton,Laughton,E.M.,"Laughton, E.M.",,,,60565,22096-1,Laughton,,,,,,,http://www.wikidata.org/wiki/Q36547050,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=60565,https://www.ipni.org/a/22096-1,,,
3666,c02686,REMY,,REMY,REMY,?fl.1830s-40s,,REMY,"Remy, R.",0.773,1.0,http://www.wikidata.org/entity/Q36668722,Renate Remy,Remy,R.,"Remy, R.",,57120393,0000 0000 6143 2895,,34841-1,R.Remy,,,1927.0,2015.0,,,http://www.wikidata.org/wiki/Q36668722,,,https://www.ipni.org/a/34841-1,,,
3785,c02776,ROWAN,M.E.,"ROWAN, M.E.","ROWAN, Marian Ellis, Mrs, nee RYAN",1847-1922,Flower painter,"ROWAN, M.E.","Rowan, A.",0.773,1.0,http://www.wikidata.org/entity/Q24228610,Andrew Rowan,Rowan,A.,"Rowan, A.",,,,,,,,,1840.0,1910.0,,,http://www.wikidata.org/wiki/Q24228610,,,,,,http://adb.anu.edu.au/biography/rowan-andrew-4514
3097,c02254,MARTIN,F.M.(.C.,"MARTIN, F.M.(.C.","MARTIN, Flora Mary (nee Campbell)",1845-1923,"Collected plants for Mueller, fungi for Cooke, fungi artist, Tas, Vict","MARTIN, F.M.(.C.","Martin, F.",0.773,3.0,http://www.wikidata.org/entity/Q47121958,Francine Martin,Martin,F.,"Martin, F.",,,,,33422-1,F.Martin,,,,,,,http://www.wikidata.org/wiki/Q47121958,,,https://www.ipni.org/a/33422-1,,,
