,coll_index,surname_x,initials_x,canonical_string_x,name,active,comment,left_side,right_side,similarity,dup_count,item,itemLabel,surname_y,initials_y,canonical_string_y,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,yob,yod,wyb,wye,wikidata_link,orcid_link,harv_link,ipni_link,bloodhound_link,enc_au_sc_link,au_dict_bio_link
432,c00220,BARLOW,B.A.,"BARLOW, B.A.","BARLOW, Bryan Alwyn, Dr*",1933-,"Botanist, Herbarium Director, Melaleuca, mistletoe specialist, SA, ACT","BARLOW, B.A.","Barlow, B.A.",1.0,1.0,http://www.wikidata.org/entity/Q6398703,Bryan Alwyn Barlow,Barlow,B.A.,"Barlow, B.A.",,6573961,0000 0000 4259 4856,72930,483-1,Barlow,,,1933.0,,,,http://www.wikidata.org/wiki/Q6398703,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=72930,https://www.ipni.org/a/483-1,,,
435,c00222,BARNARD,(.C.A.,"BARNARD, (.C.A.","BARNARD, (?) Charles Ashmale",1867-1942,"plant collector Coomooboolaroo, Qld,","BARNARD, (.C.A.","Barnard, C.A.",1.0,1.0,http://www.wikidata.org/entity/Q21536201,Charles Ashmall Barnard,Barnard,C.A.,"Barnard, C.A.",,,,,,,,P003079b,1867.0,1942.0,,,http://www.wikidata.org/wiki/Q21536201,,,,,http://www.eoas.info/biogs/P003079b,http://adb.anu.edu.au/biography/barnard-charles-ashmall-9996
441,c00226,BARNARD,F.G.A.,"BARNARD, F.G.A.","BARNARD, Francis George Allman",1857-1932,"Writer, editor, pharmacist","BARNARD, F.G.A.","Barnard, F.G.A.",1.0,1.0,http://www.wikidata.org/entity/Q3081456,Francis George Allman Barnard,Barnard,F.G.A.,"Barnard, F.G.A.",,,,,,,,P001862b,1857.0,1932.0,,,http://www.wikidata.org/wiki/Q3081456,,,,,http://www.eoas.info/biogs/P001862b,
457,c00238,BARRETT,C.L.,"BARRETT, C.L.","BARRETT, Charles Leslie",1880-1959,"Naturalist, author, photographer","BARRETT, C.L.","Barrett, C.L.",1.0,1.0,http://www.wikidata.org/entity/Q5080214,Charles Leslie Barrett,Barrett,C.L.,"Barrett, C.L.",,3961389,0000 0000 6665 0234,,,,,P000201b,1879.0,1959.0,,,http://www.wikidata.org/wiki/Q5080214,,,,,http://www.eoas.info/biogs/P000201b,http://adb.anu.edu.au/biography/barrett-charles-leslie-5142
469,c00248,BARTRAM,E.B.,"BARTRAM, E.B.","BARTRAM, Edwin Bunting",1878-1964,"Bryologist, muscologist","BARTRAM, E.B.","Bartram, E.B.",1.0,1.0,http://www.wikidata.org/entity/Q18205408,Edwin Bunting Bartram,Bartram,E.B.,"Bartram, E.B.",,22389993,0000 0000 7142 4397,2362.0,15746-1,E.B.Bartram,,,1878.0,1964.0,,,http://www.wikidata.org/wiki/Q18205408,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2362,https://www.ipni.org/a/15746-1,,,
470,c00249,BARTUSCH,G.,"BARTUSCH, G.","BARTUSCH, G.",fl. 1890s-1900s,Botanical illustrator,"BARTUSCH, G.","Bartusch, G.",1.0,1.0,http://www.wikidata.org/entity/Q30688375,Gertrud Bartusch,Bartusch,G.,"Bartusch, G.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q30688375,,,,,,
473,c00252,BASS,G.,"BASS, G.","BASS, George, Dr",1771-1803,Explorer,"BASS, G.","Bass, G.",1.0,1.0,http://www.wikidata.org/entity/Q734298,George Bass,Bass,G.,"Bass, G.",,38074239,0000 0000 6322 6526,,,,,P000206b,1771.0,1803.0,,,http://www.wikidata.org/wiki/Q734298,,,,,http://www.eoas.info/biogs/P000206b,http://adb.anu.edu.au/biography/bass-george-1748
475,c00254,BASSETT,M.,"BASSETT, M.","BASSETT, Miss",fl. 1894,Collected for Mueller upper Lachlan River,"BASSETT, M.","Bassett, M.",1.0,1.0,http://www.wikidata.org/entity/Q6772237,Marnie Bassett,Bassett,M.,"Bassett, M.",,116427956,0000 0000 8478 2724,,,,,,1889.0,1980.0,,,http://www.wikidata.org/wiki/Q6772237,,,,,,http://adb.anu.edu.au/biography/bassett-lady-flora-marjorie-marnie-9448
477,c00256,BASTOW,R.A.,"BASTOW, R.A.","BASTOW, Richard Austin",1839-1920,"Architectural draughtsman, cryptogamist, botanical artist","BASTOW, R.A.","Bastow, R.A.",1.0,1.0,http://www.wikidata.org/entity/Q7323833,Richard Austin Bastow,Bastow,R.A.,"Bastow, R.A.",,1450150748994516420005,,23972.0,15765-1,Bastow,,P000207b,1839.0,1920.0,,,http://www.wikidata.org/wiki/Q7323833,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=23972,https://www.ipni.org/a/15765-1,,http://www.eoas.info/biogs/P000207b,
478,c00257,BATE,M.H.,"BATE, M.H.","BATE, Mary Harriet , later Mrs GRIFFITHS",1855-1951,"Plant collector, farmer's wife","BATE, M.H.","Bate, M.H.",1.0,1.0,http://www.wikidata.org/entity/Q19667814,Mary Harriet Bate,Bate,M.H.,"Bate, M.H.",,,,,,,,P005165b,1855.0,1964.0,,,http://www.wikidata.org/wiki/Q19667814,,,,,http://www.eoas.info/biogs/P005165b,
479,c00258,BATEMAN,E.L.T.,"BATEMAN, E.L.T.","BATEMAN, Edward La Trobe",c.1815-1897,"Artist, garden designer","BATEMAN, E.L.T.","Bateman, E.L.T.",1.0,1.0,http://www.wikidata.org/entity/Q5344037,Edward La Trobe Bateman,Bateman,E.L.T.,"Bateman, E.L.T.",,92953766,0000 0001 1686 9702,,,,,,1815.0,1897.0,,,http://www.wikidata.org/wiki/Q5344037,,,,,,http://adb.anu.edu.au/biography/bateman-edward-la-trobe-2951
485,c00263,BATES,R.J.,"BATES, R.J.","BATES, Robert J.*",1946-,"Teacher, collector of orchids","BATES, R.J.","Bates, R.J.",1.0,1.0,http://www.wikidata.org/entity/Q6109468,Robert J. Bates,Bates,R.J.,"Bates, R.J.",,,,65346,13250-1,R.J.Bates,,,1946.0,,,,http://www.wikidata.org/wiki/Q6109468,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=65346,https://www.ipni.org/a/13250-1,,,
514,c00283,BAYER,R.J.,"BAYER, R.J.","BAYER, Randall James",1955-,Botanist,"BAYER, R.J.","Bayer, R.J.",1.0,1.0,http://www.wikidata.org/entity/Q7291564,Randall James Bayer,Bayer,R.J.,"Bayer, R.J.",,,,,14603-1,R.J.Bayer,,,1955.0,,,,http://www.wikidata.org/wiki/Q7291564,,,https://www.ipni.org/a/14603-1,,,
515,c00284,BEADLE,N.C.W.,"BEADLE, N.C.W.","BEADLE, Noel Charles William, Prof.",1914 - 1998,"Botanist, Prof Botany UNE","BEADLE, N.C.W.","Beadle, N.C.W.",1.0,1.0,http://www.wikidata.org/entity/Q21505822,Noel Charles William Beadle,Beadle,N.C.W.,"Beadle, N.C.W.",,22224347,,37315.0,575-1,N.C.W.Beadle,,,1914.0,1998.0,,,http://www.wikidata.org/wiki/Q21505822,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=37315,https://www.ipni.org/a/575-1,,,
522,c00291,BEARD,J.S.,"BEARD, J.S.","BEARD, John Stanley, Dr*",1916-2011,"Botanist, ecologist, Gardens Director, UK, Africa, NSW, mostly WA","BEARD, J.S.","Beard, J.S.",1.0,1.0,http://www.wikidata.org/entity/Q6258846,John Stanley Beard,Beard,J.S.,"Beard, J.S.",,6286693,0000 0000 6344 8444,7486,582-1,Beard,,,1916.0,2011.0,,,http://www.wikidata.org/wiki/Q6258846,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=7486,https://www.ipni.org/a/582-1,,,
525,c00294,BEATON,G.W.,"BEATON, G.W.","BEATON, Gordon William*",1911-,"Mechanic, photographer, mycologist","BEATON, G.W.","Beaton, G.W.",1.0,1.0,http://www.wikidata.org/entity/Q4087521,Gordon William Beaton,Beaton,G.W.,"Beaton, G.W.",,,,,15841-1,G.W.Beaton,,P005365b,1911.0,1988.0,,,http://www.wikidata.org/wiki/Q4087521,,,https://www.ipni.org/a/15841-1,,http://www.eoas.info/biogs/P005365b,http://adb.anu.edu.au/biography/beaton-gordon-william-12188
526,c00295,BEAUGLEHOLE,A.C.,"BEAUGLEHOLE, A.C.","BEAUGLEHOLE, Alexander Clifford",1920-2002,"Farmer, naturalist, botanist","BEAUGLEHOLE, A.C.","Beauglehole, A.C.",1.0,1.0,http://www.wikidata.org/entity/Q16744919,Alexander Clifford Beauglehole,Beauglehole,A.C.,"Beauglehole, A.C.",,,,,,,Q16744919,P000214b,1920.0,2002.0,,,http://www.wikidata.org/wiki/Q16744919,,,,https://bloodhound-tracker.net/Q16744919,http://www.eoas.info/biogs/P000214b,
528,c00297,BECCARI,O.,"BECCARI, O.","BECCARI, Odoardo, Dr",1843-1920,"Italian botanist, collected in Aust, 1878","BECCARI, O.","Beccari, O.",1.0,1.0,http://www.wikidata.org/entity/Q361037,Odoardo Beccari,Beccari,O.,"Beccari, O.",,12413211,0000 0000 8091 7089,1278.0,15852-1,Becc.,,P005919b,1843.0,1920.0,,,http://www.wikidata.org/wiki/Q361037,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1278,https://www.ipni.org/a/15852-1,,http://www.eoas.info/biogs/P005919b,
536,c00301,BECKLER,H.,"BECKLER, H.","BECKLER, Herman, Dr",1828-1914,"Botanist, Medical Officer","BECKLER, H.","Beckler, H.",1.0,1.0,http://www.wikidata.org/entity/Q21033810,Hermann Beckler,Beckler,H.,"Beckler, H.",,1196895,0000 0000 8349 996X,,,,,P005171b,1828.0,1914.0,,,http://www.wikidata.org/wiki/Q21033810,,,,,http://www.eoas.info/biogs/P005171b,
538,c00303,BEDFORD,D.J.,"BEDFORD, D.J.","BEDFORD, David John, Dr*",1952-,Executive Assistant (Scientific),"BEDFORD, D.J.","Bedford, D.J.",1.0,1.0,http://www.wikidata.org/entity/Q21505867,David John Bedford,Bedford,D.J.,"Bedford, D.J.",,,,,13258-1,D.J.Bedford,,,1952.0,,,,http://www.wikidata.org/wiki/Q21505867,,,https://www.ipni.org/a/13258-1,,,
550,c00313,BEHR,H.H.,"BEHR, H.H.","BEHR, Hans Hermann",1818-1904,"Ethnologist, botanist, entomologist","BEHR, H.H.","Behr, H.H.",1.0,1.0,http://www.wikidata.org/entity/Q66934,Hans Hermann Behr,Behr,H.H.,"Behr, H.H.",,20328622,0000 0001 1604 8680,2021.0,619-1,Behr,,P005173b,1818.0,1904.0,,,http://www.wikidata.org/wiki/Q66934,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2021,https://www.ipni.org/a/619-1,,http://www.eoas.info/biogs/P005173b,
551,c00314,BELCHER,R.O.,"BELCHER, R.O.","BELCHER, Robert Orange, Prof.*",1918-2008,"Botanist (died 8.1.2008 in Ypsilanti, Michigan, USA)","BELCHER, R.O.","Belcher, R.O.",1.0,1.0,http://www.wikidata.org/entity/Q21395349,Robert Orange Belcher,Belcher,R.O.,"Belcher, R.O.",,,,,628-1,Belcher,,,1918.0,,,,http://www.wikidata.org/wiki/Q21395349,,,https://www.ipni.org/a/628-1,,,
557,c00319,BELL,C.,"BELL, C.","BELL, C.",fl. 1970s,,"BELL, C.","Bellò, C.",1.0,1.0,http://www.wikidata.org/entity/Q21394964,Cesare Bellò,Bellò,C.,"Bellò, C.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21394964,,,,,,
562,c00322,BELL,M.,"BELL, M.","BELL, Miss",fl. 1884,Collected (with A.W. Howitt) in Vic.,"BELL, M.","Bell, M.",1.0,1.0,http://www.wikidata.org/entity/Q6779031,Mary Bell,Bell,M.,"Bell, M.",,,,,,,,,1903.0,1979.0,,,http://www.wikidata.org/wiki/Q6779031,,,,,,http://adb.anu.edu.au/biography/bell-mary-teston-luis-9972
563,c00322,BELL,M.,"BELL, M.","BELL, Miss",fl. 1884,Collected (with A.W. Howitt) in Vic.,"BELL, M.","Bell, M.",1.0,1.0,http://www.wikidata.org/entity/Q6779031,Mary Bell,Bell,M.,"Bell, M.",,,,,,,,,1903.0,1979.0,,,http://www.wikidata.org/wiki/Q6779031,,,,,,http://adb.anu.edu.au/biography/bell-mary-teston-luis-9972
564,c00323,BELL,M.,"BELL, M.","BELL, Miss",fl. 1831,"Collected in NSW, associated with Allan Cunningham","BELL, M.","Bell, M.",1.0,1.0,http://www.wikidata.org/entity/Q6779031,Mary Bell,Bell,M.,"Bell, M.",,,,,,,,,1903.0,1979.0,,,http://www.wikidata.org/wiki/Q6779031,,,,,,http://adb.anu.edu.au/biography/bell-mary-teston-luis-9972
565,c00323,BELL,M.,"BELL, M.","BELL, Miss",fl. 1831,"Collected in NSW, associated with Allan Cunningham","BELL, M.","Bell, M.",1.0,1.0,http://www.wikidata.org/entity/Q6779031,Mary Bell,Bell,M.,"Bell, M.",,,,,,,,,1903.0,1979.0,,,http://www.wikidata.org/wiki/Q6779031,,,,,,http://adb.anu.edu.au/biography/bell-mary-teston-luis-9972
566,c00324,BELL,S.,"BELL, S.","BELL, S.",fl. 192-2000,Collected in NSW,"BELL, S.","Bell, S.",1.0,1.0,http://www.wikidata.org/entity/Q18982978,S. Bell,Bell,S.,"Bell, S.",,,,62370,13872-1,Bell,,,,,,,http://www.wikidata.org/wiki/Q18982978,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=62370,https://www.ipni.org/a/13872-1,,,
567,c00325,BELL,W.A.,"BELL, W.A.","BELL, William Alexander ^^",fl. 1861-62,"on Burke &amp; Wills Relief Expedition, SA, Qld, NT","BELL, W.A.","Bell, W.A.",1.0,1.0,http://www.wikidata.org/entity/Q7964122,Walter A. Bell,Bell,W.A.,"Bell, W.A.",,13778919,0000 0000 6358 8420,,32399-1,W.A.Bell,,,1889.0,1969.0,,,http://www.wikidata.org/wiki/Q7964122,,,https://www.ipni.org/a/32399-1,,,
571,c00329,BELT,F.W.,"BELT, F.W.","BELT, Francis Walter",1862-1938,"Solicitor, soldier, naval officer, Horn Exped.","BELT, F.W.","Belt, F.W.",1.0,1.0,http://www.wikidata.org/entity/Q21537699,Francis Walter Belt,Belt,F.W.,"Belt, F.W.",,,,,,,,,1862.0,1938.0,,,http://www.wikidata.org/wiki/Q21537699,,,,,,http://adb.anu.edu.au/biography/belt-francis-walter-5199
573,c00331,BENHAM,E.I.,"BENHAM, E.I.","BENHAM, Ellen Ida",1871-1917,"Teacher, botany lecturer, herbarium curator","BENHAM, E.I.","Benham, E.I.",1.0,1.0,http://www.wikidata.org/entity/Q21537302,Ellen Ida Benham,Benham,E.I.,"Benham, E.I.",,,,,,,,P004583b,1871.0,1917.0,,,http://www.wikidata.org/wiki/Q21537302,,,,,http://www.eoas.info/biogs/P004583b,http://adb.anu.edu.au/biography/benham-ellen-ida-5200
575,c00333,BENL,G.,"BENL, G.","BENL, Gerhard",1910–2001,"Botanist, Senior Herbarium Officer","BENL, G.","Benl, G.",1.0,1.0,http://www.wikidata.org/entity/Q18983001,Gerhard Benl,Benl,G.,"Benl, G.",,4873154015358509310007,,10893.0,652-1,Benl,Q18983001,,1910.0,2001.0,,,http://www.wikidata.org/wiki/Q18983001,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=10893,https://www.ipni.org/a/652-1,https://bloodhound-tracker.net/Q18983001,,
581,c00338,BENNETT,E.M.,"BENNETT, E.M.","BENNETT, Eleanor Marion, Mrs (nee SCRYMGEOUR)",1942-,Botanist,"BENNETT, E.M.","Bennett, E.M.",1.0,1.0,http://www.wikidata.org/entity/Q20155122,Eleanor Marion Bennett,Bennett,E.M.,"Bennett, E.M.",,286049057,,11296.0,12344-1,E.M.Benn.,,,1942.0,,,,http://www.wikidata.org/wiki/Q20155122,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=11296,https://www.ipni.org/a/12344-1,,,
584,c00341,BENNETT,F.D.,"BENNETT, F.D.","BENNETT, Frederick Debel ^^",fl. 1830-40,Whaler. On Tuscan voyage to Pacific Ocean  1833-36.,"BENNETT, F.D.","Bennett, F.D.",1.0,1.0,http://www.wikidata.org/entity/Q19801656,Frederick Debell Bennett,Bennett,F.D.,"Bennett, F.D.",,34800453,,49030.0,,,,,1806.0,1859.0,,,http://www.wikidata.org/wiki/Q19801656,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=49030,,,,
589,c00345,BENNETT,K.H.,"BENNETT, K.H.","BENNETT, Kenric Harold",c. 1840-1891,"Ornithologist, collected plants in NSW for Maiden","BENNETT, K.H.","Bennett, K.H.",1.0,1.0,http://www.wikidata.org/entity/Q41680725,K. H. Bennett,Bennett,K.H.,"Bennett, K.H.",,,,,,,,P002263b,1835.0,1891.0,,,http://www.wikidata.org/wiki/Q41680725,,,,,http://www.eoas.info/biogs/P002263b,
590,c00346,BENNETT,M.M.,"BENNETT, M.M.","BENNETT, Muriel Mary",1880-1958,"Collected for Mueller near Sale, Vict","BENNETT, M.M.","Bennett, M.M.",1.0,1.0,http://www.wikidata.org/entity/Q21536649,Mary Montgomerie Bennett,Bennett,M.M.,"Bennett, M.M.",,137145541836096600062,,,,,,,1881.0,1961.0,,,http://www.wikidata.org/wiki/Q21536649,,,,,,http://adb.anu.edu.au/biography/bennett-mary-montgomerie-5212
594,c00349,BENNETTS,H.W.,"BENNETTS, H.W.","BENNETTS, Harold William, Dr",1898-1970,"Veterinary pathologist, author","BENNETTS, H.W.","Bennetts, H.W.",1.0,1.0,http://www.wikidata.org/entity/Q5662770,Harold William Bennetts,Bennetts,H.W.,"Bennetts, H.W.",,,,,,,,P005373b,1898.0,1970.0,,,http://www.wikidata.org/wiki/Q5662770,,,,,http://www.eoas.info/biogs/P005373b,http://adb.anu.edu.au/biography/bennetts-harold-william-9491
596,c00351,BENTHAM,G.,"BENTHAM, G.","BENTHAM, George",1800-1884,"English botanist, author, never visited Australia","BENTHAM, G.","Bentham, G.",1.0,1.0,http://www.wikidata.org/entity/Q731808,George Bentham,Bentham,G.,"Bentham, G.",,56714582,0000 0001 0904 2045,453.0,15956-1,Benth.,Q731808,P000226b,1800.0,1884.0,,,http://www.wikidata.org/wiki/Q731808,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=453,https://www.ipni.org/a/15956-1,https://bloodhound-tracker.net/Q731808,http://www.eoas.info/biogs/P000226b,http://adb.anu.edu.au/biography/bentham-george-2979
598,c00353,BERGGREN,S.,"BERGGREN, S.","BERGGREN, Sven",1837-1917,"Explorer. Professor of botany in Sweden, collected cryptogams","BERGGREN, S.","Berggren, S.",1.0,1.0,http://www.wikidata.org/entity/Q2600462,Sven Berggren,Berggren,S.,"Berggren, S.",,24159011,0000 0001 2124 3042,375.0,15984-1,Berggr.,,,1837.0,1917.0,,,http://www.wikidata.org/wiki/Q2600462,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=375,https://www.ipni.org/a/15984-1,,,
601,c00356,BERNAYS,L.A.,"BERNAYS, L.A.","BERNAYS, Lewis Adolphus, Dr",1831-1908,"Parliamentary Clerk, horticulturist, collector","BERNAYS, L.A.","Bernays, L.A.",1.0,1.0,http://www.wikidata.org/entity/Q6536251,Lewis Adolphus Bernays,Bernays,L.A.,"Bernays, L.A.",,33386221,0000 0000 8437 3816,33181.0,,,,,1831.0,1908.0,,,http://www.wikidata.org/wiki/Q6536251,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=33181,,,,http://adb.anu.edu.au/biography/bernays-lewis-adolphus-2982
605,c00360,BERRY,E.,"BERRY, E.","BERRY, E. ^^",fl. 1887,"Collected at Fairview, C. York Peninsula, Qld, specimens at BRI.","BERRY, E.","Berry, E.",1.0,1.0,http://www.wikidata.org/entity/Q51014766,Elmer Berry,Berry,E.,"Berry, E.",,,,,,,,,1879.0,,,,http://www.wikidata.org/wiki/Q51014766,,,,,,
609,c00364,BESSA,P.,"BESSA, P.","BESSA, Pancrace",1772-1835,Botanical artist,"BESSA, P.","Bessa, P.",1.0,1.0,http://www.wikidata.org/entity/Q2559115,Pancrace Bessa,Bessa,P.,"Bessa, P.",,228060326,0000 0003 6277 3730,82186.0,735-1,Bessa,,,1772.0,1835.0,,,http://www.wikidata.org/wiki/Q2559115,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=82186,https://www.ipni.org/a/735-1,,,
610,c00365,BEST,D.R.W.,"BEST, D.R.W.","BEST, Dudley Robert William",1844-1928,"Businessman, naturalist","BEST, D.R.W.","Best, D.R.W.",1.0,1.0,http://www.wikidata.org/entity/Q21536930,Dudley Robert William Best,Best,D.R.W.,"Best, D.R.W.",,,,,,,,P000968b,1844.0,1928.0,,,http://www.wikidata.org/wiki/Q21536930,,,,,http://www.eoas.info/biogs/P000968b,http://adb.anu.edu.au/biography/best-dudley-robert-william-5224
621,c00370,BEUZEVILLE,W.A.W.d.,"BEUZEVILLE, W.A.W.d.","BEUZEVILLE, Wilfred Alexander Watt de",1884-1954,"Forest ecologist, botanist","BEUZEVILLE, W.A.W.d.","Beuzeville, W.A.W.d.",1.0,1.0,http://www.wikidata.org/entity/Q5643145,Wilfred Alexander Watt de Beuzeville,Beuzeville,W.A.W.d.,"Beuzeville, W.A.W.d.",,,,39731.0,750-1,Beuzev.,,P001006b,1884.0,1954.0,,,http://www.wikidata.org/wiki/Q5643145,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=39731,https://www.ipni.org/a/750-1,,http://www.eoas.info/biogs/P001006b,http://adb.anu.edu.au/biography/de-beuzeville-wilfred-alexander-5936
622,c00371,BEVERIDGE,P.,"BEVERIDGE, P.","BEVERIDGE, Peter",1829-1885,Grazier near Swan Hill,"BEVERIDGE, P.","Beveridge, P.",1.0,1.0,http://www.wikidata.org/entity/Q16062137,Peter Beveridge,Beveridge,P.,"Beveridge, P.",,80758290,0000 0000 6325 3305,,,,,P001127b,1829.0,1885.0,,,http://www.wikidata.org/wiki/Q16062137,,,,,http://www.eoas.info/biogs/P001127b,http://adb.anu.edu.au/biography/beveridge-peter-2992
628,c00377,BIBBY,P.N.S.,"BIBBY, P.N.S.","BIBBY, Patrick Noel Sumner",1907-1955,Botanist,"BIBBY, P.N.S.","Bibby, P.N.S.",1.0,1.0,http://www.wikidata.org/entity/Q21341753,Patrick Noel Sumner Bibby,Bibby,P.N.S.,"Bibby, P.N.S.",,,,81534.0,16112-1,Bibby,,,1907.0,1955.0,,,http://www.wikidata.org/wiki/Q21341753,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=81534,https://www.ipni.org/a/16112-1,,,
631,c00380,BICHENO,J.E.,"BICHENO, J.E.","BICHENO, James Ebenezer",1785-1851,"Author, Colonial Secretary","BICHENO, J.E.","Bicheno, J.E.",1.0,1.0,http://www.wikidata.org/entity/Q3161052,James Ebenezer Bicheno,Bicheno,J.E.,"Bicheno, J.E.",,40159835,0000 0000 6318 4768,10911.0,770-1,Bicheno,,P002548b,1785.0,1851.0,,,http://www.wikidata.org/wiki/Q3161052,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=10911,https://www.ipni.org/a/770-1,,http://www.eoas.info/biogs/P002548b,http://adb.anu.edu.au/biography/bicheno-james-ebenezer-1777
640,c00389,BIDWILL,J.C.,"BIDWILL, J.C.","BIDWILL, John Carne",1815-1853,"Horticultural botanist, Gardens Director","BIDWILL, J.C.","Bidwill, J.C.",1.0,1.0,http://www.wikidata.org/entity/Q3181203,John Carne Bidwill,Bidwill,J.C.,"Bidwill, J.C.",,91258779,0000 0000 6501 7699,26400.0,13880-1,Bidwill,,P000227b,1815.0,1853.0,,,http://www.wikidata.org/wiki/Q3181203,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=26400,https://www.ipni.org/a/13880-1,,http://www.eoas.info/biogs/P000227b,http://adb.anu.edu.au/biography/bidwill-john-carne-1778
649,c00398,BIRD,H.,"BIRD, H.","BIRD, H.",,,"BIRD, H.","Bird, H.",1.0,1.0,http://www.wikidata.org/entity/Q22102474,Henry Bird,Bird,H.,"Bird, H.",,,,,,,,,1869.0,1959.0,,,http://www.wikidata.org/wiki/Q22102474,,,,,,
650,c00399,BIRD,J.,"BIRD, J.","BIRD, J. ^^",fl. 1887,"Collected at Scarsdale, NSW","BIRD, J.","Bird, J.",1.0,1.0,http://www.wikidata.org/entity/Q6313704,Junius Bird,Bird,J.,"Bird, J.",,111256861,0000 0001 0935 5017,,,,,,1907.0,1982.0,,,http://www.wikidata.org/wiki/Q6313704,,,,,,
652,c00401,BIRD,S.,"BIRD, S.","BIRD, Simon ^^",fl. 1895,"Collected at Eumundi, Qld","BIRD, S.","Bird, S.",1.0,1.0,http://www.wikidata.org/entity/Q7596600,Stafford Bird,Bird,S.,"Bird, S.",,92390576,,,,,,,1840.0,1924.0,,,http://www.wikidata.org/wiki/Q7596600,,,,,,http://adb.anu.edu.au/biography/bird-bolton-stafford-1664
666,c00413,BLACK,J.M.,"BLACK, J.M.","BLACK, John McConnell",1855-1951,"Journalist, botanist, flora writer","BLACK, J.M.","Black, J.M.",1.0,1.0,http://www.wikidata.org/entity/Q924556,John McConnell Black,Black,J.M.,"Black, J.M.",,78621052,0000 0000 6406 6456,372.0,828-1,J.M.Black,,P000966b,1855.0,1951.0,,,http://www.wikidata.org/wiki/Q924556,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=372,https://www.ipni.org/a/828-1,,http://www.eoas.info/biogs/P000966b,http://adb.anu.edu.au/biography/black-john-mcconnell-5251
668,c00415,BLACK,N.(.,"BLACK, N.(.","BLACK, Niel (Ned)",1804-1880,"Pastoralist, politician","BLACK, N.(.","Black, N.",1.0,1.0,http://www.wikidata.org/entity/Q6988297,Neil Black,Black,N.,"Black, N.",,33931469,0000 0000 4081 7761,,,,,,1804.0,1880.0,,,http://www.wikidata.org/wiki/Q6988297,,,,,,http://adb.anu.edu.au/biography/black-niel-3003
682,c00424,BLACKMORE,J.A.P.,"BLACKMORE, J.A.P.","BLACKMORE, John A.P.",fl. 1960,Orchidologist,"BLACKMORE, J.A.P.","Blackmore, J.A.P.",1.0,1.0,http://www.wikidata.org/entity/Q33664533,John A.P. Blackmore,Blackmore,J.A.P.,"Blackmore, J.A.P.",,,,75105,13252-1,Blackmore,,,,,,,http://www.wikidata.org/wiki/Q33664533,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=75105,https://www.ipni.org/a/13252-1,,,
