,label,i18nCode,count,fq,start_date,end_date,activity_span
650,"Butler, G.","collector.Butler, G.",1141,"collector:""Butler, G.""",1971,1994,23
651,"Wace, N.M.","collector.Wace, N.M.",1136,"collector:""Wace, N.M.""",1962,1986,24
652,"Halliday, T.A.","collector.Halliday, T.A.",1132,"collector:""Halliday, T.A.""",1971,1981,10
653,"Lewis, D.L.","collector.Lewis, D.L.",1131,"collector:""Lewis, D.L.""",2004,2017,13
654,"Benson, J.S.","collector.Benson, J.S.",1130,"collector:""Benson, J.S.""",1970,2009,39
655,"Whalen, A.J.","collector.Whalen, A.J.",1129,"collector:""Whalen, A.J.""",1993,2017,24
656,"Fox, I.","collector.Fox, I.",1128,"collector:""Fox, I.""",1967,2015,48
657,"Trappe, J.M.","collector.Trappe, J.M.",1128,"collector:""Trappe, J.M.""",1975,2010,35
658,"Davis, M.","collector.Davis, M.",1126,"collector:""Davis, M.""",1925,2010,85
659,"Pearson, D.J.","collector.Pearson, D.J.",1123,"collector:""Pearson, D.J.""",1980,2009,29
660,"Johnston, R.D.","collector.Johnston, R.D.",1119,"collector:""Johnston, R.D.""",1951,1977,26
661,"Thompson, S.","collector.Thompson, S.",1119,"collector:""Thompson, S.""",1903,2019,116
662,"Downing, A.J.","collector.Downing, A.J.",1117,"collector:""Downing, A.J.""",1909,2015,106
663,"Claridge, A.W.","collector.Claridge, A.W.",1115,"collector:""Claridge, A.W.""",1990,2008,18
664,"Czornij, K.","collector.Czornij, K.",1115,"collector:""Czornij, K.""",1966,1985,19
665,"Lander, N.S.","collector.Lander, N.S.",1115,"collector:""Lander, N.S.""",1951,1998,47
666,"Brown, A.","collector.Brown, A.",1112,"collector:""Brown, A.""",1918,2017,99
667,"Hansen, N.A.","collector.Hansen, N.A.",1105,"collector:""Hansen, N.A.""",1924,1966,42
668,"Keighery, B.J. | Gibson, N.","collector.Keighery, B.J. | Gibson, N.",1102,"collector:""Keighery, B.J. | Gibson, N.""",1990,1997,7
669,"Horsfall, P.","collector.Horsfall, P.",1101,"collector:""Horsfall, P.""",1991,2020,29
670,"Cherry, W.A.","collector.Cherry, W.A.",1095,"collector:""Cherry, W.A.""",1985,2016,31
671,"Vickery, J.","collector.Vickery, J.",1093,"collector:""Vickery, J.""",1886,1976,90
672,"Woolcock, C.E.","collector.Woolcock, C.E.",1092,"collector:""Woolcock, C.E.""",1972,1988,16
673,"Branwhite, P.","collector.Branwhite, P.",1091,"collector:""Branwhite, P.""",1986,2005,19
674,"Nordenstam, B. | Anderberg, A.","collector.Nordenstam, B. | Anderberg, A.",1091,"collector:""Nordenstam, B. | Anderberg, A.""",1989,1989,0
675,"Goy, D.A.","collector.Goy, D.A.",1089,"collector:""Goy, D.A.""",1934,1978,44
676,"Baker, W.R.A.","collector.Baker, W.R.A.",1077,"collector:""Baker, W.R.A.""",1871,1989,118
677,"Burns, A.C.","collector.Burns, A.C.",1077,"collector:""Burns, A.C.""",1959,1984,25
678,"Drummond, J.","collector.Drummond, J.",1077,"collector:""Drummond, J.""",1784,1970,186
679,"O'Leary, M.C.","collector.O'Leary, M.C.",1077,"collector:""O'Leary, M.C.""",1984,2016,32
680,"Scarth-Johnson, V.","collector.Scarth-Johnson, V.",1076,"collector:""Scarth-Johnson, V.""",1965,1991,26
681,"Telford, I.R.H.","collector.Telford, I.R.H.",1076,"collector:""Telford, I.R.H.""",1967,2011,44
682,"Fraser, L.R.","collector.Fraser, L.R.",1074,"collector:""Fraser, L.R.""",1907,1983,76
683,"Harvey, W.H.","collector.Harvey, W.H.",1073,"collector:""Harvey, W.H.""",1849,1954,105
684,"Heatwole, H.","collector.Heatwole, H.",1073,"collector:""Heatwole, H.""",1967,1990,23
685,"Mangion, C.","collector.Mangion, C.",1070,"collector:""Mangion, C.""",1994,2006,12
686,"Cranfield, R.J. | Knight, K.","collector.Cranfield, R.J. | Knight, K.",1065,"collector:""Cranfield, R.J. | Knight, K.""",2002,2003,1
687,"Miles, J.","collector.Miles, J.",1060,"collector:""Miles, J.""",1931,2019,88
688,"Rankin, M.O.","collector.Rankin, M.O.",1060,"collector:""Rankin, M.O.""",1975,2000,25
689,"Fryxell, P.A.","collector.Fryxell, P.A.",1059,"collector:""Fryxell, P.A.""",1983,1993,10
690,"Cooper, W.","collector.Cooper, W.",1056,"collector:""Cooper, W.""",1963,2018,55
691,"Watson, J.E.","collector.Watson, J.E.",1056,"collector:""Watson, J.E.""",1960,2005,45
692,"McKie, E.N.","collector.McKie, E.N.",1054,"collector:""McKie, E.N.""",1914,1950,36
693,"Pryor, L.D.","collector.Pryor, L.D.",1054,"collector:""Pryor, L.D.""",1924,1997,73
694,"Jackson, S.W.","collector.Jackson, S.W.",1053,"collector:""Jackson, S.W.""",1899,1992,93
695,"Milne, J.","collector.Milne, J.",1053,"collector:""Milne, J.""",1986,2016,30
696,"Scrymgeour, E.M.","collector.Scrymgeour, E.M.",1053,"collector:""Scrymgeour, E.M.""",1963,1971,8
697,"Bufton, J.","collector.Bufton, J.",1050,"collector:""Bufton, J.""",1853,1898,45
698,"Gibbons, P.","collector.Gibbons, P.",1050,"collector:""Gibbons, P.""",1981,2003,22
699,"Tyson, P.A.","collector.Tyson, P.A.",1049,"collector:""Tyson, P.A.""",2004,2016,12
700,"Robinson, C.","collector.Robinson, C.",1048,"collector:""Robinson, C.""",1916,1999,83
701,"Ashby, E.","collector.Ashby, E.",1047,"collector:""Ashby, E.""",1861,2018,157
702,"Paust, S.","collector.Paust, S.",1047,"collector:""Paust, S.""",1969,1977,8
703,"Howitt, A.W.","collector.Howitt, A.W.",1044,"collector:""Howitt, A.W.""",1838,1976,138
704,"Downey, P.O.","collector.Downey, P.O.",1041,"collector:""Downey, P.O.""",1995,2004,9
705,"Stanley, T.","collector.Stanley, T.",1041,"collector:""Stanley, T.""",1950,1995,45
706,"Whinray, J.","collector.Whinray, J.",1041,"collector:""Whinray, J.""",1965,2014,49
707,"Pritzel, E.","collector.Pritzel, E.",1038,"collector:""Pritzel, E.""",1900,1991,91
708,"Keighery, B.J.","collector.Keighery, B.J.",1035,"collector:""Keighery, B.J.""",1984,2008,24
709,"Young, A.M.","collector.Young, A.M.",1035,"collector:""Young, A.M.""",1966,2009,43
710,"Brooker, M.I.","collector.Brooker, M.I.",1034,"collector:""Brooker, M.I.""",1966,1995,29
711,"Brittan, N.H.","collector.Brittan, N.H.",1033,"collector:""Brittan, N.H.""",1950,1988,38
712,"Taylor, J.M.","collector.Taylor, J.M.",1033,"collector:""Taylor, J.M.""",1972,1991,19
713,"Cronin, M.","collector.Cronin, M.",1031,"collector:""Cronin, M.""",1887,1982,95
714,"Bishop, A.D.","collector.Bishop, A.D.",1029,"collector:""Bishop, A.D.""",1973,1995,22
715,"Unwin, G.L.","collector.Unwin, G.L.",1027,"collector:""Unwin, G.L.""",1971,1988,17
716,"Kilgour, R.A.","collector.Kilgour, R.A.",1026,"collector:""Kilgour, R.A.""",1981,1992,11
717,"Bostock, P.D.","collector.Bostock, P.D.",1024,"collector:""Bostock, P.D.""",1981,2014,33
718,"Deane, H.","collector.Deane, H.",1024,"collector:""Deane, H.""",1870,1990,120
719,"Adair, R.J.","collector.Adair, R.J.",1023,"collector:""Adair, R.J.""",1928,2016,88
720,"Nicolle, D. | French, M.","collector.Nicolle, D. | French, M.",1023,"collector:""Nicolle, D. | French, M.""",1993,2015,22
721,"Crayn, D.M.","collector.Crayn, D.M.",1022,"collector:""Crayn, D.M.""",1984,2018,34
722,"Croft, J.R.","collector.Croft, J.R.",1022,"collector:""Croft, J.R.""",1948,2010,62
723,"Sewell, J.","collector.Sewell, J.",1022,"collector:""Sewell, J.""",1882,1972,90
724,"Olsen, I.","collector.Olsen, I.",1021,"collector:""Olsen, I.""",1906,2017,111
725,"Armstrong, P.G.","collector.Armstrong, P.G.",1017,"collector:""Armstrong, P.G.""",1984,2014,30
726,A.G. Gunness et al.,collector.A.G. Gunness et al.,1012,"collector:""A.G. Gunness et al.""",1996,2001,5
727,"Crowley, V.","collector.Crowley, V.",1011,"collector:""Crowley, V.""",1984,2001,17
728,"Dahl, E.","collector.Dahl, E.",1011,"collector:""Dahl, E.""",1960,1970,10
729,"Armitage, I.B.","collector.Armitage, I.B.",1010,"collector:""Armitage, I.B.""",1962,1987,25
730,"Reid, J.C.","collector.Reid, J.C.",1009,"collector:""Reid, J.C.""",1974,2011,37
731,"Banks, J.","collector.Banks, J.",1007,"collector:""Banks, J.""",1770,1993,223
732,"Duncan, B.D.","collector.Duncan, B.D.",1005,"collector:""Duncan, B.D.""",1972,1997,25
733,"Thies, A.W.","collector.Thies, A.W.",1005,"collector:""Thies, A.W.""",1978,1998,20
734,"Milligan, J.","collector.Milligan, J.",1002,"collector:""Milligan, J.""",1807,1988,181
735,"Dwyer, J.W.","collector.Dwyer, J.W.",998,"collector:""Dwyer, J.W.""",1904,1958,54
736,"Pellow, B.","collector.Pellow, B.",997,"collector:""Pellow, B.""",1982,2016,34
737,"Allan, K.M.","collector.Allan, K.M.",996,"collector:""Allan, K.M.""",1871,1978,107
738,"Meissner, R. | Coppen, R.","collector.Meissner, R. | Coppen, R.",995,"collector:""Meissner, R. | Coppen, R.""",2011,2011,0
739,"Batianoff, G.","collector.Batianoff, G.",992,"collector:""Batianoff, G.""",1967,2009,42
740,"Hooker, N.B.","collector.Hooker, N.B.",990,"collector:""Hooker, N.B.""",2001,2020,19
741,"Mollemans, F.H.","collector.Mollemans, F.H.",987,"collector:""Mollemans, F.H.""",1981,2003,22
742,"de Beuzeville, W.A.W.","collector.de Beuzeville, W.A.W.",986,"collector:""de Beuzeville, W.A.W.""",1839,1993,154
743,"Dowe, J.L.","collector.Dowe, J.L.",985,"collector:""Dowe, J.L.""",1993,2017,24
744,"Sullivan, D.J.","collector.Sullivan, D.J.",985,"collector:""Sullivan, D.J.""",1869,1897,28
745,"Walters, N.E.M.","collector.Walters, N.E.M.",980,"collector:""Walters, N.E.M.""",1947,1976,29
746,"McDonald, K.R. (1)","collector.McDonald, K.R. (1)",972,"collector:""McDonald, K.R. (1)""",1990,2016,26
747,"Reid, W.S.","collector.Reid, W.S.",969,"collector:""Reid, W.S.""",1929,1971,42
748,"Holtze, M.W.","collector.Holtze, M.W.",965,"collector:""Holtze, M.W.""",1867,1911,44
749,"Tonkin, J.E.","collector.Tonkin, J.E.",965,"collector:""Tonkin, J.E.""",1994,2006,12
750,"Brett, R.G.","collector.Brett, R.G.",964,"collector:""Brett, R.G.""",1934,1951,17
751,"Horn, J.W.","collector.Horn, J.W.",964,"collector:""Horn, J.W.""",1999,2001,2
752,"Chapman, A.D.","collector.Chapman, A.D.",957,"collector:""Chapman, A.D.""",1961,1989,28
753,Adams,collector.Adams,952,"collector:""Adams""",1904,1973,69
754,"Paget, A.","collector.Paget, A.",952,"collector:""Paget, A.""",1934,2011,77
755,"Healey, K.","collector.Healey, K.",950,"collector:""Healey, K.""",1953,1963,10
756,"Alcock, K.M.","collector.Alcock, K.M.",949,"collector:""Alcock, K.M.""",1963,2001,38
757,"Stacey, C.I.","collector.Stacey, C.I.",949,"collector:""Stacey, C.I.""",1971,1991,20
758,"French Jnr, C.H.","collector.French Jnr, C.H.",948,"collector:""French Jnr, C.H.""",1866,1944,78
759,"Winterhalder, E.K.","collector.Winterhalder, E.K.",948,"collector:""Winterhalder, E.K.""",1950,1999,49
760,"Bancroft, T.L.","collector.Bancroft, T.L.",946,"collector:""Bancroft, T.L.""",1855,1948,93
761,"Clarke, S.","collector.Clarke, S.",943,"collector:""Clarke, S.""",1911,2017,106
762,"D'Aubert, G.","collector.D'Aubert, G.",942,"collector:""D'Aubert, G.""",1981,2004,23
763,"Nicholson, D.I.","collector.Nicholson, D.I.",942,"collector:""Nicholson, D.I.""",1940,2001,61
764,"Rohrlach, K.D.","collector.Rohrlach, K.D.",942,"collector:""Rohrlach, K.D.""",1956,1997,41
765,"Stoddart, D.R.","collector.Stoddart, D.R.",942,"collector:""Stoddart, D.R.""",1973,1974,1
766,"Hunter, W.","collector.Hunter, W.",941,"collector:""Hunter, W.""",1896,1964,68
767,"Ohlsen, D.J.","collector.Ohlsen, D.J.",941,"collector:""Ohlsen, D.J.""",2006,2019,13
768,"White, P.J.","collector.White, P.J.",941,"collector:""White, P.J.""",1985,2015,30
769,"Aberdeen, J.E.","collector.Aberdeen, J.E.",937,"collector:""Aberdeen, J.E.""",1950,1989,39
770,"Sweedman, L.","collector.Sweedman, L.",933,"collector:""Sweedman, L.""",1972,2014,42
771,"Birch, W.R.","collector.Birch, W.R.",931,"collector:""Birch, W.R.""",1960,1984,24
772,"Piesse, A.D.J.","collector.Piesse, A.D.J.",931,"collector:""Piesse, A.D.J.""",1980,1993,13
773,"Beauglehole, A.C. | Errey, E.G.","collector.Beauglehole, A.C. | Errey, E.G.",926,"collector:""Beauglehole, A.C. | Errey, E.G.""",1975,1982,7
774,"Paterson, B.R.","collector.Paterson, B.R.",926,"collector:""Paterson, B.R.""",1950,1968,18
775,"Robinson, A.","collector.Robinson, A.",924,"collector:""Robinson, A.""",1931,2009,78
776,"Rutherford, S.","collector.Rutherford, S.",924,"collector:""Rutherford, S.""",1963,2016,53
777,"Reader, E.","collector.Reader, E.",923,"collector:""Reader, E.""",1838,1894,56
778,"Foreman, P.","collector.Foreman, P.",922,"collector:""Foreman, P.""",1925,2016,91
779,"Fox, M.","collector.Fox, M.",922,"collector:""Fox, M.""",1977,1997,20
780,"Melzer, R.","collector.Melzer, R.",916,"collector:""Melzer, R.""",1992,2018,26
781,"Whitelegge, T.W.","collector.Whitelegge, T.W.",916,"collector:""Whitelegge, T.W.""",1844,1985,141
782,"Metcalfe, P.","collector.Metcalfe, P.",915,"collector:""Metcalfe, P.""",1961,2005,44
783,"Cassis, G.","collector.Cassis, G.",914,"collector:""Cassis, G.""",1996,2009,13
784,"Davies, R.","collector.Davies, R.",914,"collector:""Davies, R.""",1928,2012,84
785,"Stuckey, B.","collector.Stuckey, B.",914,"collector:""Stuckey, B.""",1965,2012,47
786,"Burbidge, A.H.","collector.Burbidge, A.H.",913,"collector:""Burbidge, A.H.""",1875,1998,123
787,"Tryon, H.","collector.Tryon, H.",913,"collector:""Tryon, H.""",1882,1983,101
788,"Rich, M.","collector.Rich, M.",911,"collector:""Rich, M.""",2008,2011,3
789,"Johnson, S.","collector.Johnson, S.",902,"collector:""Johnson, S.""",1872,2015,143
790,"Lazarides, M. | Palmer, J.","collector.Lazarides, M. | Palmer, J.",902,"collector:""Lazarides, M. | Palmer, J.""",1983,1988,5
791,"Shoobridge, D.W.","collector.Shoobridge, D.W.",901,"collector:""Shoobridge, D.W.""",1953,1981,28
792,"Weber, W.A.","collector.Weber, W.A.",901,"collector:""Weber, W.A.""",1964,1987,23
793,"Mullins, E.","collector.Mullins, E.",900,"collector:""Mullins, E.""",1971,1990,19
794,"Barker, W.R. | Barker, R.M.","collector.Barker, W.R. | Barker, R.M.",899,"collector:""Barker, W.R. | Barker, R.M.""",1979,2003,24
795,"Sands, V.E.","collector.Sands, V.E.",899,"collector:""Sands, V.E.""",1961,1984,23
796,"Sherwood, M.","collector.Sherwood, M.",899,"collector:""Sherwood, M.""",1970,1997,27
797,"Weindorfer, G.","collector.Weindorfer, G.",899,"collector:""Weindorfer, G.""",1891,1942,51
798,"Kajewski, S.F.","collector.Kajewski, S.F.",897,"collector:""Kajewski, S.F.""",1922,1992,70
799,"Wilson, K.","collector.Wilson, K.",897,"collector:""Wilson, K.""",1933,2013,80
800,"Porteners, M.F.","collector.Porteners, M.F.",896,"collector:""Porteners, M.F.""",1989,2018,29
801,"Wardell-Johnson, G.","collector.Wardell-Johnson, G.",894,"collector:""Wardell-Johnson, G.""",1897,2008,111
802,"Bishop, W.","collector.Bishop, W.",893,"collector:""Bishop, W.""",1981,1988,7
803,"Burgman, M.A. | McNee, S.","collector.Burgman, M.A. | McNee, S.",892,"collector:""Burgman, M.A. | McNee, S.""",1980,1984,4
804,"Burns, R.","collector.Burns, R.",891,"collector:""Burns, R.""",1977,1995,18
805,"Hore-Lacy, I.","collector.Hore-Lacy, I.",889,"collector:""Hore-Lacy, I.""",1902,1970,68
806,"Whiffin, T.","collector.Whiffin, T.",889,"collector:""Whiffin, T.""",1971,1990,19
807,"Wills, R.T.","collector.Wills, R.T.",889,"collector:""Wills, R.T.""",1980,2000,20
808,"Benwell, A.S.","collector.Benwell, A.S.",888,"collector:""Benwell, A.S.""",1973,2017,44
809,"Chapman, C.","collector.Chapman, C.",884,"collector:""Chapman, C.""",1954,1985,31
810,"Meissner, R. | Bayliss, B.","collector.Meissner, R. | Bayliss, B.",884,"collector:""Meissner, R. | Bayliss, B.""",2006,2013,7
811,"Brooks, S.T.","collector.Brooks, S.T.",882,"collector:""Brooks, S.T.""",1873,1899,26
812,"Trenowden, D.","collector.Trenowden, D.",881,"collector:""Trenowden, D.""",1997,1997,0
813,"Carne, W.M.","collector.Carne, W.M.",880,"collector:""Carne, W.M.""",1900,1971,71
814,K. Zosky et al.,collector.K. Zosky et al.,879,"collector:""K. Zosky et al.""",2006,2009,3
815,"Breakwell, E.","collector.Breakwell, E.",878,"collector:""Breakwell, E.""",1892,1930,38
816,"Atkins, K.J.","collector.Atkins, K.J.",877,"collector:""Atkins, K.J.""",1976,1990,14
817,"North, A.J.","collector.North, A.J.",873,"collector:""North, A.J.""",1992,2019,27
818,"Jackes, E.M.","collector.Jackes, E.M.",869,"collector:""Jackes, E.M.""",1958,2008,50
819,"Young, A.","collector.Young, A.",867,"collector:""Young, A.""",1909,2007,98
820,"Wapstra, J.E.","collector.Wapstra, J.E.",865,"collector:""Wapstra, J.E.""",1991,2012,21
821,"White, K.J.","collector.White, K.J.",865,"collector:""White, K.J.""",1929,1965,36
822,"Cheal, D.C.","collector.Cheal, D.C.",861,"collector:""Cheal, D.C.""",1973,2012,39
823,"Engel, J.J.","collector.Engel, J.J.",860,"collector:""Engel, J.J.""",1976,1983,7
824,"Smith, J.M.B.","collector.Smith, J.M.B.",857,"collector:""Smith, J.M.B.""",1970,2015,45
825,"Black, E.C.","collector.Black, E.C.",852,"collector:""Black, E.C.""",1849,1961,112
826,"Eckert, J.P.","collector.Eckert, J.P.",852,"collector:""Eckert, J.P.""",1861,1906,45
827,"Christensen, T.J.","collector.Christensen, T.J.",851,"collector:""Christensen, T.J.""",1964,2000,36
828,"Miller, J.","collector.Miller, J.",850,"collector:""Miller, J.""",1880,2016,136
829,"Ducker, S.C.","collector.Ducker, S.C.",849,"collector:""Ducker, S.C.""",1933,2019,86
830,"Higginson, A.R.R.","collector.Higginson, A.R.R.",848,"collector:""Higginson, A.R.R.""",1939,1966,27
831,"Smith, T.","collector.Smith, T.",845,"collector:""Smith, T.""",1900,2017,117
832,"Duval, D.J.","collector.Duval, D.J.",843,"collector:""Duval, D.J.""",2004,2016,12
833,"Garnett, S.T.","collector.Garnett, S.T.",843,"collector:""Garnett, S.T.""",1979,1995,16
834,"Bratt, G.C.|Bratt, M.H.","collector.Bratt, G.C.|Bratt, M.H.",841,"collector:""Bratt, G.C.|Bratt, M.H.""",1963,1973,10
835,"D'Arnay, E.","collector.D'Arnay, E.",839,"collector:""D'Arnay, E.""",1932,1977,45
836,"Slee, A.","collector.Slee, A.",837,"collector:""Slee, A.""",1973,2003,30
837,"Wyatt, R. | Stoneburner, A.","collector.Wyatt, R. | Stoneburner, A.",835,"collector:""Wyatt, R. | Stoneburner, A.""",1971,1994,23
838,"Anway, J.C.","collector.Anway, J.C.",834,"collector:""Anway, J.C.""",1954,1985,31
839,"Haegi, L.A.R.","collector.Haegi, L.A.R.",834,"collector:""Haegi, L.A.R.""",1945,1993,48
840,"Jones, D.","collector.Jones, D.",834,"collector:""Jones, D.""",1878,2017,139
841,"Jackes, B.","collector.Jackes, B.",833,"collector:""Jackes, B.""",1963,2011,48
842,"Bateman, W.","collector.Bateman, W.",831,"collector:""Bateman, W.""",1950,1986,36
843,"Johnstone, R.","collector.Johnstone, R.",831,"collector:""Johnstone, R.""",1878,2014,136
844,"Bell, A.W.","collector.Bell, A.W.",830,"collector:""Bell, A.W.""",1917,1997,80
845,"De Nardi, J.C.","collector.De Nardi, J.C.",830,"collector:""De Nardi, J.C.""",1941,2001,60
846,"Thomas, R.","collector.Thomas, R.",830,"collector:""Thomas, R.""",1973,2016,43
847,"Trudgen, M.","collector.Trudgen, M.",830,"collector:""Trudgen, M.""",1971,2015,44
848,"Waterhouse, B.","collector.Waterhouse, B.",830,"collector:""Waterhouse, B.""",1952,2014,62
849,"Sage, L.W.","collector.Sage, L.W.",829,"collector:""Sage, L.W.""",1992,2011,19
850,"Doust, A.N.L.","collector.Doust, A.N.L.",828,"collector:""Doust, A.N.L.""",1986,2001,15
851,"Brock, J.","collector.Brock, J.",827,"collector:""Brock, J.""",1983,1999,16
852,"Trapnell, W.G.","collector.Trapnell, W.G.",827,"collector:""Trapnell, W.G.""",1957,1978,21
853,"Jaques, T. | Lewis, T.","collector.Jaques, T. | Lewis, T.",826,"collector:""Jaques, T. | Lewis, T.""",2005,2009,4
854,"Pearce, R.D.","collector.Pearce, R.D.",826,"collector:""Pearce, R.D.""",1965,1997,32
855,"Harris, M.","collector.Harris, M.",825,"collector:""Harris, M.""",1958,2013,55
856,"Taplin, R.L.","collector.Taplin, R.L.",824,"collector:""Taplin, R.L.""",1987,2016,29
857,"Kraft, G.T.","collector.Kraft, G.T.",823,"collector:""Kraft, G.T.""",1964,2018,54
858,"Spencer, R.D.","collector.Spencer, R.D.",823,"collector:""Spencer, R.D.""",1969,2002,33
859,"Robinson, R.M. | Smith, R.H.","collector.Robinson, R.M. | Smith, R.H.",820,"collector:""Robinson, R.M. | Smith, R.H.""",2002,2005,3
860,"Townrow, J.E.S.","collector.Townrow, J.E.S.",819,"collector:""Townrow, J.E.S.""",1942,2001,59
861,"Phillips, G.P.","collector.Phillips, G.P.",818,"collector:""Phillips, G.P.""",2015,2019,4
862,"Davidson, D.","collector.Davidson, D.",817,"collector:""Davidson, D.""",1925,1991,66
863,"Lang, P.J. | Graham, K.L.","collector.Lang, P.J. | Graham, K.L.",817,"collector:""Lang, P.J. | Graham, K.L.""",1994,2008,14
864,"Kenny, S.D. | Carruthers, S.M.","collector.Kenny, S.D. | Carruthers, S.M.",815,"collector:""Kenny, S.D. | Carruthers, S.M.""",1998,2001,3
865,"Robinson, C.J.","collector.Robinson, C.J.",814,"collector:""Robinson, C.J.""",1980,2003,23
866,"de Salas, M.F.","collector.de Salas, M.F.",812,"collector:""de Salas, M.F.""",2011,2019,8
867,"Dalgetty, A.","collector.Dalgetty, A.",811,"collector:""Dalgetty, A.""",1993,1994,1
868,"Eaton, A.","collector.Eaton, A.",811,"collector:""Eaton, A.""",1888,2005,117
869,"Brothers, N.P.","collector.Brothers, N.P.",810,"collector:""Brothers, N.P.""",1977,1989,12
