family_name,initials,given_names,name,num_det
Schmitke,D.,Darren,"Schmitke, D.",4
Bedggood,A.G.,Alan,"Bedggood, A.G.",4
Newton,M.E.,NULL,"Newton, M.E.",4
Robinson,N.,NULL,"Robinson, N.",4
Fenzl,E.,Eduard,"Fenzl, E.",4
Schatz,G.E.,NULL,"Schatz, G.E.",4
Warburton,C.J.,NULL,"Warburton, C.J.",4
"Sun Hang",NULL,NULL,"Sun Hang",4
Tavares,I.,NULL,"Tavares, I.",4
Mueller,J.,NULL,"Mueller, J.",4
Penev,I.,NULL,"Penev, I.",4
Pipoly,"J.J., III","John James","Pipoly, J.J., III",4
"Jobson. P.C.",NULL,NULL,"Jobson. P.C.",4
Mohamed,"M.A. Haji",NULL,"Mohamed, M.A. Haji",4
Jarman,J.,Jean,"Jarman, J.",4
Sainty,G.R.,NULL,"Sainty, G.R.",4
Bangerter,E.B.,NULL,"Bangerter, E.B.",4
Banwell,A.D.,NULL,"Banwell, A.D.",4
Mueller,M.,NULL,"Mueller, M.",4
Canning,E.C.,NULL,"Canning, E.C.",4
Cherry,J.E.,NULL,"Cherry, J.E.",4
Min-Thein,U.,NULL,"Min-Thein, U.",4
Glennon,K.,NULL,"Glennon, K.",4
Brink,"E.C. van den",NULL,"Brink, E.C. van den",4
Duval,C.,NULL,"Duval, C.",4
Laegaard,S.,NULL,"Laegaard, S.",4
Brooks,R.E.,NULL,"Brooks, R.E.",4
Aguirre-Hudson,B.,NULL,"Aguirre-Hudson, B.",4
Helms,R.,Richard,"Helms, R.",4
Burkart,A.,NULL,"Burkart, A.",4
Burke,J.,Joseph,"Burke, J.",4
Renner,M.,NULL,"Renner, M.",4
Anderson,S.J.,NULL,"Anderson, S.J.",4
Davis,L.,NULL,"Davis, L.",4
Archer,L.W.,NULL,"Archer, L.W.",4
Crosby,C.S.,"Charles Steele","Crosby, C.S.",4
Grant,C.,NULL,"Grant, C.",4
Scortechini,B.,Benedetto,"Scortechini, B.",4
Karis,P.O.,NULL,"Karis, P.O.",4
Muhammad,H.,NULL,"Muhammad, H.",4
Poelt,J.,NULL,"Poelt, J.",4
Harslett,J.,NULL,"Harslett, J.",4
Koch,L.F.,NULL,"Koch, L.F.",4
Dickins,J.,NULL,"Dickins, J.",4
Havaas,J.J.,NULL,"Havaas, J.J.",4
Beaver,J.,NULL,"Beaver, J.",4
Rudolph,P.,Pauline,"Rudolph, P.",4
Moore,S.,NULL,"Moore, S.",4
Tooth,I.M.,NULL,"Tooth, I.M.",4
Hoogland,R.C.,NULL,"Hoogland, R.C.",4
Forcella,F.,NULL,"Forcella, F.",4
Downe,J.,Judy,"Downe, J.",4
Johnson,P.N.,NULL,"Johnson, P.N.",4
Eliasson,U.H.,Uno,"Eliasson, U.H.",4
Oliveira,B.A.,NULL,"Oliveira, B.A.",4
Dingley,J.M.,NULL,"Dingley, J.M.",4
Armstong,J.A.,NULL,"Armstong, J.A.",4
Mousset,M.,NULL,"Mousset, M.",4
Brookes,M.,NULL,"Brookes, M.",4
Patrick,S.J.,NULL,"Patrick, S.J.",4
Yoshida,K.,NULL,"Yoshida, K.",4
Liston,A.,Aaron,"Liston, A.",4
Jernakov,V.N.,NULL,"Jernakov, V.N.",4
Zeyher,C.L.P.,NULL,"Zeyher, C.L.P.",4
Moscal,A.,NULL,"Moscal, A.",4
Johnson,E.R.L.,NULL,"Johnson, E.R.L.",4
Grigorjev,J.S.,"Juri Sergeevich","Grigorjev, J.S.",4
Brodo,I.,NULL,"Brodo, I.",4
Dilst,"F.J.H. van",NULL,"Dilst, F.J.H. van",4
Armstrong,R.C.,NULL,"Armstrong, R.C.",4
Olde,P.,NULL,"Olde, P.",4
Marginson,J.,NULL,"Marginson, J.",4
Lehmann,J.G.C.,"Johann Georg Christian","Lehmann, J.G.C.",4
Hasker,J.,NULL,"Hasker, J.",4
Cervini,G.,NULL,"Cervini, G.",4
Klotzsch,J.F.,NULL,"Klotzsch, J.F.",4
Mitchell,E.A.,NULL,"Mitchell, E.A.",4
Smith,D.N.,NULL,"Smith, D.N.",4
Davies,J.,NULL,"Davies, J.",4
"Peter G. Wilson",NULL,NULL,"Peter G. Wilson",4
Murray,J.,NULL,"Murray, J.",4
J.W.B.,NULL,NULL,J.W.B.,4
Balick,M.J.,NULL,"Balick, M.J.",4
Wood,J.,NULL,"Wood, J.",4
Carauta,J.P.P,"Jorge Pedro Pereira","Carauta, J.P.P",4
San,M.M.,NULL,"San, M.M.",4
Uhlemann,I.,NULL,"Uhlemann, I.",4
Sokoloff,D.D.,Dmitry,"Sokoloff, D.D.",4
Beccari,O.,Odoardo,"Beccari, O.",4
Lawrence,M.,NULL,"Lawrence, M.",4
Priest,M.J.,Michael,"Priest, M.J.",4
Mitchell,M.,NULL,"Mitchell, M.",4
Smith,R.S.,NULL,"Smith, R.S.",4
Maley,S.,NULL,"Maley, S.",4
Atha,D.,Daniel,"Atha, D.",4
Stanton,D.E.,Daniel,"Stanton, D.E.",4
J.W.T.,NULL,NULL,J.W.T.,4
Sehgal,C.B.,NULL,"Sehgal, C.B.",4
Guerke,W.R.,NULL,"Guerke, W.R.",4
Swaby,A.J.,NULL,"Swaby, A.J.",4
Fechner,N.A.,Nigel,"Fechner, N.A.",4
Ponniah,W.,NULL,"Ponniah, W.",4
"Clarkson J.R.",NULL,NULL,"Clarkson J.R.",4
Tracey,J.G.,NULL,"Tracey, J.G.",4
Smith,B.H.,Basil,"Smith, B.H.",4
Thompson,H.,NULL,"Thompson, H.",4
Schotsman,H.D.,NULL,"Schotsman, H.D.",4
Niaz,I.,NULL,"Niaz, I.",4
Townrow,J.E.S.,NULL,"Townrow, J.E.S.",4
Meebold,A.K.,NULL,"Meebold, A.K.",4
Fitzgerald,W.V.,William,"Fitzgerald, W.V.",4
Bunge,NULL,NULL,Bunge,4
Braun,A.C.H.,NULL,"Braun, A.C.H.",4
Wurdack,K.,Kenneth,"Wurdack, K.",4
"Mihaich Weiller",C.M.,NULL,"Mihaich Weiller, C.M.",4
Minkwitz,"Z.A. von",NULL,"Minkwitz, Z.A. von",4
Jensen,R.,NULL,"Jensen, R.",4
Foster,C.A.,NULL,"Foster, C.A.",4
Binns,D.,NULL,"Binns, D.",4
Meebold,A.,NULL,"Meebold, A.",4
Banks,J.C.G.,NULL,"Banks, J.C.G.",4
Townsend,C.C.,NULL,"Townsend, C.C.",4
Brusse,F.A.,NULL,"Brusse, F.A.",4
Elven,R.,Reidar,"Elven, R.",4
Lucas,G.,Geoff,"Lucas, G.",4
Klitgaard,B.B.,NULL,"Klitgaard, B.B.",4
Middleton,N.,NULL,"Middleton, N.",4
Lisowski,S.,NULL,"Lisowski, S.",4
Burrell,W.H.,NULL,"Burrell, W.H.",4
Nakanishi,M.,NULL,"Nakanishi, M.",4
Lothian,T.R.N.,"Thomas Robert Noel","Lothian, T.R.N.",4
McLennan,E.I.,NULL,"McLennan, E.I.",4
Wyk,"N. van",NULL,"Wyk, N. van",4
Breen,P.,NULL,"Breen, P.",4
Comien,F.W.,NULL,"Comien, F.W.",4
Brown,N.E.,NULL,"Brown, N.E.",4
Sankowsky,G.,NULL,"Sankowsky, G.",4
Craigie,A.I.,NULL,"Craigie, A.I.",4
Kelman,D.T.,NULL,"Kelman, D.T.",4
Purdie,R.,NULL,"Purdie, R.",4
McAlpine,D.,NULL,"McAlpine, D.",4
Stone,B.C.,NULL,"Stone, B.C.",4
Peterson,K.R.,Kristin,"Peterson, K.R.",4
Rogers,R.,NULL,"Rogers, R.",4
E.C.,NULL,NULL,E.C.,4
Davies,R.,NULL,"Davies, R.",4
Bell,T.,NULL,"Bell, T.",4
Gonzalez,C.E.,NULL,"Gonzalez, C.E.",4
Stark,L.R.,Lloyd,"Stark, L.R.",4
Sainsbury,G.,NULL,"Sainsbury, G.",4
Kearney,T.H.,"Thomas Henry","Kearney, T.H.",4
Whibley,D.J.,NULL,"Whibley, D.J.",4
Porter,C.L.,NULL,"Porter, C.L.",4
Ross,J.,NULL,"Ross, J.",4
Adams,N.M.,NULL,"Adams, N.M.",4
Twentyman,J.D.,NULL,"Twentyman, J.D.",4
Edmonds,T.,NULL,"Edmonds, T.",4
Platt,S.J.,NULL,"Platt, S.J.",4
Kile,G.A.,NULL,"Kile, G.A.",4
Gordon-Gray,K.D.,NULL,"Gordon-Gray, K.D.",4
Bernhardt,P.,NULL,"Bernhardt, P.",4
Thompson,S.L.,NULL,"Thompson, S.L.",4
Hare,R.,NULL,"Hare, R.",4
"St. John",P.R.H.,NULL,"St. John, P.R.H.",4
Johnson,G.A.,Glen,"Johnson, G.A.",4
Cropper,S.C.,NULL,"Cropper, S.C.",4
Douglass,P.,NULL,"Douglass, P.",4
Simmons,J.G.,NULL,"Simmons, J.G.",4
Spencer,H.,NULL,"Spencer, H.",4
Glen,M.,Melissa,"Glen, M.",4
Nyárády,E.I.,NULL,"Nyárády, E.I.",4
Miquel,F.A.W.,NULL,"Miquel, F.A.W.",4
Krauss,S.,NULL,"Krauss, S.",4
Hart,E.W.,NULL,"Hart, E.W.",4
Brade,A.C.,NULL,"Brade, A.C.",4
Muscat,K.M.,NULL,"Muscat, K.M.",4
Weston,A.S.,NULL,"Weston, A.S.",4
Hain,B.,NULL,"Hain, B.",4
Badman,F.J.,NULL,"Badman, F.J.",4
"Simon Cardoso",J.,Julia,"Simon Cardoso, J.",4
Copeland,E.B.,NULL,"Copeland, E.B.",4
Melick,"H. van",Huub,"Melick, H. van",3
Arvat,A.,NULL,"Arvat, A.",3
Roivanen,H.,NULL,"Roivanen, H.",3
Davison,E.M.,Elaine,"Davison, E.M.",3
Cunningham,A.,Allan,"Cunningham, A.",3
Ingle,H.D.,NULL,"Ingle, H.D.",3
Culvenor,C.,Claude,"Culvenor, C.",3
Zollinger,H.,Heinrich,"Zollinger, H.",3
Adamson,R.S.,NULL,"Adamson, R.S.",3
Koch,B.L.,NULL,"Koch, B.L.",3
Kutak,V.,NULL,"Kutak, V.",3
Scott,F.J.,Fiona,"Scott, F.J.",3
Wetmore,C.M.,Clifford,"Wetmore, C.M.",3
Huber,J.L.,Jeannette,"Huber, J.L.",3
Scott,A.W.,NULL,"Scott, A.W.",3
Turnbull,C.,NULL,"Turnbull, C.",3
Durrington,L.,NULL,"Durrington, L.",3
Gee,E.,NULL,"Gee, E.",3
Venn,D.R.,NULL,"Venn, D.R.",3
Beardsell,C.M.,NULL,"Beardsell, C.M.",3
Cairns,A.,Andi,"Cairns, A.",3
"Necchi Jr",O.,Orlando,"Necchi Jr, O.",3
Minchinton,L.,NULL,"Minchinton, L.",3
Baker,W.R.A.,NULL,"Baker, W.R.A.",3
Kellry,W.,NULL,"Kellry, W.",3
Anderson,C.E.,Christiane,"Anderson, C.E.",3
Jayasinghe,R.,NULL,"Jayasinghe, R.",3
Goadby,B.T.,NULL,"Goadby, B.T.",3
Lehmann,NULL,NULL,Lehmann,3
Liao,L.M.,NULL,"Liao, L.M.",3
Cross,R.G.,NULL,"Cross, R.G.",3
Peterson,W.,NULL,"Peterson, W.",3
Miller,C.,NULL,"Miller, C.",3
Ciurchea,M.,NULL,"Ciurchea, M.",3
Breton,"C. Le",NULL,"Breton, C. Le",3
MacDonald,M.,NULL,"MacDonald, M.",3
Nikolov,N.,NULL,"Nikolov, N.",3
Briggs,M.,Marie,"Briggs, M.",3
Armstrong,P.M.,NULL,"Armstrong, P.M.",3
Arens,P.,NULL,"Arens, P.",3
JARA,NULL,NULL,JARA,3
Torrey,J.,NULL,"Torrey, J.",3
Woolcock,C.E.,NULL,"Woolcock, C.E.",3
Bolin,R.,NULL,"Bolin, R.",3
Fransén,S.,NULL,"Fransén, S.",3
M.A.T.,NULL,NULL,M.A.T.,3
Pauca,A.M.,NULL,"Pauca, A.M.",3
Burgman,M.,NULL,"Burgman, M.",3
Aston,H.J.,NULL,"Aston, H.J.",3
Clausen,L.,Lucy,"Clausen, L.",3
Cane,W.,NULL,"Cane, W.",3
Söderström,L.,Lars,"Söderström, L.",3
Wink,V.,NULL,"Wink, V.",3
Salinas,A.,NULL,"Salinas, A.",3
Nesom,G.,NULL,"Nesom, G.",3
Hill,A.R.,NULL,"Hill, A.R.",3
Costermans,L.F.,Leon,"Costermans, L.F.",3
Sargent,O.H.,NULL,"Sargent, O.H.",3
Courts,R.M.,Rachael,"Courts, R.M.",3
Winspear,E.,Emma,"Winspear, E.",3
Busch,N.,NULL,"Busch, N.",3
Hartley,G.T.,NULL,"Hartley, G.T.",3
Moir,M.,Mali,"Moir, M.",3
Croft,J.R.,NULL,"Croft, J.R.",3
Whiffin,T.,NULL,"Whiffin, T.",3
Won,H.,Hyosig,"Won, H.",3
Arriaga,M.,NULL,"Arriaga, M.",3
Vilgalys,R.,NULL,"Vilgalys, R.",3
Hassall,D.C.,NULL,"Hassall, D.C.",3
Standley,P.C.,Paul,"Standley, P.C.",3
Compton,J.A.,James,"Compton, J.A.",3
Harris,R.C.,NULL,"Harris, R.C.",3
"Vázquez V.",L.,NULL,"Vázquez V., L.",3
Crawford,J.,Joseph,"Crawford, J.",3
Webber,B.L.,NULL,"Webber, B.L.",3
"Duretto. M.F.",NULL,NULL,"Duretto. M.F.",3
Salkin,E.,NULL,"Salkin, E.",3
Tate,R.,Ralph,"Tate, R.",3
Hensch,C.,NULL,"Hensch, C.",3
Norris,E.H.,NULL,"Norris, E.H.",3
Reichenbach,H.G.L.,"Heinrich Gottlieb Ludwig","Reichenbach, H.G.L.",3
Pyrke,A.F.,NULL,"Pyrke, A.F.",3
Pearson,W.H.,NULL,"Pearson, W.H.",3
McIntyre,S.,NULL,"McIntyre, S.",3
Wood,B.,Betty,"Wood, B.",3
Beecham,B.C.,NULL,"Beecham, B.C.",3
Pringle,C.G.,"Cyrus Guernsey","Pringle, C.G.",3
Hunter,J.,NULL,"Hunter, J.",3
Summerhayes,V.S.,NULL,"Summerhayes, V.S.",3
"French Jnr.",C.,NULL,"French Jnr., C.",3
Lickey,E.B.,NULL,"Lickey, E.B.",3
Dowe,J.,NULL,"Dowe, J.",3
Gardner,R.,NULL,"Gardner, R.",3
Everist,S.,NULL,"Everist, S.",3
Bentley,M.,Meg,"Bentley, M.",3
Newnham,M.R.,NULL,"Newnham, M.R.",3
Kenny,S.,NULL,"Kenny, S.",3
Menkins,I.L.,NULL,"Menkins, I.L.",3
Maling,K.L.,NULL,"Maling, K.L.",3
Collins,S.,NULL,"Collins, S.",3
Meyer,H.S.,NULL,"Meyer, H.S.",3
Buia,A.,NULL,"Buia, A.",3
Schuiteman,A.,NULL,"Schuiteman, A.",3
Hando,V.M.,NULL,"Hando, V.M.",3
Mathieu,G.,Guido,"Mathieu, G.",3
Todzia,C.,NULL,"Todzia, C.",3
Bennett,A.,NULL,"Bennett, A.",3
Lehmann,Professor,NULL,"Lehmann, Professor",3
Saez,L.,NULL,"Saez, L.",3
Woods,E.H.,NULL,"Woods, E.H.",3
Campbell,E.,NULL,"Campbell, E.",3
"Aedo Perez",C.,"Carlos ","Aedo Perez, C.",3
Powell,T.,Thomas,"Powell, T.",3
Semmens,E.J.,NULL,"Semmens, E.J.",3
Garrett,M.,NULL,"Garrett, M.",3
Parker,C.M.,NULL,"Parker, C.M.",3
Appleman,C.,NULL,"Appleman, C.",3
Klatt,F.W.,Friedrich,"Klatt, F.W.",3
Bos,J.J.,NULL,"Bos, J.J.",3
Fairfax,R.J.,NULL,"Fairfax, R.J.",3
Milde,NULL,NULL,Milde,3
Makinson,R.,NULL,"Makinson, R.",3
Connors,J.,NULL,"Connors, J.",3
Simmonds,J.,NULL,"Simmonds, J.",3
Richards,P.,NULL,"Richards, P.",3
Donner,N.N.,NULL,"Donner, N.N.",3
Floyd,A.,NULL,"Floyd, A.",3
Rozefelds,A.,Andrew,"Rozefelds, A.",3
Borowitzka,M.A.,Michael,"Borowitzka, M.A.",3
Lockwood,D.,NULL,"Lockwood, D.",3
Wiecek.B.,NULL,NULL,Wiecek.B.,3
Knight,K.,NULL,"Knight, K.",3
Cudmore,A.S.,NULL,"Cudmore, A.S.",3
Crueger,H.,Hermann,"Crueger, H.",3
Schubert,B.G.,NULL,"Schubert, B.G.",3
Spangler,R.,NULL,"Spangler, R.",3
Harris,K.,NULL,"Harris, K.",3
Kraehenbuehl,D.N.,NULL,"Kraehenbuehl, D.N.",3
Blackmore,J.A.P.,John,"Blackmore, J.A.P.",3
Rotherham,E.R.,NULL,"Rotherham, E.R.",3
Rees,R.G.,NULL,"Rees, R.G.",3
Winnel,J.C.,NULL,"Winnel, J.C.",3
Rohwer,J.,NULL,"Rohwer, J.",3
Smith,P.G.,NULL,"Smith, P.G.",3
Benson,L.,Lyman,"Benson, L.",3
Mueller,NULL,NULL,Mueller,3
Kevin,P.,NULL,"Kevin, P.",3
Harwood,M.J.,NULL,"Harwood, M.J.",3
Syrell,C.,NULL,"Syrell, C.",3
Ito,Y.,Yu,"Ito, Y.",3
Holtze,M.,NULL,"Holtze, M.",3
Tucker,S.C.,NULL,"Tucker, S.C.",3
Steere,W.C.,NULL,"Steere, W.C.",3
Sikkes,A.J.A.,NULL,"Sikkes, A.J.A.",3
Wardle,P.,NULL,"Wardle, P.",3
Tsang,NULL,NULL,Tsang,3
Dobrescu,C.,NULL,"Dobrescu, C.",3
Batista,A.C.,NULL,"Batista, A.C.",3
Casanova,M.,NULL,"Casanova, M.",3
Minshall,W.H.,NULL,"Minshall, W.H.",3
A.S.,NULL,NULL,A.S.,3
Gullick,L.,NULL,"Gullick, L.",3
Mackay,D.F.,NULL,"Mackay, D.F.",3
"Yii Puan Ching",NULL,NULL,"Yii Puan Ching",3
Wiggins,I.L.,Ira,"Wiggins, I.L.",3
Nevin,J.R.,NULL,"Nevin, J.R.",3
McDiarmid,P.,Pam,"McDiarmid, P.",3
Hongo,T.,NULL,"Hongo, T.",3
Bedford,D.,NULL,"Bedford, D.",3
Cheng,M.,Marina,"Cheng, M.",3
Williams,M.B.,NULL,"Williams, M.B.",3
Denham,A.,NULL,"Denham, A.",3
Healey,K.,NULL,"Healey, K.",3
Mesquita,A.L.,NULL,"Mesquita, A.L.",3
Burdsall,H.H.,NULL,"Burdsall, H.H.",3
May,V.,NULL,"May, V.",3
Almeda,F.,NULL,"Almeda, F.",3
Morton,A.G.,NULL,"Morton, A.G.",3
Hedley,A.J.,NULL,"Hedley, A.J.",3
Barnett,J.,NULL,"Barnett, J.",3
"Salinas T.",A.,Antonio,"Salinas T., A.",3
Firth,M.J.,NULL,"Firth, M.J.",3
Ramsay,H.R.,NULL,"Ramsay, H.R.",3
Hastings,R.I.,Roxanne,"Hastings, R.I.",3
Elliot,R.,NULL,"Elliot, R.",3
García-Cunchillos,I.,Iván,"García-Cunchillos, I.",3
Tepper,O.,NULL,"Tepper, O.",3
Dixon,B.,NULL,"Dixon, B.",3
Pirotta,P.R.,"Pietro Romualdo","Pirotta, P.R.",3
Corona,"A. de",NULL,"Corona, A. de",3
Toma,M.,NULL,"Toma, M.",3
Waucher,NULL,NULL,Waucher,3
Scott-Walker,G.,Geordie,"Scott-Walker, G.",3
Hermann,F.J.,NULL,"Hermann, F.J.",3
Anderberg,A.A.,Arne,"Anderberg, A.A.",3
Guimaraes,E.F.,NULL,"Guimaraes, E.F.",3
Stojanov,N.A.,NULL,"Stojanov, N.A.",3
Hilton,R.N.,NULL,"Hilton, R.N.",3
Pennington,R.T.,NULL,"Pennington, R.T.",3
S.T.B.,NULL,NULL,S.T.B.,3
Jennings,K.,Kathryn,"Jennings, K.",3
Lyle,M.,NULL,"Lyle, M.",3
Hart,T.S.,NULL,"Hart, T.S.",3
Labillardiere,"J.J.H. de",NULL,"Labillardiere, J.J.H. de",3
Maas,P.J.M.,NULL,"Maas, P.J.M.",3
Ornduff,R.,NULL,"Ornduff, R.",3
Sullivan,D.J.,Daniel,"Sullivan, D.J.",3
Mallinson,D.M.,NULL,"Mallinson, D.M.",3
Jackes,E.M.,NULL,"Jackes, E.M.",3
Strange,B.,NULL,"Strange, B.",3
Falla,R.P.,NULL,"Falla, R.P.",3
Buedel,B.,NULL,"Buedel, B.",3
Schot,A.M.,NULL,"Schot, A.M.",3
Constance,L.,NULL,"Constance, L.",3
Beecham,B.,NULL,"Beecham, B.",3
Roux,J.P.,NULL,"Roux, J.P.",3
Abell,S.E.,Sandra,"Abell, S.E.",3
McBarron,E.J.,NULL,"McBarron, E.J.",3
Johnson,S.,Steph,"Johnson, S.",3
Judge,D.K.,NULL,"Judge, D.K.",3
Burduja,C.,NULL,"Burduja, C.",3
Cross,D.O.,NULL,"Cross, D.O.",3
Singleton,O.P.,NULL,"Singleton, O.P.",3
Robins,P.A.,NULL,"Robins, P.A.",3
Guillaumy,A.,NULL,"Guillaumy, A.",3
Johnston,I.M.,"Ivan Murray","Johnston, I.M.",3
Maroske,I.O.,NULL,"Maroske, I.O.",3
Cope,T.A.,NULL,"Cope, T.A.",3
Hill,M.,NULL,"Hill, M.",3
Fatemi,M.,Mohammad,"Fatemi, M.",3
Tarnavschi,I.T.,NULL,"Tarnavschi, I.T.",3
Lavarack,P.,NULL,"Lavarack, P.",3
Ahtarov,"B. [= Achtarov, B.T.]",NULL,"Ahtarov, B. [= Achtarov, B.T.]",3
Lazar,M.,NULL,"Lazar, M.",3
Johnston,R.D.,NULL,"Johnston, R.D.",3
Aptroot,A.,NULL,"Aptroot, A.",3
Cerneva,Z.,NULL,"Cerneva, Z.",3
Buchanan,A.,NULL,"Buchanan, A.",3
Oxner,A.N.,NULL,"Oxner, A.N.",3
"De Nardie",J.,NULL,"De Nardie, J.",3
Senn,H.A.,"Harold Archie","Senn, H.A.",3
Soejarto,D.D.,NULL,"Soejarto, D.D.",3
Bornmueller,J.,NULL,"Bornmueller, J.",3
Roberts,N.R.,NULL,"Roberts, N.R.",3
Lassen,P.,Per,"Lassen, P.",3
Steyaert,R.L.,NULL,"Steyaert, R.L.",3
Serusiaux,E.,NULL,"Serusiaux, E.",3
Krosnick,S.E.,Shawn,"Krosnick, S.E.",3
Richards,A.J.,NULL,"Richards, A.J.",3
Zhou,L.W.,Li-Wei,"Zhou, L.W.",3
Holtkamp,R.H.,NULL,"Holtkamp, R.H.",3
Baillon,H.E.,NULL,"Baillon, H.E.",3
Ecklon,C.F.,Christian,"Ecklon, C.F.",3
Parkes,D.,NULL,"Parkes, D.",3
Constantine,A.,Angela,"Constantine, A.",3
Jenkins,G.A.,NULL,"Jenkins, G.A.",3
Kanis,M.,NULL,"Kanis, M.",3
Wild,C.,NULL,"Wild, C.",3
Salisbury,E.J.,Edward,"Salisbury, E.J.",3
Taplin,R.,NULL,"Taplin, R.",3
Bowie,F.,NULL,"Bowie, F.",3
FitzGerald,K.J.,NULL,"FitzGerald, K.J.",3
Andreev,N.,NULL,"Andreev, N.",3
Jones,W.T.,NULL,"Jones, W.T.",3
Bolin,A.,Alan,"Bolin, A.",3
Callejas,R.,NULL,"Callejas, R.",3
Whitmee,S.J.,Samuel,"Whitmee, S.J.",3
Wynne,M.,NULL,"Wynne, M.",3
Gillespie,L.J.,Lynn,"Gillespie, L.J.",3
Cavanagh,T.,Tony,"Cavanagh, T.",3
Goddard,M.,Michael,"Goddard, M.",3
Hollister,C.,NULL,"Hollister, C.",3
Holverda,W.J.,NULL,"Holverda, W.J.",3
Maguire,G.,NULL,"Maguire, G.",3
Sharman,P.,NULL,"Sharman, P.",3
P.B.,NULL,NULL,P.B.,3
Bould,A.,NULL,"Bould, A.",3
Lucas,G.L.,"Grenville Llewellyn","Lucas, G.L.",3
Balslev,H.,NULL,"Balslev, H.",3
Reid,D.,NULL,"Reid, D.",3
McVean,D.,NULL,"McVean, D.",3
Phippard,J.H.,NULL,"Phippard, J.H.",3
Moreno,G.,Gabriel,"Moreno, G.",3
Julin,E.,Erik,"Julin, E.",3
Andrew,W.D.,NULL,"Andrew, W.D.",3
Hardin,D.W.,NULL,"Hardin, D.W.",3
Anderson,R.H.,NULL,"Anderson, R.H.",3
Simmons,J.,NULL,"Simmons, J.",3
Moore,D.M.,NULL,"Moore, D.M.",3
Rataj,K.,Karel,"Rataj, K.",3
Best,R.,NULL,"Best, R.",3
Svenson,H.K.,NULL,"Svenson, H.K.",3
Jovet-Ast,S.,NULL,"Jovet-Ast, S.",3
Arts,T.,NULL,"Arts, T.",3
Molvray,M.,NULL,"Molvray, M.",3
Wheeler,H.M.,NULL,"Wheeler, H.M.",3
Suzana,S.,NULL,"Suzana, S.",3
Kuzmanov,B.A.,NULL,"Kuzmanov, B.A.",3
Connelly,C.P.,NULL,"Connelly, C.P.",3
Boon,R.,Richard,"Boon, R.",3
MacFarlane,N.,NULL,"MacFarlane, N.",3
Myers,B.,NULL,"Myers, B.",3
Abbayes,"H. des",NULL,"Abbayes, H. des",3
Candolle,"A.C.P. de",Anne,"Candolle, A.C.P. de",3
Mill,J.P.,NULL,"Mill, J.P.",3
Downey,P.,NULL,"Downey, P.",3
Gillett,J.M.,NULL,"Gillett, J.M.",3
Hertel,W.,NULL,"Hertel, W.",3
Sim,M.J.,NULL,"Sim, M.J.",3
Duncan,M.,NULL,"Duncan, M.",3
Douglas,A.,NULL,"Douglas, A.",3
Linnaeus,"C. filius",Carl,"Linnaeus, C. filius",2
Barley,R.H.,NULL,"Barley, R.H.",2
Zwetsloot,H.,NULL,"Zwetsloot, H.",2
Alcock,K.,NULL,"Alcock, K.",2
Edwards,T.,Trevor,"Edwards, T.",2
Matcham,H.W.,NULL,"Matcham, H.W.",2
Hassan,N.,NULL,"Hassan, N.",2
Cousins,J.C.,NULL,"Cousins, J.C.",2
Claringbull,G.,NULL,"Claringbull, G.",2
Norton,G.,NULL,"Norton, G.",2
Addicott,E.P.,NULL,"Addicott, E.P.",2
Dockrill,A.W.,NULL,"Dockrill, A.W.",2
Rhodes,D.G.,NULL,"Rhodes, D.G.",2
Schiffner,V.,NULL,"Schiffner, V.",2
Mamani,F.,NULL,"Mamani, F.",2
Banks,D.,NULL,"Banks, D.",2
Arber,S.,Shona,"Arber, S.",2
Sonder,NULL,NULL,Sonder,2
Lawton,E.,NULL,"Lawton, E.",2
Gagnepain,F.,Francois,"Gagnepain, F.",2
Githers,G.Y.,NULL,"Githers, G.Y.",2
Beaglehole,C.,NULL,"Beaglehole, C.",2
"Torres C.",R.,Rafael,"Torres C., R.",2
Howard,S.,NULL,"Howard, S.",2
Gebauer,R.,NULL,"Gebauer, R.",2
Wilson,K.E.,NULL,"Wilson, K.E.",2
Mititelu,D.,NULL,"Mititelu, D.",2
Sarkinen,T.,Tiina,"Sarkinen, T.",2
Rieter,N.,NULL,"Rieter, N.",2
Gladstone,F.G.,NULL,"Gladstone, F.G.",2
Glow,R.,Roslyn,"Glow, R.",2
Brown,C.L.,NULL,"Brown, C.L.",2
Grau,J.,NULL,"Grau, J.",2
South,G.R.,"G. Robin","South, G.R.",2
Hensley,J.H.,NULL,"Hensley, J.H.",2
Kern,L.,NULL,"Kern, L.",2
Blaylock,B.J.,NULL,"Blaylock, B.J.",2
Richter,J.,NULL,"Richter, J.",2
Schaumann,M.,Maureen,"Schaumann, M.",2
Atkins,K.J.,NULL,"Atkins, K.J.",2
Frogley,K.M.,Kelly,"Frogley, K.M.",2
Petrova,A.,NULL,"Petrova, A.",2
Butler,D.W.,NULL,"Butler, D.W.",2
Plowman,T.C.,"Timothy Charles","Plowman, T.C.",2
French,M.,NULL,"French, M.",2
Kemp,J.E.,NULL,"Kemp, J.E.",2
Sehnem,P.A.,NULL,"Sehnem, P.A.",2
"Coveny, R.G.; Kodela, P.G.",NULL,NULL,"Coveny, R.G.; Kodela, P.G.",2
Kozuharov,S.,NULL,"Kozuharov, S.",2
Saver,J.,NULL,"Saver, J.",2
Eardley,C.M.,NULL,"Eardley, C.M.",2
B.B.,NULL,NULL,B.B.,2
