,COLL_ID,NAME,LNAME,FNAME,MNAME,match_name,left_side,right_side,similarity,dup_count,item,itemLabel,surname,initials,canonical_string,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,au_dict_bio,yob,yod,wyb,wye,wikidata_link,orcid_link,harv_link,ipni_link,bloodhound_link,enc_au_sc_link,au_dict_bio_link
1632,BELLD,Bellstedt D.U.,Bellstedt,D.U.,,"Bellstedt, D.U.n.","Bellstedt, D.U.n.","Bellstedt, D.U.",0.877,2.0,http://www.wikidata.org/entity/Q51229168,Dirk U. Bellstedt,Bellstedt,D.U.,"Bellstedt, D.U.",0000-0002-6376-4855,,,,,,,,,,,,,http://www.wikidata.org/wiki/Q51229168,https://orcid.org/0000-0002-6376-4855,,,,,
2035,STJ01,Steiner J.,Steiner,J.,,"Steiner, J.n.","Steiner, J.n.","Steiner, J.",0.877,2.0,http://www.wikidata.org/entity/Q21392156,Josefina Steiner,Steiner,J.,"Steiner, J.",,,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21392156,,,,,,
2036,STJ01,Steiner J.,Steiner,J.,,"Steiner, J.n.","Steiner, J.n.","Steiner, J.",0.877,2.0,http://www.wikidata.org/entity/Q21510489,Julius Steiner,Steiner,J.,"Steiner, J.",,100619985,0000 0000 7135 4800,43042,27173-1,J.Steiner,Q21510489,,,1844.0,1918.0,,,http://www.wikidata.org/wiki/Q21510489,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=43042,https://www.ipni.org/a/27173-1,https://bloodhound-tracker.net/Q21510489,,
8831,FERRE,Ferrari E.,Ferrari,E.,,"Ferrari, E.n.","Ferrari, E.n.","Ferrari, E.",0.877,2.0,http://www.wikidata.org/entity/Q21512906,Enrico Ferrari,Ferrari,E.,"Ferrari, E.",,,,,34878-1,Ferrari,,,,1945.0,,,,http://www.wikidata.org/wiki/Q21512906,,,https://www.ipni.org/a/34878-1,,,
8832,FERRE,Ferrari E.,Ferrari,E.,,"Ferrari, E.n.","Ferrari, E.n.","Ferrari, E.",0.877,2.0,http://www.wikidata.org/entity/Q36544971,Erminio Ferrari,Ferrari,E.,"Ferrari, E.",,,,,18749-1,E.Ferrari,,,,,,,,http://www.wikidata.org/wiki/Q36544971,,,https://www.ipni.org/a/18749-1,,,
9120,PARKC,Parker C.S.,Parker,C.S.,,"Parker, C.S.n.","Parker, C.S.n.","Parker, C.S.",0.877,2.0,http://www.wikidata.org/entity/Q21522639,Charles Stewart Parker,Parker,C.S.,"Parker, C.S.",,,,8694,24554-1,C.S.Parker,,,,1882.0,1950.0,,,http://www.wikidata.org/wiki/Q21522639,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=8694,https://www.ipni.org/a/24554-1,,,
9121,PARKC,Parker C.S.,Parker,C.S.,,"Parker, C.S.n.","Parker, C.S.n.","Parker, C.S.",0.877,2.0,http://www.wikidata.org/entity/Q5764986,Charles Sandbach Parker,Parker,C.S.,"Parker, C.S.",,,,,14112-1,C.Parker,,,,,1869.0,,,http://www.wikidata.org/wiki/Q5764986,,,https://www.ipni.org/a/14112-1,,,
10679,JENKF,Jenkins F.,Jenkins,Francis,,"Jenkins, F.n.","Jenkins, F.n.","Jenkins, F.",0.877,2.0,http://www.wikidata.org/entity/Q66686176,Francis Jenkins,Jenkins,F.,"Jenkins, F.",,,,35052,,,,,,1793.0,1866.0,,,http://www.wikidata.org/wiki/Q66686176,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=35052,,,,
10680,JENKF,Jenkins F.,Jenkins,Francis,,"Jenkins, F.n.","Jenkins, F.n.","Jenkins, F.",0.877,2.0,http://www.wikidata.org/entity/Q1396743,Farish Jenkins,Jenkins,F.,"Jenkins, F.",,60714831,0000 0001 0978 6909,,,,,,,1940.0,2012.0,,,http://www.wikidata.org/wiki/Q1396743,,,,,,
1141,TAYLG1,Taylor G.,Taylor,George,,"Taylor, G.n.","Taylor, G.n.","Taylor, G.",0.877,4.0,http://www.wikidata.org/entity/Q2753575,George Taylor,Taylor,G.,"Taylor, G.",,8716822,0000 0001 1554 4279,8437.0,10462-1,G.Taylor,,,,1904.0,1993.0,,,http://www.wikidata.org/wiki/Q2753575,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=8437,https://www.ipni.org/a/10462-1,,,
1142,TAYLG1,Taylor G.,Taylor,George,,"Taylor, G.n.","Taylor, G.n.","Taylor, G.",0.877,4.0,http://www.wikidata.org/entity/Q18936073,George Taylor,Taylor,G.,"Taylor, G.",,,,,,,,,taylor-george-francis-11827,1903.0,1979.0,,,http://www.wikidata.org/wiki/Q18936073,,,,,,http://adb.anu.edu.au/biography/taylor-george-francis-11827
1143,TAYLG1,Taylor G.,Taylor,George,,"Taylor, G.n.","Taylor, G.n.","Taylor, G.",0.877,4.0,http://www.wikidata.org/entity/Q21538283,George Taylor,Taylor,G.,"Taylor, G.",,,,,,,,,taylor-george-8755,1861.0,1935.0,,,http://www.wikidata.org/wiki/Q21538283,,,,,,http://adb.anu.edu.au/biography/taylor-george-8755
1144,TAYLG1,Taylor G.,Taylor,George,,"Taylor, G.n.","Taylor, G.n.","Taylor, G.",0.877,4.0,http://www.wikidata.org/entity/Q22443730,George Taylor,Taylor,G.,"Taylor, G.",,,,,,,,,taylor-george-2717,1758.0,1828.0,,,http://www.wikidata.org/wiki/Q22443730,,,,,,http://adb.anu.edu.au/biography/taylor-george-2717
305,T951,Tristan J.M.C.,Tristan,Jules Marie Claude,,"Tristan, J.M.C.n.","Tristan, J.M.C.n.","Tristan, J.M.C.d.",0.876,1.0,http://www.wikidata.org/entity/Q21610962,Jules Marie Claude de Tristan,Tristan,J.M.C.d.,"Tristan, J.M.C.d.",,76229858,0000 0000 5016 0855,37667,10831-1,Tristan,,,,1776.0,1861.0,,,http://www.wikidata.org/wiki/Q21610962,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=37667,https://www.ipni.org/a/10831-1,,,
537,L034,Lowy B.,Lowy,Bernard,,"Lowy, B.n.","Lowy, B.n.","Lowy, B.",0.876,1.0,http://www.wikidata.org/entity/Q4267434,Bernard Lowy,Lowy,B.,"Lowy, B.",,92088845,0000 0000 8278 2608,45594.0,22575-1,Lowy,,,,1916.0,1992.0,,,http://www.wikidata.org/wiki/Q4267434,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=45594,https://www.ipni.org/a/22575-1,,,
842,SHAHG,Shah G.L.,Shah,G.L.,,"Shah, G.L.n.","Shah, G.L.n.","Shah, G.L.",0.876,1.0,http://www.wikidata.org/entity/Q26713096,G.L. Shah,Shah,G.L.,"Shah, G.L.",,,,,35468-1,G.L.Shah,,,,,,,,http://www.wikidata.org/wiki/Q26713096,,,https://www.ipni.org/a/35468-1,,,
869,M160,Mayor E.,Mayor,Eugène,,"Mayor, E.n.","Mayor, E.n.","Mayor, E.",0.876,1.0,http://www.wikidata.org/entity/Q21502929,Eugéne Mayor,Mayor,E.,"Mayor, E.",,78061682,0000 0001 2140 7051,48280,23101-1,Mayor,,,,1877.0,1976.0,,,http://www.wikidata.org/wiki/Q21502929,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=48280,https://www.ipni.org/a/23101-1,,,
2201,V032,Vánky K.,Vánky,Kálmán,,"Vánky, K.n.","Vánky, K.n.","Vánky, K.",0.876,1.0,http://www.wikidata.org/entity/Q17165256,Kálmán Vánky,Vánky,K.,"Vánky, K.",,22370964,0000 0001 1606 3557,2555,28114-1,Vánky,,,,1930.0,,,,http://www.wikidata.org/wiki/Q17165256,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2555,https://www.ipni.org/a/28114-1,,,
3353,R067,Rapp S.,Rapp,Severin,,"Rapp, S.n.","Rapp, S.n.","Rapp, S.",0.876,1.0,http://www.wikidata.org/entity/Q21606975,Severin Rapp,Rapp,S.,"Rapp, S.",,,,44259,8146-1,S.Rapp,,,,1853.0,1941.0,,,http://www.wikidata.org/wiki/Q21606975,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=44259,https://www.ipni.org/a/8146-1,,,
3568,HANRH,Hanry Hippolyte,Hanry,Hippolyte,,"Hanry, H.n.","Hanry, H.n.","Hanry, H.",0.876,1.0,http://www.wikidata.org/entity/Q5898441,Hippolyte Hanry,Hanry,H.,"Hanry, H.",,,,82151,3624-1,Hanry,,,,1807.0,1893.0,,,http://www.wikidata.org/wiki/Q5898441,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=82151,https://www.ipni.org/a/3624-1,,,
3880,LINDBERGG,Lindberg G.,Lindberg,Gustaf,,"Lindberg, G.n.","Lindberg, G.n.","Lindberg, G.A.",0.876,1.0,http://www.wikidata.org/entity/Q5889356,Gustaf Anders Lindberg,Lindberg,G.A.,"Lindberg, G.A.",,,,72890,5602-1,G.Lindb.,,,,1832.0,1900.0,,,http://www.wikidata.org/wiki/Q5889356,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=72890,https://www.ipni.org/a/5602-1,,,
4935,DUPAC,Duparquet C.V.A.,Duparquet,Charles,Victor Aubert,"Duparquet, C.V.A.","Duparquet, C.V.A.","Duparquet, C.",0.876,1.0,http://www.wikidata.org/entity/Q22009248,Charles Duparquet,Duparquet,C.,"Duparquet, C.",,41428790,0000 0000 6634 6531,48409,,,,,,1830.0,1888.0,,,http://www.wikidata.org/wiki/Q22009248,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=48409,,,,
6163,F101,Flahault C.H.M.,Flahault,Charles,Henri Marie,"Flahault, C.H.M.","Flahault, C.H.M.","Flahault, C.",0.876,1.0,http://www.wikidata.org/entity/Q1064374,Charles Flahault,Flahault,C.,"Flahault, C.",,2539932,0000 0001 0862 9039,13997.0,2769-1,Flahault,,,,1852.0,1935.0,,,http://www.wikidata.org/wiki/Q1064374,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=13997,https://www.ipni.org/a/2769-1,,,
6602,MAGALHAES,Magalhães Gomes,Magalhães,Gomes,,"Magalhães, G.n.","Magalhães, G.n.","Magalhães, G.M.",0.876,1.0,http://www.wikidata.org/entity/Q21519762,Geraldo Mendes Magalhães,Magalhães,G.M.,"Magalhães, G.M.",,,,,5977-1,G.M.Magalh.,,,,1906.0,,,,http://www.wikidata.org/wiki/Q21519762,,,https://www.ipni.org/a/5977-1,,,
6787,SLLW,Sellow F.,Sellow,Friedrich,,"Sellow, F.n.","Sellow, F.n.","Sellow, F.",0.876,1.0,http://www.wikidata.org/entity/Q76159,Friedrich Sellow,Sellow,F.,"Sellow, F.",,88234994,0000 0000 5966 1998,24356.0,9464-1,Sellow,Q76159,,,1789.0,1831.0,,,http://www.wikidata.org/wiki/Q76159,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=24356,https://www.ipni.org/a/9464-1,https://bloodhound-tracker.net/Q76159,,
6966,CASTD,Castaner D.,Castaner,David,,"Castaner, D.n.","Castaner, D.n.","Castaner, D.",0.876,1.0,http://www.wikidata.org/entity/Q21507080,David Castaner,Castaner,D.,"Castaner, D.",,,,,16973-1,Castaner,,,,1934.0,,,,http://www.wikidata.org/wiki/Q21507080,,,https://www.ipni.org/a/16973-1,,,
7076,PARSA,Parsa Ahmad,Parsa,Ahmad,,"Parsa, A.n.","Parsa, A.n.","Parsa, A.",0.876,1.0,http://www.wikidata.org/entity/Q2880959,Ahmad Parsa,Parsa,A.,"Parsa, A.",,35822465,0000 0000 8440 3376,66969.0,12724-1,Parsa,,,,1907.0,1997.0,,,http://www.wikidata.org/wiki/Q2880959,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=66969,https://www.ipni.org/a/12724-1,,,
7262,CARTA1,Cartier A.,Cartier,A.,,"Cartier, A.n.","Cartier, A.n.","Cartier, A.",0.876,1.0,http://www.wikidata.org/entity/Q47115122,A. Cartier,Cartier,A.,"Cartier, A.",,,,,12462-1,A.Cartier,,,,,,,,http://www.wikidata.org/wiki/Q47115122,,,https://www.ipni.org/a/12462-1,,,
7623,GAUTJ,Gautier J.,Gautier,J.,,"Gautier, J.n.","Gautier, J.n.","Gautier, J.A.",0.876,1.0,http://www.wikidata.org/entity/Q55217245,Jean Antoine Gautier,Gautier,J.A.,"Gautier, J.A.",,7818653,,,,,,,,1674.0,1729.0,,,http://www.wikidata.org/wiki/Q55217245,,,,,,
7706,S190,Sunding P.,Sunding,Per,,"Sunding, P.n.","Sunding, P.n.","Sunding, P.",0.876,1.0,http://www.wikidata.org/entity/Q6072052,Per Sunding,Sunding,P.,"Sunding, P.",,92682035,0000 0000 6759 0923,42872,10301-1,Sunding,,,,1937.0,,,,http://www.wikidata.org/wiki/Q6072052,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=42872,https://www.ipni.org/a/10301-1,,,
8734,SNARP,Snarskis P.,Snarskis,P.,,"Snarskis, P.n.","Snarskis, P.n.","Snarskis, P.P.",0.876,1.0,http://www.wikidata.org/entity/Q21387606,Povilas Petrovich Snarskis,Snarskis,P.P.,"Snarskis, P.P.",,9175483,0000 0000 3731 1284,82513,9833-1,Snarskis,,,,1889.0,1969.0,,,http://www.wikidata.org/wiki/Q21387606,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=82513,https://www.ipni.org/a/9833-1,,,
9703,S062,Saccas A.,Saccas,A.,,"Saccas, A.n.","Saccas, A.n.","Saccas, A.M.",0.876,1.0,http://www.wikidata.org/entity/Q36509687,Athanase Michel Saccas,Saccas,A.M.,"Saccas, A.M.",,,,80567,25965-1,Saccas,,,,,,,,http://www.wikidata.org/wiki/Q36509687,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=80567,https://www.ipni.org/a/25965-1,,,
10250,GSMN,Gusman G.,Gusman,G.,,"Gusman, G.n.","Gusman, G.n.","Gusman, G.",0.876,1.0,http://www.wikidata.org/entity/Q26712318,Guy Gusman,Gusman,G.,"Gusman, G.",,,,,38566-1,Gusman,,,,1938.0,,,,http://www.wikidata.org/wiki/Q26712318,,,https://www.ipni.org/a/38566-1,,,
11025,D074,Delogne C.H.,Delogne,Charles-Henri,,"Delogne, C.n.","Delogne, C.n.","Delogne, C.H.",0.876,1.0,http://www.wikidata.org/entity/Q21510188,Charles Henri Delogne,Delogne,C.H.,"Delogne, C.H.",,98827639,0000 0000 6999 8033,1850,17914-1,Delogne,,,,1834.0,1901.0,,,http://www.wikidata.org/wiki/Q21510188,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1850,https://www.ipni.org/a/17914-1,,,
6141,THMS,Thomson G.,Thomson,Gideon,,"Thomson, G.n.","Thomson, G.n.","Thomson, G.",0.876,2.0,http://www.wikidata.org/entity/Q5545188,George Thomson,Thomson,G.,"Thomson, G.",,,,44594.0,,,,,,1819.0,1878.0,,,http://www.wikidata.org/wiki/Q5545188,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=44594,,,,
6142,THMS,Thomson G.,Thomson,Gideon,,"Thomson, G.n.","Thomson, G.n.","Thomson, G.",0.876,2.0,http://www.wikidata.org/entity/Q21610675,George Thomson,Thomson,G.,"Thomson, G.",,62858384,0000 0001 2027 1156,,40446-1,G.Thomson,,,,1943.0,,,,http://www.wikidata.org/wiki/Q21610675,,,https://www.ipni.org/a/40446-1,,,
6944,PERKA,Perkins A.E.,Perkins,Anne,Elizabeth,"Perkins, A.E.","Perkins, A.E.","Perkins, A.J.",0.876,2.0,http://www.wikidata.org/entity/Q21535783,Arthur James Perkins,Perkins,A.J.,"Perkins, A.J.",,41772134,,,,,,P002164b,perkins-arthur-james-8020,1871.0,1944.0,,,http://www.wikidata.org/wiki/Q21535783,,,,,http://www.eoas.info/biogs/P002164b,http://adb.anu.edu.au/biography/perkins-arthur-james-8020
6945,PERKA,Perkins A.E.,Perkins,Anne,Elizabeth,"Perkins, A.E.","Perkins, A.E.","Perkins, A.J.",0.876,2.0,http://www.wikidata.org/entity/Q36507906,Andrew J. Perkins,Perkins,A.J.,"Perkins, A.J.",,,,,20031398-1,A.J.Perkins,,,,,,,,http://www.wikidata.org/wiki/Q36507906,,,https://www.ipni.org/a/20031398-1,,,
1146,ROBEJ,Robert J.,Robert,Joseph,,"Robert, J.n.","Robert, J.n.","Robert, J.",0.875,1.0,http://www.wikidata.org/entity/Q55936789,Justin Robert,Robert,J.,"Robert, J.",,100532049,,,,,,,,1805.0,1870.0,,,http://www.wikidata.org/wiki/Q55936789,,,,,,
1585,THERI,Thériot I.,Thériot,I.,,"Thériot, I.n.","Thériot, I.n.","Thériot, I.",0.875,1.0,http://www.wikidata.org/entity/Q19060997,Irénée Thériot,Thériot,I.,"Thériot, I.",,217340531,0000 0001 4064 5098,2063,10559-1,Thér.,,,,1859.0,1947.0,,,http://www.wikidata.org/wiki/Q19060997,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2063,https://www.ipni.org/a/10559-1,,,
1645,WLTSR,Wiltshire F.M.,Wiltshire,F.M.,,"Wiltshire, F.M.n.","Wiltshire, F.M.n.","Wiltshire, F.",0.875,1.0,http://www.wikidata.org/entity/Q55760680,Frederick Wiltshire,Wiltshire,F.,"Wiltshire, F.",,,,,,,,,wiltshire-sir-frederick-munro-fred-18403,1911.0,1994.0,,,http://www.wikidata.org/wiki/Q55760680,,,,,,http://adb.anu.edu.au/biography/wiltshire-sir-frederick-munro-fred-18403
1981,BRANE,Brandis E.,Brandis,Erich,,"Brandis, E.n.","Brandis, E.n.","Brandis, E.",0.875,1.0,http://www.wikidata.org/entity/Q21506426,Erich Brandis,Brandis,E.,"Brandis, E.",,171578637,,75465,13465-1,E.Brandis,,,,1834.0,1921.0,,,http://www.wikidata.org/wiki/Q21506426,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=75465,https://www.ipni.org/a/13465-1,,,
2123,CLSPT,Cloes P.,Cloes,Patrick,,"Cloes, P.n.","Cloes, P.n.","Cloes, P.",0.875,1.0,http://www.wikidata.org/entity/Q21388003,Patrick Cloes,Cloes,P.,"Cloes, P.",,,,29034,39148-1,Cloes,,,,1959.0,,,,http://www.wikidata.org/wiki/Q21388003,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=29034,https://www.ipni.org/a/39148-1,,,
2239,BAUDJ,Baudet J.C.,Baudet,Jean-Claude,,"Baudet, J.n.","Baudet, J.n.","Baudet, J.C.",0.875,1.0,http://www.wikidata.org/entity/Q3171072,Jean C. Baudet,Baudet,J.C.,"Baudet, J.C.",,100990840,0000 0001 2145 5942,66266.0,547-1,Baudet,,,,1944.0,,,,http://www.wikidata.org/wiki/Q3171072,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=66266,https://www.ipni.org/a/547-1,,,
2599,REYNM1,Reynolds M.C.,Reynolds,Mary,C.,"Reynolds, M.C.","Reynolds, M.C.","Reynolds, J.",0.875,1.0,http://www.wikidata.org/entity/Q26714254,Joan Reynolds,Reynolds,J.,"Reynolds, J.",,,,,40015-1,J.Reynolds,,,,,,,,http://www.wikidata.org/wiki/Q26714254,,,https://www.ipni.org/a/40015-1,,,
3038,GBRLA,Gabriel A.,Gabriel,A.,,"Gabriel, A.n.","Gabriel, A.n.","Gabriel, A.G.",0.875,1.0,http://www.wikidata.org/entity/Q22107307,Alfred George Gabriel,Gabriel,A.G.,"Gabriel, A.G.",,,,,,,,,,,,,,http://www.wikidata.org/wiki/Q22107307,,,,,,
3082,BURGJ,Burgess J.,Burgess,J.,,"Burgess, J.n.","Burgess, J.n.","Burgess, J.M.",0.875,1.0,http://www.wikidata.org/entity/Q21516285,J.M. Burgess,Burgess,J.M.,"Burgess, J.M.",,,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21516285,,,,,,
3214,NELSJ,Nelson J.C.,Nelson,J.C.,,"Nelson, J.C.n.","Nelson, J.C.n.","Nelson, J.C.",0.875,1.0,http://www.wikidata.org/entity/Q21388419,James Carlton Nelson,Nelson,J.C.,"Nelson, J.C.",,1645150688322312660009,,65035.0,13608-1,J.C.Nelson,,,,1867.0,1944.0,,,http://www.wikidata.org/wiki/Q21388419,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=65035,https://www.ipni.org/a/13608-1,,,
4389,M054,Morgan A.P.,Morgan,A.P.,,"Morgan, A.P.n.","Morgan, A.P.n.","Morgan, A.P.",0.875,1.0,http://www.wikidata.org/entity/Q323098,Andrew Price Morgan,Morgan,A.P.,"Morgan, A.P.",,310520919,0000 0004 3657 1227,9268.0,23629-1,Morgan,,,,1836.0,1907.0,,,http://www.wikidata.org/wiki/Q323098,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=9268,https://www.ipni.org/a/23629-1,,,
4711,RAVEP,Raven Peter H.,Raven,Peter H.,,"Raven, P.H.n.","Raven, P.H.n.","Raven, P.H.",0.875,1.0,http://www.wikidata.org/entity/Q851890,Peter H. Raven,Raven,P.H.,"Raven, P.H.",,17293755,0000 0001 2122 4095,,8178-1,P.H.Raven,,,,1936.0,,,,http://www.wikidata.org/wiki/Q851890,,,https://www.ipni.org/a/8178-1,,,
4737,LEFEJ1,Lefèvre J.J.,Lefèvre,Julien,J.,"Lefèvre, J.J.","Lefèvre, J.J.","Lefèvre, A.",0.875,1.0,http://www.wikidata.org/entity/Q4260364,André Lefèvre,Lefèvre,A.,"Lefèvre, A.",,95973573,0000 0001 1879 7773,,,,,,,1834.0,1904.0,,,http://www.wikidata.org/wiki/Q4260364,,,,,,
4826,CABLS,Cable S.,Cable,S.,,"Cable, S.n.","Cable, S.n.","Cable, S.",0.875,1.0,http://www.wikidata.org/entity/Q21516492,Stuart Cable,Cable,S.,"Cable, S.",,,,,20019255-1,Cable,,,,,,,,http://www.wikidata.org/wiki/Q21516492,,,https://www.ipni.org/a/20019255-1,,,
5538,ZERNH,Zerny H.,Zerny,H.,,"Zerny, H.n.","Zerny, H.n.","Zerny, H.",0.875,1.0,http://www.wikidata.org/entity/Q5390970,Hans Zerny,Zerny,H.,"Zerny, H.",,107218620,0000 0000 7722 197X,,,,Q5390970,,,1887.0,1945.0,,,http://www.wikidata.org/wiki/Q5390970,,,,https://bloodhound-tracker.net/Q5390970,,
5801,BEAMJ,Beaman J.H.,Beaman,J.H.,,"Beaman, J.H.n.","Beaman, J.H.n.","Beaman, J.H.",0.875,1.0,http://www.wikidata.org/entity/Q5933321,John Homer Beaman,Beaman,J.H.,"Beaman, J.H.",,293704982,,1132,578-1,Beaman,Q5933321,,,1929.0,2015.0,,,http://www.wikidata.org/wiki/Q5933321,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1132,https://www.ipni.org/a/578-1,https://bloodhound-tracker.net/Q5933321,,
6130,BRYAH,Bryant H.,Bryant,H.,,"Bryant, H.n.","Bryant, H.n.","Bryant, H.",0.875,1.0,http://www.wikidata.org/entity/Q2105807,Henry Bryant,Bryant,H.,"Bryant, H.",,11264418,,,,,,,,1820.0,1867.0,,,http://www.wikidata.org/wiki/Q2105807,,,,,,
6156,GIBEG,Gibelli G.,Gibelli,G.,,"Gibelli, G.n.","Gibelli, G.n.","Gibelli, G.",0.875,1.0,http://www.wikidata.org/entity/Q5565422,Giuseppe Gibelli,Gibelli,G.,"Gibelli, G.",,90323294,0000 0000 7829 138X,2235.0,3130-1,Gibelli,,,,1831.0,1898.0,,,http://www.wikidata.org/wiki/Q5565422,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2235,https://www.ipni.org/a/3130-1,,,
7180,DECEJ,Decelle Jean,Decelle,Jean,,"Decelle, J.n.","Decelle, J.n.","Decelle, J.E.",0.875,1.0,http://www.wikidata.org/entity/Q28869247,Jean E. Decelle,Decelle,J.E.,"Decelle, J.E.",,,,,,,,,,,,,,http://www.wikidata.org/wiki/Q28869247,,,,,,
7221,GDIDR,Didier G.,Didier,G.,,"Didier, G.n.","Didier, G.n.","Didier, G.",0.875,1.0,http://www.wikidata.org/entity/Q21510376,Georges Didier,Didier,G.,"Didier, G.",,,,,20004625-1,G.Didier,,,,1894.0,1961.0,,,http://www.wikidata.org/wiki/Q21510376,,,https://www.ipni.org/a/20004625-1,,,
7972,TATOA1,Taton A.,Taton,Auguste,Simon,"Taton, A.S.","Taton, A.S.","Taton, A.",0.875,1.0,http://www.wikidata.org/entity/Q4821076,Auguste Taton,Taton,A.,"Taton, A.",,271163117,0000 0003 8363 393X,11586.0,10447-1,Taton,,,,1914.0,1989.0,,,http://www.wikidata.org/wiki/Q4821076,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=11586,https://www.ipni.org/a/10447-1,,,
8092,DIDRD,Didrichsen D.F.,Didrichsen,Didrik,Ferdinand,"Didrichsen, D.F.","Didrichsen, D.F.","Didrichsen, P.",0.875,1.0,http://www.wikidata.org/entity/Q36649857,P. Didrichsen,Didrichsen,P.,"Didrichsen, P.",,,,,2196-1,P.Didr.,,,,,,,,http://www.wikidata.org/wiki/Q36649857,,,https://www.ipni.org/a/2196-1,,,
8681,DYBOJ,Dybowski J.,Dybowski,Jean,Thadée Emmanuel,"Dybowski, J.T.E.","Dybowski, J.T.E.","Dybowski, J.",0.875,1.0,http://www.wikidata.org/entity/Q3171908,Jean Dybowski,Dybowski,J.,"Dybowski, J.",,79024576,0000 0001 1576 0019,,13967-1,J.Dyb.,,,,1856.0,1928.0,,,http://www.wikidata.org/wiki/Q3171908,,,https://www.ipni.org/a/13967-1,,,
8853,RMBR,Rambert E.,Rambert,Eugène,,"Rambert, E.n.","Rambert, E.n.","Rambert, E.",0.875,1.0,http://www.wikidata.org/entity/Q3060130,Eugène Rambert,Rambert,E.,"Rambert, E.",,76365324,0000 0001 1071 5147,35893.0,8120-1,Rambert,,,,1830.0,1886.0,,,http://www.wikidata.org/wiki/Q3060130,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=35893,https://www.ipni.org/a/8120-1,,,
10633,J006,Jaap O.,Jaap,O.,,"Jaap, O.n.","Jaap, O.n.","Jaap, O.",0.875,1.0,http://www.wikidata.org/entity/Q21392340,Otto Jaap,Jaap,O.,"Jaap, O.",,64788707,0000 0000 1045 0874,2113.0,4352-1,Jaap,,,,1864.0,1922.0,,,http://www.wikidata.org/wiki/Q21392340,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2113,https://www.ipni.org/a/4352-1,,,
10693,WILLR2,Williams R.O.,Williams,R.O.,,"Williams, R.O.n.","Williams, R.O.n.","Williams, R.O.",0.875,1.0,http://www.wikidata.org/entity/Q6109509,Robert Orchard Williams,Williams,R.O.,"Williams, R.O.",,79460105,0000 0000 8344 9575,,11708-1,R.O.Williams,,,,1891.0,1967.0,,,http://www.wikidata.org/wiki/Q6109509,,,https://www.ipni.org/a/11708-1,,,
10879,CRTCH,Curtis C.,Curtis,Charles,,"Curtis, C.n.","Curtis, C.n.","Curtis, C.",0.875,1.0,http://www.wikidata.org/entity/Q5076604,Charles Curtis,Curtis,C.,"Curtis, C.",,280015352,0000 0003 8715 6077,49477.0,,,,,,1853.0,1928.0,,,http://www.wikidata.org/wiki/Q5076604,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=49477,,,,
6622,JAMEW,Jameson W.,Jameson,William,,"Jameson, W.n.","Jameson, W.n.","Jameson, W.",0.875,2.0,http://www.wikidata.org/entity/Q8013504,William Jameson,Jameson,W.,"Jameson, W.",,77097898,0000 0000 1067 8385,19932.0,4415-1,Jameson,,,,1796.0,1873.0,,,http://www.wikidata.org/wiki/Q8013504,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=19932,https://www.ipni.org/a/4415-1,,,
