,coll_index,surname,initials,canonical_string,name,active,comment,info_link,portrait_link
2739,c02740,ROCKLEY,A.M.,"ROCKLEY, A.M.","ROCKLEY, Alicia Margaret, Lady, nee AMHERST",1865-1941,"Author, illustrator",,
2740,c02741,ROCKLEY,C.,"ROCKLEY, C.","ROCKLEY, Christine",fl. 2010s,Botanical and natural history artist,notes,
2741,c02742,RODD,A.N.,"RODD, A.N.","RODD, Anthony Norman",1940-,Botanist,,
2742,c02743,RODEN,R.[.,"RODEN, R.[.","RODEN, Robert [Bob]",fl. 1982,Illustrator,,
2743,c02744,RODGER,G.J.,"RODGER, G.J.","RODGER, Geoffrey James",1894-,"Forester, Director-General of Forestry",,
2744,c02745,RODWAY,F.A.,"RODWAY, F.A.","RODWAY, Frederick Arthur, Dr",1880-1956,Medical officer,notes,portrait
2745,c02746,RODWAY,L.,"RODWAY, L.","RODWAY, Leonard",1853-1936,"Dentist, botanist, naturalist",notes,portrait
2746,c02747,RODWAY,O.,"RODWAY, O.","RODWAY, Olive",,,,
2747,c02748,ROE,J.S.,"ROE, J.S.","ROE, John Septimus",1797-1878,"Surveyor-General, explorer",notes,portrait
2748,c02749,ROE,R.,"ROE, R.","ROE, R.",fl. 1940s,,,
2749,c02750,ROGERS,F.J.C.,"ROGERS, F.J.C.","ROGERS, Frederick James Charles*",1927-,"Author, teacher",,
2750,c02751,ROGERS,J.S.,"ROGERS, J.S.","ROGERS, Jean Scott",fl. 1926,"Naturalist, wife of Richard Sanders Rogers.",notes,
2751,c02752,ROGERS,K.C.,"ROGERS, K.C.","ROGERS, Keith Churchill",1896-1978,"Farmer, naturalist",,
2752,c02753,ROGERS,R.S.,"ROGERS, R.S.","ROGERS, Richard Sanders, Dr",1862-1942,"Physician, orchidologist",notes,portrait
2753,c02754,ROGERS,R.W.,"ROGERS, R.W.","ROGERS, Roderick Westgarth, Dr*",1944-,"Ecologist, lichenologist, botanist",,
2754,c02755,ROGERS,T.,"ROGERS, T.","ROGERS, Thomas",1827-1901,Cryptogamist,,
2755,c02756,ROHRLACH,K.D.,"ROHRLACH, K.D.","ROHRLACH, K.D.",fl. 1950s,,,
2756,c02757,ROMERO,E.,"ROMERO, E.","ROMERO, Edgardo, Prof.",fl.1970-85,Palaeobotanist,,
2757,c02758,ROOM,R.D.,"ROOM, R.D.","ROOM, R.D.",fl. 1980s,,,
2758,c02759,ROPER,A.M.,"ROPER, A.M.","ROPER, A. Miss",fl.1889,Collected for Mueller in Tas.,,
2759,c02760,ROSIER,S.B.,"ROSIER, S.B.","ROSIER, Stanley Bruce, Rt Rev.*",1928-,"Anglican Bishop, naturalist",,
2760,c02761,ROSS-CRAIG,S.,"ROSS-CRAIG, S.","ROSS-CRAIG, Stella",1906-,"Artist, botanical illustrator",notes,
2761,c02762,ROSS,A.R.,"ROSS, A.R.","ROSS, Agnes R.",,,,
2762,c02763,ROSS,E.,"ROSS, E.","ROSS, Elese, Mrs",fl. 1960s,,,
2763,c02764,ROSS,E.M.,"ROSS, E.M.","ROSS, Estelle M., Mrs*",1952-,Botanist,,
2764,c02765,ROSS,J.H.,"ROSS, J.H.","ROSS, James Henderson, Dr",1941-,"Taxonomic botanist, Vic.",,portrait
2765,c02766,ROSS,M.,"ROSS, M.","ROSS, Mary, nee KEYES (also as 'Miss Mary ROSS)",1840-1872,Collected for Mueller in Qld.,notes,
2766,c02767,ROSS,W.J.C.,"ROSS, W.J.C.","ROSS, William John Clunies-, see CLUNIES-ROSS",,,,
2767,c02768,ROSSER,C.E.,"ROSSER, C.E.","ROSSER, Celia Elizabeth*",1930-,"Botanical illustrator, artist",notes,portrait
2768,c02769,ROSSETTO Maurizio,,ROSSETTO Maurizio,ROSSETTO Maurizio,fl. 2000s,"Geneticist, evolutionary ecologist, NSW",,portrait
2769,c02770,ROSSITER family,,ROSSITER family,ROSSITER family,,,,
2770,c02771,ROSSITER,E.,"ROSSITER, E.","ROSSITER, Elizabeth",,,,
2771,c02772,ROSSITER,O.B.,"ROSSITER, O.B.","ROSSITER, Olive Blanche, Mrs",,,,
2772,c02773,ROTH,W.E.,"ROTH, W.E.","ROTH, Walter Edmund, Dr",1861-1933,"Anthropologist, explorer",,portrait
2773,c02774,ROTHERHAM,E.R.,"ROTHERHAM, E.R.","ROTHERHAM, Edward Russell*",1923-,"Photographer, illustrator",,
2774,c02775,ROTHERY,H.C.,"ROTHERY, H.C.","ROTHERY, Henry Cadogan",1817-1888,Pteridologist,,
2775,c02776,ROWAN,M.E.,"ROWAN, M.E.","ROWAN, Marian Ellis, Mrs, nee RYAN",1847-1922,Flower painter,notes,portrait
2776,c02777,ROWLANDS,E.J.,"ROWLANDS, E.J.","ROWLANDS, Evan J.",1934-1971,"Teacher, lecturer",,
2777,c02778,ROYCE,R.D.,"ROYCE, R.D.","ROYCE, Robert Dunlop*",1914-2008,"Botanist, phycologist, Herbarium Curator",notes,
2778,c02779,ROZEFELDS,A.C.F.,"ROZEFELDS, A.C.F.","ROZEFELDS, Andrew C.F.",1960-,"Botanist, palaeobotanist, palaeontologist",,
2779,c02780,RUBENACH,L.F.,"RUBENACH, L.F.","RUBENACH, Leslie Francis",1931-,"Postmaster, orchid collector, photographer",notes,portrait
2780,c02781,RUDDER,A.,"RUDDER, A.","RUDDER, Augustus",1828-1904,Forester,notes,portrait
2781,c02782,RUDDER,W.,"RUDDER, W.","RUDDER, W.",,,,
2782,c02783,RUDGE,A.,"RUDGE, A.","RUDGE, Anne",fl. 1800s-1920s,Botanical artist,notes,
2783,c02784,RULE,K.J.,"RULE, K.J.","RULE, Kevin James",1941-,Teacher,notes,
2784,c02785,RUMMEL,L.,"RUMMEL, L.","RUMMEL, L.",?1837-1904,Botanical illustrator,notes,
2785,c02786,RUMMERY,E.G.,"RUMMERY, E.G.","RUMMERY, Edward George",1877-1958,Forester,notes,
2786,c02787,RUMSEY,H.J.,"RUMSEY, H.J.","RUMSEY, Herbert John",1866-1956,"Lecturer, seedsman, seed seller",notes,
2787,c02788,RUPP,H.M.R.,"RUPP, H.M.R.","RUPP, Herman Montague Rucker, Rev.",1872-1956,"Anglican clergyman, orchidologist",notes,portrait
2788,c02789,RUSDEN,G.W.,"RUSDEN, G.W.","RUSDEN, G.W.",fl. 1859,,,
2789,c02790,RUSSELL,H.,"RUSSELL, H.","RUSSELL, Hugh",fl. 1896,,,
2790,c02791,RUTTER,A.,"RUTTER, A.","RUTTER, Alfred",fl. 1894-95,Teacher,,
2791,c02792,RYAN,C.O.,"RYAN, C.O.","RYAN, Clara Oakley, Mrs, nee GRAHAM",1866-1945,Collected for Mueller in WA,notes,
2792,c02793,RYAN,K.E.M.,"RYAN, K.E.M.","RYAN, Kathleen Emily Margaret",1890-1970,Collected for Mueller in WA.,notes,
2793,c02794,RYDER,V.,"RYDER, V.","RYDER, V., Miss",fl.1920-30,,,
2794,c02795,RYE,B.L.,"RYE, B.L.","RYE, Barbara Lynette, Dr, nee POWELL*",1952-,"Herbarium botanist, WA",notes,portrait
2795,c02796,RYLAND,A.E.,"RYLAND, A.E.","RYLAND, Annie Eliza",1850-1934,Collected for Mueller in Vic.,notes,
2796,c02797,RYLAND,J.H.,"RYLAND, J.H.","RYLAND, James Herman",fl.1880s,Collected for Mueller in Vic.,,
2797,c02798,SAHNI,B.,"SAHNI, B.","SAHNI, Birbal",1891-1949,Palaeobotanist,,
2798,c02799,SAINT VINCENT,J.B.d.,"SAINT VINCENT, J.B.d.","SAINT VINCENT, Jean-Baptiste Bory de",1778-1846,"Artist, explorer, illustrated algae, France",,
2799,c02800,SALASOO,H.,"SALASOO, H.","SALASOO, Hugo",1901-1991,"Doctor of Pharmacy, plant collector",notes,portrait
2800,c02801,SALKIN,A.,"SALKIN, A.","SALKIN, Alf",1923-2005,"Teacher, banksia collector",notes,portrait
2801,c02802,SALMON,M.,"SALMON, M.","SALMON, Miss",fl. 1869,"Collected for Mueller in northern Yorke Peninsula, SA",,
2802,c02803,SALTER,A.,"SALTER, A.","SALTER, Arthur",fl. 1980S,"Photographer, naturalist",,
2803,c02804,SALTER,B.,"SALTER, B.","SALTER, Barbara",1922-,Naturalist,,
2804,c02805,SAMMY,N.,"SAMMY, N.","SAMMY, Nathan",1945-,Lichenologist,,
2805,c02806,SANDERSON,K.D.,"SANDERSON, K.D.","SANDERSON, Keith Douglas*",1944-,Forester,,
2806,c02807,SANDILANDS,F.L.,"SANDILANDS, F.L.","SANDILANDS, F. L., see ERICKSON",,,,
2807,c02808,SANDVED,K.B.,"SANDVED, K.B.","SANDVED, Kjell B.",fl. 1970s-80s,Botanical photographer (USA),,
2808,c02809,SANFORD,H.A.,"SANFORD, H.A.","SANFORD, H. A.",fl. 1950s,,,
2809,c02810,SANFORD,W.A.,"SANFORD, W.A.","SANFORD, William Ayshford",1818-1902,"Phycologist, Colonial Secretary",,
2810,c02811,SANKOWSKY,G.,"SANKOWSKY, G.","SANKOWSKY, Garry",fl. 1960s-90s,Photographer,,portrait
2811,c02812,SANSOM,F.,"SANSOM, F.","SANSOM, Francis",fl. 1780s-1815,Botanical engraver,notes,
2812,c02813,SANULZEN,,SANULZEN,SANULZEN,,,,
2813,c02814,SARGENT,O.H.,"SARGENT, O.H.","SARGENT, Oswald Hewlett",1880-1952,"Pharmaceutical chemist, naturalist",notes,
2814,c02815,SATTERTHWAIT,D.R.,"SATTERTHWAIT, D.R.","SATTERTHWAIT, Donna R., Dr",fl. 1980s,Botanist,,
2815,c02816,SAUL,M.A.,"SAUL, M.A.","SAUL, Margaret A.",1951-,Botanical artist,notes,
2816,c02817,SAUVAGE,C.G.,"SAUVAGE, C.G.","SAUVAGE, C. G.",fl. 1800-1820,Botanical artist,notes,
2817,c02818,SAVAGE,H.,"SAVAGE, H.","SAVAGE, H.",,,,
2818,c02819,SAWITSKY,R.M.,"SAWITSKY, R.M.","SAWITSKY, R. M., see RICHARDSON",,,,
2819,c02820,SAWYER,W.C.,"SAWYER, W.C.","SAWYER, William Collinson, Rt Rev.",1831-1868,Bishop of Grafton and Armidale,,
2820,c02821,SAYER,V.,"SAYER, V.","SAYER, Victor",fl.1887-89,,,
2821,c02822,SAYER,W.A.,"SAYER, W.A.","SAYER, W. A.",fl.1886-97,"Naturalist, plant collector",notes,
2822,c02823,SCAMMELL,G.V.,"SCAMMELL, G.V.","SCAMMELL, George V.",fl.1920s-40s,Orchid illustrator,,portrait
2823,c02824,SCARLETT,C.,"SCARLETT, C.","SCARLETT, Cheryl",,Algae and lichen collector,,
2824,c02825,SCARLETT. Neville Harry,,SCARLETT. Neville Harry,SCARLETT. Neville Harry*,1944-,Ecologist,,
2825,c02826,SCARTH-JOHNSON,V.,"SCARTH-JOHNSON, V.","SCARTH-JOHNSON, Vera, Mrs",1912-1999,"Flower painter, botanical illustrator, Qld.",notes,portrait
2826,c02827,SCHIPP,W.A.,"SCHIPP, W.A.","SCHIPP, William A.",1891-1967,,,
2827,c02828,SCHLIPALIUS,C.G.[.a.t.C.G.,"SCHLIPALIUS, C.G.[.a.t.C.G.","SCHLIPALIUS, Carl Gustav [later anglicised to Charles Gustave]",1824-1897,Employed Melb Bot. Gdns. 1850-91,,portrait
2828,c02829,SCHLIPALIUS,C.L.[.L.C.?.,"SCHLIPALIUS, C.L.[.L.C.?.","SCHLIPALIUS, Charles Leopold [or Leopold Charles ?]",1850-1927,Employed Melb Bot. Gdns.,notes,
2829,c02830,SCHMIDT,C.,"SCHMIDT, C.","SCHMIDT, Capt.",fl. 1900,,,
2830,c02831,SCHNEIDER,E.,"SCHNEIDER, E.","SCHNEIDER, E.",fl.1870-1971,,,
2831,c02832,SCHNEIDER,H.,"SCHNEIDER, H.","SCHNEIDER, Henry, later CARLTON",fl.1891-1917,,,
2832,c02833,SCHOCK,F.M.C.,"SCHOCK, F.M.C.","SCHOCK, Frederick Michael Christian",c.1871-1923,"Forrester, seed collector",notes,
2833,c02834,SCHODDE,R.,"SCHODDE, R.","SCHODDE, Richard, Dr",1936-,"Botanist, zoologist",,
2834,c02835,SCHOENFELD,F.,"SCHOENFELD, F.","SCHOENFELD, Frederick",c.1810-1868,Botanical artist for Mueller,,
2835,c02836,SCHOENFELD,F.,"SCHOENFELD, F.","SCHOENFELD, Freiderich",c.1810-1868,"Botanical artist, worked for Mueller, lithographer, Vic",notes,
2836,c02837,SCHOFIELD,J.F.,"SCHOFIELD, J.F.","SCHOFIELD, J. F.",,,,
2837,c02838,SCHOFIELD. W. B.,P.,"SCHOFIELD. W. B., P.","SCHOFIELD. W. B., Prof.",fl. 1983,Bryologist,,
2838,c02839,SCHOMBURGK,M.R.v.,"SCHOMBURGK, M.R.v.","SCHOMBURGK, Moritz Richard von, Sir",1811-1890,"Gardens Director, author",notes,portrait
2839,c02840,SCHROEDER,R.,"SCHROEDER, R.","SCHROEDER, Rudolf",,,,
2840,c02841,SCHUBERT,P.H.,"SCHUBERT, P.H.","SCHUBERT, P. H.",fl. 1940s,,,
2841,c02842,SCHULTZ,F.R.,"SCHULTZ, F.R.","SCHULTZ, F.R.",,,,
2842,c02843,SCHULTZ,M.,"SCHULTZ, M.","SCHULTZ, M., Rev.",fl. 1860s,Missionary,notes,
2843,c02844,SCHULTZE,F.,"SCHULTZE, F.","SCHULTZE, Frederick",fl.1869,Botanist,,
2844,c02845,SCHULZE,L.,"SCHULZE, L.","SCHULZE, L.",fl. 1870s,,,
2845,c02846,SCHULZEN,L.W.,"SCHULZEN, L.W.","SCHULZEN, Ludwig Wilhelm, Dr",fl. 1840s-50s,Botanist,,
2846,c02847,SCHUSTER,R.,"SCHUSTER, R.","SCHUSTER, Robert",fl. 1875,,,
2847,c02848,SCHUSTER,T.,"SCHUSTER, T.","SCHUSTER, Tanja",fl. 2013,"Research Fellow in Plant Systematics, Melb Uni",,
2848,c02849,SCHUURMAN,J.A.,"SCHUURMAN, J.A.","SCHUURMAN, Jan Albert",1888-,"Diplomat (Nlds), Education Chief (Indonesia)",,
2849,c02850,SCHWARZ,W.F.,"SCHWARZ, W.F.","SCHWARZ, W. F., Rev.",fl. 1888,Missionary,,
2850,c02851,SCORTECHINI,B.[.,"SCORTECHINI, B.[.","SCORTECHINI, Benedictto [Benedetto], Rev.",1845-1886,Botanist,notes,portrait
2851,c02852,SCOTT,D.H.,"SCOTT, D.H.","SCOTT, Dunkinfield Henry, Prof.",1854-1934,Palaeobotanist,,
2852,c02853,SCOTT,E.O.E.,"SCOTT, E.O.E.","SCOTT, E. O. E.",,,,
2853,c02854,SCOTT,G.A.M.,"SCOTT, G.A.M.","SCOTT, George Anderson Macdonald, Dr*",1933-,"Botanist, bryologist",,portrait
2854,c02855,SCOTT,H.(.M.M.,"SCOTT, H.(.M.M.","SCOTT, Harriet (later Mrs MORGAN)",1830-1907,"Biological artist, collected for Mueller in NSW, Qld",notes,
2855,c02856,SCOTT,H.(.M.F.,"SCOTT, H.(.M.F.","SCOTT, Helena  (later Mrs  FORDE)",1832-1910,"Biological artist, collected for Mueller in NSW",notes,portrait
2856,c02857,SCOTT,J.I.M.,"SCOTT, J.I.M.","SCOTT, J. I. M.",fl. 1906-15,,,
2857,c02858,SCOTT,J.W.,"SCOTT, J.W.","SCOTT, J. W.",fl. 1826-31,"Gardener, seedsman",,
2858,c02859,SCOTT,J.R.,"SCOTT, J.R.","SCOTT, James Reid",1839-1877,"Politician, botanist",,
2859,c02860,SCOTT,M.C.,"SCOTT, M.C.","SCOTT, Margaret Cochrane",1825-1919,SA wildflower painter,notes,
2860,c02861,SCOTT,T.,"SCOTT, T.","SCOTT, Thomas, ?Dr",1800-1855,,,
2861,c02862,SCOTT. James,D.,"SCOTT. James, D.","SCOTT. James, Dr",1790-1837,"Physician, surgeon",,
2862,c02863,SCRYMGEOUR,E.M.,"SCRYMGEOUR, E.M.","SCRYMGEOUR, E. M., see BENNETT",1942-,Botanist,notes,portrait
2863,c02864,SEALEY,E.G.,"SEALEY, E.G.","SEALEY, Edmund Grey",fl.c.1823-64,,,
2864,c02865,SEARLE,J.,"SEARLE, J.","SEARLE, James",-1947,Naturalist,,
2865,c02866,SEAWARD,M.R.D.,"SEAWARD, M.R.D.","SEAWARD, Mark Richard David, Dr*",1938-,"Botanist, lichenologist",,
2866,c02867,SEE,A.,"SEE, A.","SEE, Ann",fl. 1980s,Bryologist,,
2867,c02868,SEEMANN,B.C.,"SEEMANN, B.C.","SEEMANN, Berthold Carl",1825-1871,Botanist,,
2868,c02869,SELKIRK,A.B.,"SELKIRK, A.B.","SELKIRK, Andrew Brickell",1912-,Forester,,
2869,c02870,SELLIER,S.L.,"SELLIER, S.L.","SELLIER, Sohn Louis",1757-c.1835,Botanical engraver,notes,
2870,c02871,SELLING,O.H.,"SELLING, O.H.","SELLING, Olof H.",fl. 1950,Palaeobotanist,,
2871,c02872,SELWYN,A.R.C.,"SELWYN, A.R.C.","SELWYN, Arthur Richard Cecil",1824-1902,"Geologist, Director of Geological Survey",,
2872,c02873,SEMMENS,E.J.,"SEMMENS, E.J.","SEMMENS, Edwin James",1886-1981,"Teacher, botanist, councillor",,
2873,c02874,SEMPER,C.G.[.W.S.D.,"SEMPER, C.G.[.W.S.D.","SEMPER, Carl Gottfried [Franz Wilhelm Stever DIETRICH]",1789-1844,Botanist,,
2874,c02875,SEPPELT,R.D.,"SEPPELT, R.D.","SEPPELT, Roderick D.",fl. 1970s-90s,"Bryologist, lichenologist ADV",,
2875,c02876,SERVENTY,D.L.,"SERVENTY, D.L.","SERVENTY, Dominic Louis, Dr",1904-1988,"Ornithologist, writer",,
2876,c02877,SERVENTY,V.N.,"SERVENTY, V.N.","SERVENTY, Vincent Noel",1916-2007,"Naturalist, author, photographer, broadcaster",,portrait
2877,c02878,SEUR,J.G.,"SEUR, J.G.","SEUR, Julie G., Mrs",1918-,Botanical assistant,,
2878,c02879,SEVE,J.E.d.,"SEVE, J.E.d.","SEVE, Jacques Eustache de",1742-early 1800s,Botanical artist,notes,
2879,c02880,SEVEREYNS,G.,"SEVEREYNS, G.","SEVEREYNS, Guillaume",fl.1895,"Engraver, chromolithographer, Belgium",,
2880,c02881,SEWARD,A.C.,"SEWARD, A.C.","SEWARD, Albert C., Sir",1863-1941,Palaeobotanist,,
2881,c02882,SEWELL,G.,"SEWELL, G.","SEWELL, Geraldine, Miss",1861-1900,Collected for Mueller in WA,notes,
2882,c02883,SEWELL,J.,"SEWELL, J.","SEWELL, Julia, Miss",1847-1914,Collected for Mueller in WA,notes,
2883,c02884,SEWELL,M.,"SEWELL, M.","SEWELL, Maud,   (later Mrs SKEWES)",1875-1955,Collected for Mueller in WA,notes,
2884,c02885,SHANLEY,S.,"SHANLEY, S.","SHANLEY, S.",,,,
2885,c02886,SHANN,W.,"SHANN, W.","SHANN, William",fl.1880,,,
2886,c02887,SHARLAND,F.S.,"SHARLAND, F.S.","SHARLAND, Frances Sara, Mrs,",1813-1859,Algal collector,,
2887,c02888,SHARLAND,F.B.,"SHARLAND, F.B.","SHARLAND, Frederick Burnett, Rev.",1846-1934,Anglican clergyman,,
2888,c02889,SHARPE,P.R.,"SHARPE, P.R.","SHARPE, Philip Ridley",1915-,Herbarium technical aide,,
2889,c02890,SHAW,D.,"SHAW, D.","SHAW, Dorothy, Dr",fl. 1960s-80s,Pathologist,,
2890,c02891,SHAW,E.A.[.,"SHAW, E.A.[.","SHAW, Elizabeth Anne [Betsy]",1938-,"Botanist, post-grad at Adelaide 1960s from USA",,portrait
2891,c02892,SHAW,H.K.A.,"SHAW, H.K.A.","SHAW, H.K.A., see AIRY SHAW",,,,
2892,c02893,SHELDON,J.J.,"SHELDON, J.J.","SHELDON, J. J.",fl.1937,,,
2893,c02894,SHEPHERD,C.J.,"SHEPHERD, C.J.","SHEPHERD, Clifford Jack",1921-1988,"Fungal pathologist, author",notes,
2894,c02895,SHEPHERD,F.M.,"SHEPHERD, F.M.","SHEPHERD, Frank MacPherson",1922 – 2004,"Radio engineer, Ranunculus collector",notes,portrait
2895,c02896,SHEPHERD,P.L.C.,"SHEPHERD, P.L.C.","SHEPHERD, Patrick Lindsay Crawford",1831-1903,,notes,
2896,c02897,SHEPHERD,S.A.,"SHEPHERD, S.A.","SHEPHERD, Scorseby Arthur",1935-,"Botanist, phycologist",,portrait
2897,c02898,SHEPHERD,T.,"SHEPHERD, T.","SHEPHERD, Thomas",1779?-1835,Nurseryman,notes,
2898,c02899,SHEPHERD,T.W.,"SHEPHERD, T.W.","SHEPHERD, Thomas William",1824-1884,Nurseryman,notes,
2899,c02900,SHEPHERT,R.,"SHEPHERT, R.","SHEPHERT, Richard",1825-1885,"Artist for Mueller, esp. plant fossils, Vic.",,
2900,c02901,SHEPLEY,E.R.,"SHEPLEY, E.R.","SHEPLEY, E.R., see GREEN",,,,
2901,c02902,SHERKAN,A.,"SHERKAN, A.","SHERKAN, Albert",,Painter,,
2902,c02903,SHERRIN,T.V.,"SHERRIN, T.V.","SHERRIN, T. V.",fl. 1920s,,,
2903,c02904,SHIELS,M.I.,"SHIELS, M.I.","SHIELS, Marjorie Isabel, [nee COLLINS]",1895-1970,"Botanist, ecologist",,
2904,c02905,SHIPTON,W.A.,"SHIPTON, W.A.","SHIPTON, Warren A., Dr",,Botanist,,
2905,c02906,SHIRESS,D.W.C.,"SHIRESS, D.W.C.","SHIRESS, David William Campbell",c.1862-1944,"Accountant, amateur botanist",notes,
2906,c02907,SHIRLEY,J.F.,"SHIRLEY, J.F.","SHIRLEY, John Francis",1849-1922,"Teacher, Schools Inspector, lichen &amp; fossil collector",notes,portrait
2907,c02908,SHOOBRlDGE,D.W.,"SHOOBRlDGE, D.W.","SHOOBRlDGE, David William*",1913-2000,"Forester, parks &amp; gardens director",notes,portrait
2908,c02909,SHORT,P.S.,"SHORT, P.S.","SHORT, Philip Sydney, Dr*",1955-,"Herbarium botanist, Vict.",,
2909,c02910,SHORT,R.M.,"SHORT, R.M.","SHORT, Robyn Mary, see BARKER",,,,
2910,c02911,SHORT,T.K.,"SHORT, T.K.","SHORT, Thomas Kier",fl. 1838,,,
2911,c02912,SIBELIUS,,SIBELIUS,SIBELIUS,fl. 1780s,Botanical engraver,,
2912,c02913,SIEBER,F.W.,"SIEBER, F.W.","SIEBER, Franz Wilhelm, Dr [?SIEBER, Franz Xavier]",1789-1844,Professional collector,notes,
2913,c02914,SIEGERT,R.,"SIEGERT, R.","SIEGERT, R.",,,,
2914,c02915,SIEMSSEN,G.T.,"SIEMSSEN, G.T.","SIEMSSEN, G. Theodor",fl.1839-80s,Merchant,notes,portrait
2915,c02916,SIM,A.M.,"SIM, A.M.","SIM, A. Miss",fl.1894-96,"Collected for Mueller near Loddon R., Vic.",,
2916,c02917,SIMMONDS,J.H.,"SIMMONDS, J.H.","SIMMONDS, J. H., Jnr",,,,
2917,c02918,SIMMONDS,J.H.,"SIMMONDS, J.H.","SIMMONDS, Joseph Henry, Rev.",1845-1936,"Methodist minister, eucalyptologist",notes,
2918,c02919,SIMMONS,D.M.,"SIMMONS, D.M.","SIMMONS, Dianne Margaret, Dr*",1949-,Botanist,,
2919,c02920,SIMMONS,H.G.,"SIMMONS, H.G.","SIMMONS, Henry George",1889-1974,"Rockhampton Botanic Gardens staff, Qld.",notes,
2920,c02921,SIMMONS,J.G.,"SIMMONS, J.G.","SIMMONS, John Grant*",1925-,"Natural historian, photographer",,
2921,c02922,SIMMONS,M.H.,"SIMMONS, M.H.","SIMMONS, Marion Helen, Mrs*",1927-,"Natural historian, illustrator",,
2922,c02923,SIMMONS,R.J.,"SIMMONS, R.J.","SIMMONS, Richard J.",1862-1940,Rockhampton Botanic Gardens staff,notes,
2923,c02924,SIMON,B.K.,"SIMON, B.K.","SIMON, Bryan Kenneth*",1943-2015,"Herbarium botanist, grass specialist, S. Africa, Qld",notes,portrait
2924,c02925,SIMON,J.,"SIMON, J.","SIMON, Jean",?1675-1751,Botanical engraver,notes,
2925,c02926,SIMPFENDORFER,K.J.,"SIMPFENDORFER, K.J.","SIMPFENDORFER, Kenneth J.",1922-1985,"Forester, author",,
2926,c02927,SIMPSON,G.,"SIMPSON, G.","SIMPSON, George",,,,
2927,c02928,SIMPSON,M.J.A.,"SIMPSON, M.J.A.","SIMPSON, M. J. A.",fl.1960s-70s,,,
2928,c02929,SIMS,H.J.,"SIMS, H.J.","SIMS, H. J.",fl. 1950s,Ecologist,,
2929,c02930,SIMSON,A.,"SIMSON, A.","SIMSON, Augustus",1836-1918,Naturalist,notes,
2930,c02931,SINCLAIR,A.,"SINCLAIR, A.","SINCLAIR, Andrew",c.1796-1816,Surgeon,,
2931,c02932,SINCLAIR,J.,"SINCLAIR, J.","SINCLAIR, James",1809-1881,"Landscape gardener, artist",,
2932,c02933,SINGLETON,J.L.,"SINGLETON, J.L.","SINGLETON, J. L.",,,,
2933,c02934,SINGLETON,O.,"SINGLETON, O.","SINGLETON, Owen",,Ecologist,,
2934,c02935,SINGLETON,O.,"SINGLETON, O.","SINGLETON, Owen",,Geologist,,
2935,c02936,SINKORA,D.M.,"SINKORA, D.M.","SINKORA, Doris Martha, Mrs",1927-,"Phycologist, translator",,
2936,c02937,SINNOTT,N.H.,"SINNOTT, N.H.","SINNOTT, Nigel Hugh*",1944-,mycologist,,
2937,c02938,SKERTCHLY,S.B.J.,"SKERTCHLY, S.B.J.","SKERTCHLY, Sydney Barber Jostah",1850-1926,"Geologist, botanist",,
2938,c02939,SKEWES,C.I.,"SKEWES, C.I.","SKEWES, C. I., Miss, see MUNTZ",,,,
2939,c02940,SKEWES,M.,"SKEWES, M.","SKEWES, Maud, nee SEWELL [joint collections labelled G. Sewell]",fl.1890-92,Collected for Mueller in WA,notes,
2940,c02941,SKOTTSBERG,C.,"SKOTTSBERG, C.","SKOTTSBERG, Carl, Prof.",1880-1963,Botanist,,
2941,c02942,SKUSE,F.A.A.,"SKUSE, F.A.A.","SKUSE, F. A. A.",,,,
2942,c02943,SLATER,E.,"SLATER, E.","SLATER, Eliza, nee WIMSTON",1829-1895,Collected for Mueller in Qld.,notes,
2943,c02944,SLATER,E.W.,"SLATER, E.W.","SLATER, Ernest William",fl.1930s,Collector of orchid Rhizanthella slateri,,portrait
2944,c02945,SLATTER,J.W.,"SLATTER, J.W.","SLATTER, John Whewell",1829-1896,,,
2945,c02946,SLUITER,I.,"SLUITER, I.","SLUITER, Ian",1955-,Palynologist,,
2946,c02947,SMEATON,T.D.,"SMEATON, T.D.","SMEATON, Thomas Drury",c.1832-1908,Bank clerk,,
2947,c02948,SMITH,,SMITH,SMITH,fl.1930s-40s,,,
2948,c02949,SMITH-WHITE,S.,"SMITH-WHITE, S.","SMITH-WHITE, Spencer, Prof.",fl. 1942,Geneticist,,
2949,c02950,SMITH,A.,"SMITH, A.","SMITH, A.",fl. 1891,,,
2950,c02951,SMITH,B.H.,"SMITH, B.H.","SMITH, Basil Herbert*",fl. 1925-,"Farmer, amateur naturalist",,
2951,c02952,SMITH,C.J.,"SMITH, C.J.","SMITH, Cecil James",1888-,Forester,notes,
2952,c02953,SMITH,C.,"SMITH, C.","SMITH, Charles",fl. 1796,,,
2953,c02954,SMITH,C.,"SMITH, C.","SMITH, Charlotte, Mrs, nee MACDONALD",?1809-1838,Orchid and algae collector,,
2954,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,notes,
2955,c02956,SMITH,D.,"SMITH, D.","SMITH, Dianne, Miss",,Herbarium assistant,,
2956,c02957,SMITH,D.A.,"SMITH, D.A.","SMITH, Dorothy A., Mrs, nee GOY",1930s-40s,Pteridologist,,
2957,c02958,SMITH,E.J.,"SMITH, E.J.","SMITH, E. J.",,,,
2958,c02959,SMITH,E.D.,"SMITH, E.D.","SMITH, Edwin Dalton",1800-?1852,Botanical artist,notes,
