,COLL_ID,NAME,LNAME,FNAME,MNAME,match_name,name,matched_name,distance,dup_count,item,itemLabel,surname,initials,canonical_string,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,yob,yod,wyb,wye
7865,HGLVC,Hügel K.A.A.,Hügel,Karl,Alexander Anselm,"Hügel, K.A.A.","Hügel, K.A.A.","Hügel, R.",0.86,1,http://www.wikidata.org/entity/Q55052514,Robert Hügel,Hügel,R.,"Hügel, R.",,,,,,,,,1906.0,1995.0,,
7866,REGEC,Regel C.,von Regel,Constantin,Andreas,"von Regel, C.A.","von Regel, C.A.","Regel, C.A.v.",0.86,1,http://www.wikidata.org/entity/Q443651,Constantin Andreas von Regel,Regel,C.A.v.,"Regel, C.A.v.",,310511449,0000 0004 3754 9865,15212.0,8236-1,C.Regel,,,1890.0,1970.0,,
7867,H066,Hoest,Hoest,,,Hoest,Hoest,"Hoes, J.A.",0.86,1,http://www.wikidata.org/entity/Q47118989,J.A. Hoes,Hoes,J.A.,"Hoes, J.A.",,,,79049,20386-1,Hoes,,,,,,
7868,E027,Ene I.,Ene,I.,,"Ene, I.","Ene, I.","Çenet, .",0.86,1,http://www.wikidata.org/entity/Q22104726,Çenet,Çenet,.,"Çenet, .",,,,,20013450-1,Çenet,,,,,,
7869,Y002,Yarwood C.,Yarwood,C.,,"Yarwood, C.","Yarwood, C.","Harwood, B.",0.86,1,http://www.wikidata.org/entity/Q5001637,Busick Harwood,Harwood,B.,"Harwood, B.",,57393871,0000 0000 3390 8745,,,,,,1745.0,1814.0,,
7870,DODEJ,Dodelet Joseph,Dodelet,Joseph,,"Dodelet, J.","Dodelet, J.","Dodel, A.",0.86,1,http://www.wikidata.org/entity/Q5622999,Arnold Dodel,Dodel,A.,"Dodel, A.",,61534862,0000 0001 1027 8362,63706.0,,,,,1843.0,1908.0,,
7871,JACQE,Jacquemet E.,Jacquemet,Ed,,"Jacquemet, E.","Jacquemet, E.","Jacquemart, A.",0.86,1,http://www.wikidata.org/entity/Q352361,Albert Jacquemart,Jacquemart,A.,"Jacquemart, A.",,44437940,0000 0001 0893 4148,62017.0,4382-1,Jacquemart,,,1808.0,1875.0,,
7872,HLLKL,Hellemans K.,Hellemans,Karl,,"Hellemans, K.","Hellemans, K.","Helleman, S.(.R.).",0.86,1,http://www.wikidata.org/entity/Q88827296,Stip (B.R.) Helleman,Helleman,S.(.R.).,"Helleman, S.(.R.).",,,,,20038391-1,Helleman,,,,,,
7873,MOSCA,Moscal A.,Moscal,A.,,"Moscal, A.","Moscal, A.","Mosca, L.",0.86,1,http://www.wikidata.org/entity/Q47122999,Luigi Mosca,Mosca,L.,"Mosca, L.",,,,,14456-1,L.Mosca,,,,,,
7874,CORDJ,Cordonnier J.,Cordonnier,J.,,"Cordonnier, J.","Cordonnier, J.","Bonnier, J.",0.86,1,http://www.wikidata.org/entity/Q15973790,Jules Bonnier,Bonnier,J.,"Bonnier, J.",,44698167,0000 0000 5524 1953,,,,,,1859.0,1908.0,,
7875,LTG,Le Testu G.,Le Testu,Georges,Marie Patrice Charles,"Le Testu, G.M.P.C.","Le Testu, G.M.P.C.","Testu, G.L.",0.86,1,http://www.wikidata.org/entity/Q55684213,Georges Le Testu,Testu,G.L.,"Testu, G.L.",,289608351,,16485,,,,,1877.0,1967.0,,
7876,PESCG,Peschkova G.,Peschkova,G.,,"Peschkova, G.","Peschkova, G.","Peshkova, G.A.",0.86,1,http://www.wikidata.org/entity/Q5874804,Galina A. Peshkova,Peshkova,G.A.,"Peshkova, G.A.",,,,82695,7555-1,Peschkova,,,1930.0,2018.0,,
7877,I009,Fuzson I.,Fuzson,I.,,"Fuzson, I.","Fuzson, I.","Tuzson, J.",0.86,1,http://www.wikidata.org/entity/Q966143,János Tuzson,Tuzson,J.,"Tuzson, J.",,40426192,0000 0001 1058 0561,50186.0,31937-1,Tuzson,,,1870.0,1943.0,,
7878,K970,Kovar N.F.,Kovar,Napsal Filip,,"Kovar, N.F.","Kovar, N.F.","Kovar, L.",0.86,1,http://www.wikidata.org/entity/Q36614619,Lynsey Kovar,Kovar,L.,"Kovar, L.",,,,,20031457-1,L.Kovar,,,,,,
7879,V017,Vicari R.,Vicari,R.,,"Vicari, R.","Vicari, R.","Vicars, J.",0.86,1,http://www.wikidata.org/entity/Q21535819,John Vicars,Vicars,J.,"Vicars, J.",,,,,,,,P004030b,1821.0,1894.0,,
7880,ASNI,Asani,Asani,,,Asani,Asani,"Asano, K.",0.86,1,http://www.wikidata.org/entity/Q47113291,Kazuo Asano,Asano,K.,"Asano, K.",,,,,305-1,K.Asano,,,,,,
7881,BRTR,Bertero C.,Bertero,Carlo,Giuseppe,"Bertero, C.G.","Bertero, C.G.","Bertero, C.L.G.",0.86,1,http://www.wikidata.org/entity/Q522467,Carlo Luigi Giuseppe Bertero,Bertero,C.L.G.,"Bertero, C.L.G.",,172948559,0000 0001 2319 3157,63906.0,16031-1,Bertero,,,1789.0,1831.0,,
7882,BAMPP,Bamps P.,Bamps,Paul,Joseph Rodolphe,"Bamps, P.J.R.","Bamps, P.J.R.","Bamps, C.",0.86,1,http://www.wikidata.org/entity/Q62075861,Constant Bamps,Bamps,C.,"Bamps, C.",,306154350,,12756.0,,,,,1847.0,1907.0,,
7883,GOLLW,Goll W.,Goll,W.,,"Goll, W.","Goll, W.","Goll, I.",0.86,1,http://www.wikidata.org/entity/Q21391415,Irina Goll,Goll,I.,"Goll, I.",,,,,,,,,,,,
7884,V600,Van de Vijver B.,Van de Vijver,Bart,,"Van de Vijver, B.","Van de Vijver, B.","Vijver, B.V.d.",0.86,1,http://www.wikidata.org/entity/Q36520062,Bart Van de Vijver,Vijver,B.V.d.,"Vijver, B.V.d.",0000-0002-6244-1886,,,76864,20010941-2,Van de Vijver,,,,,,
7885,DOVE1,Dovergne,Dovergne,,,Dovergne,Dovergne,"Dover, J.",0.86,1,http://www.wikidata.org/entity/Q88819040,Jim Dover,Dover,J.,"Dover, J.",,,,,20036036-1,Dover,,,,,,
7886,FISOT,Fison T.W.,Fison,T.W.,,"Fison, T.W.","Fison, T.W.","Fison, L.",0.86,1,http://www.wikidata.org/entity/Q1870332,Lorimer Fison,Fison,L.,"Fison, L.",,77635177,0000 0000 8270 882X,,,,,P001503b,1832.0,1907.0,,
7887,VILLP,Villaret P.,Villaret,Pierre,,"Villaret, P.","Villaret, P.","Villares, G.",0.86,1,http://www.wikidata.org/entity/Q21391534,Gabriela Villares,Villares,G.,"Villares, G.",,,,,,,,,,,,
7888,ENCKR,Enckels R.,Enckels,Raymond,,"Enckels, R.","Enckels, R.","Encke, F.",0.86,1,http://www.wikidata.org/entity/Q100657,Fritz Encke,Encke,F.,"Encke, F.",,45093915,0000 0001 2210 6875,878.0,13971-1,Encke,,,1861.0,1931.0,,
7889,SDCG,Capanema G.S.,Schüch de Capanema,Guilherme,,"Schüch de Capanema, G.","Schüch de Capanema, G.","Capanema, G.S.",0.86,1,http://www.wikidata.org/entity/Q10292841,Guilherme Schüch Capanema,Capanema,G.S.,"Capanema, G.S.",,4532217,0000 0000 6774 892X,68529,12112-1,Capan.,,,1824.0,1908.0,,
7890,KARPJJ,Karper J.J.,Karper,J.J.,,"Karper, J.J.","Karper, J.J.","Harper, J.",0.86,1,http://www.wikidata.org/entity/Q56229765,John Harper,Harper,J.,"Harper, J.",,305816405,,,,,,,,,,
7891,SEND1,Sendens,Sendens,,,Sendens,Sendens,"Senden, T.J.",0.86,1,http://www.wikidata.org/entity/Q21393208,Tim J. Senden,Senden,T.J.,"Senden, T.J.",,,,,,,,,,,,
7892,STREM,Streel M.,Streel,Maurice,,"Streel, M.","Streel, M.","Creel, M.",0.86,1,http://www.wikidata.org/entity/Q26713219,Mike Creel,Creel,M.,"Creel, M.",,,,69043,38761-1,Creel,,,,,,
7893,OTTEK,Otten K.,Otten,Karel,,"Otten, K.","Otten, K.","Otte, J.",0.86,1,http://www.wikidata.org/entity/Q72227384,Jürgen Otte,Otte,J.,"Otte, J.",,,,,,,,,,,,
7894,MASU1,Masudi,Masudi,,,Masudi,Masudi,"Masuda, M.",0.86,1,http://www.wikidata.org/entity/Q21520095,Michio Masuda,Masuda,M.,"Masuda, M.",,,,,33439-1,Masuda,,,1943.0,,,
7895,PARIE,Paris E.G.,Paris,E.G.,,"Paris, E.G.","Paris, E.G.","Paris, G.",0.86,1,http://www.wikidata.org/entity/Q514741,Gaston Paris,Paris,G.,"Paris, G.",,39382261,0000 0001 2128 7782,,,,,,1839.0,1903.0,,
7896,S456,R.P. Soul,Soul,R.P.,,"Soul, R.P.","Soul, R.P.","Soul, C.",0.86,1,http://www.wikidata.org/entity/Q21536073,Caleb Soul,Soul,C.,"Soul, C.",,,,,,,,P000155b,1817.0,1894.0,,
7897,BELLR,Bellefontaine R.,Bellefontaine,R.,,"Bellefontaine, R.","Bellefontaine, R.","Lafontaine, R.",0.86,1,http://www.wikidata.org/entity/Q21339377,René-Marie Lafontaine,Lafontaine,R.,"Lafontaine, R.",,,,,,,,,,,,
7898,V008,Vanden Berghen C.,Vanden Berghen,Constant,,"Vanden Berghen, C.","Vanden Berghen, C.","Berghen, C.V.",0.86,1,http://www.wikidata.org/entity/Q5784435,Constant Vanden Berghen,Berghen,C.V.,"Berghen, C.V.",,19728191,0000 0000 8098 5217,30623,11048-1,Vanden Berghen,,,1914.0,2004.0,,
7899,K201,Kauffmann Fidalgo M.E.P.,Kauffmann Fidalgo,Maria,Eneyda Pacheco,"Kauffmann Fidalgo, M.E.P.","Kauffmann Fidalgo, M.E.P.","Fidalgo, M.E.P.K.",0.86,1,http://www.wikidata.org/entity/Q19780931,Maria Eneydna Pacheco Kauffman Fidalgo,Fidalgo,M.E.P.K.,"Fidalgo, M.E.P.K.",,,,61322,18778-1,M.Fidalgo,,,1928.0,1970.0,,
7900,BRASC,Brasseur C.,Brasseur,Clément,,"Brasseur, C.","Brasseur, C.","Vasseur, G.",0.86,1,http://www.wikidata.org/entity/Q47008707,Gaston-Casimir Vasseur,Vasseur,G.,"Vasseur, G.",,229041420,0000 0003 6452 0892,,,,,,1855.0,1915.0,,
7901,D077,De Milde,De Milde,,,De Milde,De Milde,"Milde, C.J.",0.86,1,http://www.wikidata.org/entity/Q1039124,Carl Julius Milde,Milde,C.J.,"Milde, C.J.",,27866461,0000 0001 1048 0480,,,,,,1803.0,1875.0,,
7902,DCONM,De Coninck M.,De Coninck,M.,,"De Coninck, M.","De Coninck, M.","Coninck, E.D.",0.86,1,http://www.wikidata.org/entity/Q21395148,Eliane De Coninck,Coninck,E.D.,"Coninck, E.D.",,,,,,,,,,,,
7903,BRUNM,Brunt M.,Brunt,M.,,"Brunt, M.","Brunt, M.","Brunet, M.",0.86,1,http://www.wikidata.org/entity/Q2514726,Michel Brunet,Brunet,M.,"Brunet, M.",0000-0002-6098-9709,71427047,0000 0000 8016 2819,,,,,,1940.0,,,
7904,GDCA,Goltz de Carvalho A.,Goltz de Carvalho,Augusto,,"Goltz de Carvalho, A.","Goltz de Carvalho, A.","Carvalho, A.L.",0.86,1,http://www.wikidata.org/entity/Q45190441,Angélica L Carvalho,Carvalho,A.L.,"Carvalho, A.L.",,,,,,,,,,,,
7905,DEFLD,Defleur D.,Defleur,David,,"Defleur, D.","Defleur, D.","Defler, T.",0.86,1,http://www.wikidata.org/entity/Q7788922,Thomas Defler,Defler,T.,"Defler, T.",,9551571,0000 0000 7852 864X,,,,,,1941.0,,,
7906,GRANJ1,Granter J.,Granter,J.,,"Granter, J.","Granter, J.","Grant, J.",0.86,2,http://www.wikidata.org/entity/Q3161118,James Grant,Grant,J.,"Grant, J.",,42746617,0000 0000 8377 102X,,,,,,1772.0,1833.0,,
7907,GRANJ1,Granter J.,Granter,J.,,"Granter, J.","Granter, J.","Grant, J.",0.86,2,http://www.wikidata.org/entity/Q22104337,John Grant,Grant,J.,"Grant, J.",,,,,,,,,,,,
7908,CONR1,Conrads H.A.,Conrads,Hubert,Aloys,"Conrads, H.A.","Conrads, H.A.","Conrad, J.",0.86,2,http://www.wikidata.org/entity/Q868800,József Conrad,Conrad,J.,"Conrad, J.",,,,,,,,,1756.0,1780.0,,
7909,CONR1,Conrads H.A.,Conrads,Hubert,Aloys,"Conrads, H.A.","Conrads, H.A.","Conrad, J.",0.86,2,http://www.wikidata.org/entity/Q47115734,J. Conrad,Conrad,J.,"Conrad, J.",,,,,1763-1,J.Conrad,,,,,,
7910,E033,Egner K.,Egner,K.,,"Egner, K.","Egner, K.","Wagner, K.",0.86,3,http://www.wikidata.org/entity/Q55073970,Karel Wagner,Wagner,K.,"Wagner, K.",,,,,,,,,1929.0,1981.0,,
7911,E033,Egner K.,Egner,K.,,"Egner, K.","Egner, K.","Wagner, K.",0.86,3,http://www.wikidata.org/entity/Q21611980,Klaus Wagner,Wagner,K.,"Wagner, K.",,,,68312,13130-1,K.Wagner,,,1935.0,1987.0,,
7912,E033,Egner K.,Egner,K.,,"Egner, K.","Egner, K.","Wagner, K.",0.86,3,http://www.wikidata.org/entity/Q21516095,Kurt Wagner,Wagner,K.,"Wagner, K.",,,,,20014945-1,Kurt.Wagner,,,,,,
7913,DANGD,Dang D.,Dang,Daniel,,"Dang, D.","Dang, D.","Wang, D.",0.86,8,http://www.wikidata.org/entity/Q22108411,Dan Wang,Wang,D.,"Wang, D.",,,,,,,,,,,,
7914,DANGD,Dang D.,Dang,Daniel,,"Dang, D.","Dang, D.","Wang, D.",0.86,8,http://www.wikidata.org/entity/Q58028062,Dong-Wei Wang,Wang,D.,"Wang, D.",,,,,,,,,,,,
7915,DANGD,Dang D.,Dang,Daniel,,"Dang, D.","Dang, D.","Wang, D.",0.86,8,http://www.wikidata.org/entity/Q59298956,Dong Wang,Wang,D.,"Wang, D.",,,,,,,,,,,,
7916,DANGD,Dang D.,Dang,Daniel,,"Dang, D.","Dang, D.","Wang, D.",0.86,8,http://www.wikidata.org/entity/Q21612155,Dong Wang,Wang,D.,"Wang, D.",,43720068,,,40362-1,D.Wang,,,1964.0,,,
7917,DANGD,Dang D.,Dang,Daniel,,"Dang, D.","Dang, D.","Wang, D.",0.86,8,http://www.wikidata.org/entity/Q21342124,Da-peng Wang,Wang,D.,"Wang, D.",,,,,,,,,,,,
7918,DANGD,Dang D.,Dang,Daniel,,"Dang, D.","Dang, D.","Wang, D.",0.86,8,http://www.wikidata.org/entity/Q27149979,De-Xiang Wang,Wang,D.,"Wang, D.",,,,,,,,,,,,
7919,DANGD,Dang D.,Dang,Daniel,,"Dang, D.","Dang, D.","Wang, D.",0.86,8,http://www.wikidata.org/entity/Q27440636,Dan-Dan Wang,Wang,D.,"Wang, D.",,,,,,,,,,,,
7920,DANGD,Dang D.,Dang,Daniel,,"Dang, D.","Dang, D.","Wang, D.",0.86,8,http://www.wikidata.org/entity/Q47002748,Dian-Mei Wang,Wang,D.,"Wang, D.",,,,,,,,,,,,
7921,S200,Smith Harry K.A.H.,Smith,Harry,Karl August Harald,"Smith, H.K.A.H.","Smith, H.K.A.H.","Smith, H.",0.86,8,http://www.wikidata.org/entity/Q1626035,Homer Smith,Smith,H.,"Smith, H.",,67337272,0000 0000 8390 7855,,,,,,1895.0,1962.0,,
7922,S200,Smith Harry K.A.H.,Smith,Harry,Karl August Harald,"Smith, H.K.A.H.","Smith, H.K.A.H.","Smith, H.",0.86,8,http://www.wikidata.org/entity/Q56006557,Henry Smith,Smith,H.,"Smith, H.",,307172353,,,,,,,1823.0,1894.0,,
7923,S200,Smith Harry K.A.H.,Smith,Harry,Karl August Harald,"Smith, H.K.A.H.","Smith, H.K.A.H.","Smith, H.",0.86,8,http://www.wikidata.org/entity/Q21609111,Henry Smith,Smith,H.,"Smith, H.",,,,79213,9798-1,H.Sm.,,,1786.0,1868.0,,
7924,S200,Smith Harry K.A.H.,Smith,Harry,Karl August Harald,"Smith, H.K.A.H.","Smith, H.K.A.H.","Smith, H.",0.86,8,http://www.wikidata.org/entity/Q22104891,Helen Smith,Smith,H.,"Smith, H.",0000-0002-0960-4367,,,,,,,,,,,
7925,S200,Smith Harry K.A.H.,Smith,Harry,Karl August Harald,"Smith, H.K.A.H.","Smith, H.K.A.H.","Smith, H.",0.86,8,http://www.wikidata.org/entity/Q47126464,Henry Smith,Smith,H.,"Smith, H.",,,,,35149-1,H.Sm.bis,,,,,,
7926,S200,Smith Harry K.A.H.,Smith,Harry,Karl August Harald,"Smith, H.K.A.H.","Smith, H.K.A.H.","Smith, H.",0.86,8,http://www.wikidata.org/entity/Q47126462,Hendrik Smith,Smith,H.,"Smith, H.",,,,,39009-1,H.Sm.ter,,,,,,
7927,S200,Smith Harry K.A.H.,Smith,Harry,Karl August Harald,"Smith, H.K.A.H.","Smith, H.K.A.H.","Smith, H.",0.86,8,http://www.wikidata.org/entity/Q88828555,Hugh Smith,Smith,H.,"Smith, H.",,,,,20037929-1,Hugh Sm.,,,,,,
7928,S200,Smith Harry K.A.H.,Smith,Harry,Karl August Harald,"Smith, H.K.A.H.","Smith, H.K.A.H.","Smith, H.",0.86,8,http://www.wikidata.org/entity/Q79369448,Harvey Smith,Smith,H.,"Smith, H.",,,,,,,Q79369448,,1926.0,2016.0,,
7929,BEESJ,Beesley J.S.S.,Beesley,J.S.S.,,"Beesley, J.S.S.","Beesley, J.S.S.","Beesley, P.L.",0.87,1,http://www.wikidata.org/entity/Q26713587,P.L. Beesley,Beesley,P.L.,"Beesley, P.L.",,,,,20013786-2,Beesley,,,,,,
7930,V025,van den Eeckhout F.,van den Eeckhout,Frank,,"van den Eeckhout, F.","van den Eeckhout, F.","Eeckhout, G.v.d.",0.87,1,http://www.wikidata.org/entity/Q550146,Gerbrand van den Eeckhout,Eeckhout,G.v.d.,"Eeckhout, G.v.d.",,74122152,0000 0000 6639 7689,,,,,,1621.0,1674.0,,
7931,DSL,De Smedt L.,De Smedt,L.,,"De Smedt, L.","De Smedt, L.","Smedt, S.D.",0.87,1,http://www.wikidata.org/entity/Q36674438,Sofie De Smedt,Smedt,S.D.,"Smedt, S.D.",,,,,20027218-1,De Smedt,,,,,,
7932,L027,Leaky C.,Leaky,C.,,"Leaky, C.","Leaky, C.","Leakey, C.",0.87,1,http://www.wikidata.org/entity/Q4156648,Colin Leakey,Leakey,C.,"Leakey, C.",,,,,22149-1,C.L.Leakey,,,1933.0,2018.0,,
7933,GILTG,Gilta G.,Gilta,G.,,"Gilta, G.","Gilta, G.","Giltay, E.",0.87,1,http://www.wikidata.org/entity/Q65561557,E. Giltay,Giltay,E.,"Giltay, E.",,3514629,,23748,,,,,1858.0,1935.0,,
7934,F206,Fauvet M,Fauvet,M,,"Fauvet, M.","Fauvet, M.","Fauvel, A.",0.87,1,http://www.wikidata.org/entity/Q2830878,Albert-Auguste Fauvel,Fauvel,A.,"Fauvel, A.",,33422563,0000 0000 7832 4399,,,,,,1851.0,1909.0,,
7935,VAND11,Vandenbroeck,Vandenbroeck,,,Vandenbroeck,Vandenbroeck,"Vandenbranden, J.",0.87,1,http://www.wikidata.org/entity/Q36601067,J. Vandenbranden,Vandenbranden,J.,"Vandenbranden, J.",,,,75606,31633-1,Vandenbr.,,,,,,
7936,D001,de Loose,de Loose,,,de Loose,de Loose,"Looser, G.",0.87,1,http://www.wikidata.org/entity/Q115731,Gualterio Looser,Looser,G.,"Looser, G.",,156368435,0000 0001 0453 0701,2736.0,5735-1,Looser,,,1898.0,1982.0,,
7937,LAMB11,Lambertyn,Lambertyn,,,Lambertyn,Lambertyn,"Lambert, J.",0.87,1,http://www.wikidata.org/entity/Q57870878,Jules Lambert,Lambert,J.,"Lambert, J.",,310524339,0000 0000 1347 9728,,,,,,1848.0,1940.0,,
7938,BRYE1,Bary E.,Bary,E.,,"Bary, E.","Bary, E.","Benary, E.",0.87,1,http://www.wikidata.org/entity/Q104608,Ernst Benary,Benary,E.,"Benary, E.",,10589456,0000 0000 8090 2960,62259.0,13873-1,Benary,,,1819.0,1893.0,,
7939,ORSTA,Orsted A.S.,Orsted,Anders,Sandoe,"Orsted, A.S.","Orsted, A.S.","Ørsted, A.S.",0.87,1,http://www.wikidata.org/entity/Q491270,Anders Sandøe Ørsted,Ørsted,A.S.,"Ørsted, A.S.",,18003605,0000 0000 5251 2455,14466.0,24229-1,Oerst.,Q491270,,1816.0,1872.0,,
7940,CARTC,Carton C.,Carton,Charles,,"Carton, C.","Carton, C.","Kearton, C.",0.87,1,http://www.wikidata.org/entity/Q5092409,Cherry Kearton,Kearton,C.,"Kearton, C.",,23236190,0000 0001 2022 3736,,,,,,1871.0,1940.0,,
7941,STAS1,Stassart,Stassart,,,Stassart,Stassart,"Massart, J.",0.87,1,http://www.wikidata.org/entity/Q2482340,Jean Massart,Massart,J.,"Massart, J.",,102379616,0000 0000 8170 9468,6739.0,6201-1,Massart,,,1865.0,1925.0,,
7942,DBSHC,Du Bois H.,Du Bois,Hector,,"Du Bois, H.","Du Bois, H.","Du, B.",0.87,1,http://www.wikidata.org/entity/Q21395780,Bao-Jie Du,Du,B.,"Du, B.",,,,,,,,,,,,
7943,ANSE11,Anselme,Anselme,,,Anselme,Anselme,"Ansel, M.",0.87,1,http://www.wikidata.org/entity/Q36619586,M. Ansel,Ansel,M.,"Ansel, M.",,,,79232,30906-1,Ansel,,,,,,
7944,M084,Marloth H.W.R.,Marloth,Hermann,Wilhelm Rudolf,"Marloth, H.W.R.","Marloth, H.W.R.","Marloth, R.",0.87,1,http://www.wikidata.org/entity/Q7377264,Rudolf Marloth,Marloth,R.,"Marloth, R.",,56380793,0000 0000 4692 5827,2815.0,6116-1,Marloth,,,1855.0,1931.0,,
7945,H987,Hennaut C.,Hennaut,Cl.,,"Hennaut, C.","Hennaut, C.","Knaut, C.",0.87,1,http://www.wikidata.org/entity/Q89822,Christian Knaut,Knaut,C.,"Knaut, C.",,10717575,0000 0000 1097 837X,62187.0,4864-1,Knaut,,,1656.0,1716.0,,
7946,ERRARDM,Errard M.,Errard,Madelaine,,"Errard, M.","Errard, M.","Erra, A.",0.87,1,http://www.wikidata.org/entity/Q55031035,Aloysio Erra,Erra,A.,"Erra, A.",,,,,,,,,1825.0,1883.0,,
7947,ERRARDP,Errard S.,Errard,Stéphane,,"Errard, S.","Errard, S.","Erra, A.",0.87,1,http://www.wikidata.org/entity/Q55031035,Aloysio Erra,Erra,A.,"Erra, A.",,,,,,,,,1825.0,1883.0,,
7948,COOM1,Coomans L.,Coomans,Léon,,"Coomans, L.","Coomans, L.","Cooman, A.d.",0.87,1,http://www.wikidata.org/entity/Q55026548,Albert de Cooman,Cooman,A.d.,"Cooman, A.d.",,,,,,,,,1880.0,1967.0,,
7949,D161,Deckerovà H.,Deckerovà,H.,,"Deckerovà, H.","Deckerovà, H.","Decker, A.",0.87,1,http://www.wikidata.org/entity/Q47116245,A. Decker,Decker,A.,"Decker, A.",,,,,2070-1,A.Decker,,,,,,
7950,GAILL,Gaillez L.,Gaillez,Léon,A.R.,"Gaillez, L.A.R.","Gaillez, L.A.R.","Gaille, .",0.87,1,http://www.wikidata.org/entity/Q21445847,Gaille,Gaille,.,"Gaille, .",,,,,,,,,,,,
7951,ELLHN,Ellenbeck H.,Ellenbeck,Hans,,"Ellenbeck, H.","Ellenbeck, H.","Ellenberg, H.",0.87,1,http://www.wikidata.org/entity/Q71821,Heinz Ellenberg,Ellenberg,H.,"Ellenberg, H.",,22201609,0000 0001 1044 4367,23125.0,,,,,1913.0,1997.0,,
7952,D777,Delorié,Delorié,,,Delorié,Delorié,"Delord, T.",0.87,1,http://www.wikidata.org/entity/Q2397715,Taxile Delord,Delord,T.,"Delord, T.",,7401230,0000 0000 8086 1185,,,,,,1815.0,1877.0,,
7953,BELLW,Bellotte W.,Bellotte,Willy,,"Bellotte, W.","Bellotte, W.","Bellotti, C.",0.87,1,http://www.wikidata.org/entity/Q3697682,Cristoforo Bellotti,Bellotti,C.,"Bellotti, C.",,30317307,0000 0000 1367 8233,,,,,,1823.0,1919.0,,
7954,BRAIE,Braig Elise,Braig,Elise,,"Braig, E.","Braig, E.","Craig, E.J.",0.87,1,http://www.wikidata.org/entity/Q36544238,Ethelda Jane Craig,Craig,E.J.,"Craig, E.J.",,,,,17488-1,E.J.Craig,,,,,,
7955,MUSHE,Mushasha Edward,Mushasha,Edward,,"Mushasha, E.","Mushasha, E.","Pasha, E.",0.87,1,http://www.wikidata.org/entity/Q60271,Emin Pasha,Pasha,E.,"Pasha, E.",,89016430,0000 0000 8021 1529,,,,,,1840.0,1892.0,,
7956,NKUNG,Nkunga M.,Nkunga,Makiadi,,"Nkunga, M.","Nkunga, M.","Nkuna, K.",0.87,1,http://www.wikidata.org/entity/Q85357882,Khensani Nkuna,Nkuna,K.,"Nkuna, K.",,,,,,,,,,,,
7957,OLLGB,Ollgaard B.,Ollgaard,Benjamin,,"Ollgaard, B.","Ollgaard, B.","Øllgaard, B.",0.87,1,http://www.wikidata.org/entity/Q21522376,Benjamin Øllgaard,Øllgaard,B.,"Øllgaard, B.",,93449594,0000 0000 6760 5144,92489,13051-1,B.Øllg.,,,1943.0,,,
7958,MOTT,Mottley,Mottley,,,Mottley,Mottley,"Motley, J.",0.87,1,http://www.wikidata.org/entity/Q6140090,James Motley,Motley,J.,"Motley, J.",,19494258,0000 0000 5420 6793,6868.0,6703-1,Motley,,,1822.0,1859.0,,
7959,S068,Shimper,Shimper,,,Shimper,Shimper,"Schimper, G.W.",0.87,1,http://www.wikidata.org/entity/Q72899,Georg Wilhelm Schimper,Schimper,G.W.,"Schimper, G.W.",,13080700,0000 0000 1334 1008,3970.0,12826-1,G.W.Schimp.,,,1804.0,1878.0,,
7960,FILLF,Fillat F.,Fillat,F.,,"Fillat, F.","Fillat, F.","Filla, F.",0.87,1,http://www.wikidata.org/entity/Q47117206,F. Filla,Filla,F.,"Filla, F.",,,,64738,35216-1,Filla,,,,,,
7961,RMT1,Armit W.,Armit,William,Edington de Margrat,"Armit, W.E.d.M.","Armit, W.E.d.M.","Armit, W.E.(.M.",0.87,1,http://www.wikidata.org/entity/Q21539286,William Edington (de Margrat) Armit,Armit,W.E.(.M.,"Armit, W.E.(.M.",,,,39137,,,,P000069b,1848.0,1901.0,,
7962,VENKC,Venkatesh C.S.,Venkatesh,C.S.,,"Venkatesh, C.S.","Venkatesh, C.S.","Venkatesan, T.",0.87,1,http://www.wikidata.org/entity/Q27557157,T. Venkatesan,Venkatesan,T.,"Venkatesan, T.",,,,,,,,,,,,
7963,AMENJ,Ament J.G.,Ament,J.G.,,"Ament, J.G.","Ament, J.G.","Ament, D.C.",0.87,1,http://www.wikidata.org/entity/Q23661082,Danilo Cesar Ament,Ament,D.C.,"Ament, D.C.",,,,,,,,,,,,
7964,HST01,Hostmann W.R.,Hostmann,W.R.,,"Hostmann, W.R.","Hostmann, W.R.","Hostmann, F.W.R.",0.87,1,http://www.wikidata.org/entity/Q21395412,Friedrich Wilhelm Rudolf Hostmann,Hostmann,F.W.R.,"Hostmann, F.W.R.",,292016030,,35116,,,,,1794.0,1864.0,,
7965,SALTE,Saltel E.,Saltel,Etienne,,"Saltel, E.","Saltel, E.","Salter, J.",0.87,1,http://www.wikidata.org/entity/Q21607654,John Salter,Salter,J.,"Salter, J.",,,,81710,14-1,J.Salter,,,1798.0,1874.0,,
7966,B795,Biene C.,Biene,C.,,"Biene, C.","Biene, C.","Bien, J.",0.87,1,http://www.wikidata.org/entity/Q111094,Julius Bien,Bien,J.,"Bien, J.",,2769610,0000 0001 1737 4197,,,,,,1826.0,1909.0,,
7967,VSG,Visé A.,Visé,Auguste,,"Visé, A.","Visé, A.","Vis, M.L.",0.87,1,http://www.wikidata.org/entity/Q21611790,Morgan L. Vis,Vis,M.L.,"Vis, M.L.",,,,,20014325-2,M.L.Vis,,,1967.0,,,
