,COLL_ID,NAME,LNAME,FNAME,MNAME,match_name,name,matched_name,distance,dup_count,item,itemLabel,surname,initials,canonical_string,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,yob,yod,wyb,wye
7968,CCA,Carter Cook A.,Carter Cook,Alice,,"Carter Cook, A.","Carter Cook, A.","Cook, A.C.",0.87,1,http://www.wikidata.org/entity/Q15945038,Alice Carter Cook,Cook,A.C.,"Cook, A.C.",,1705125,,19181.0,,,Q15945038,,1865.0,1943.0,,
7969,SCHOG,Scholl Georg,Scholl,Georg,,"Scholl, G.","Scholl, G.","Scholler, M.",0.87,1,http://www.wikidata.org/entity/Q36635660,Markus Scholler,Scholler,M.,"Scholler, M.",,,,,20003606-1,M.Scholler,,,,,,
7970,COORR,Coorey R.G.,Coorey,R.G.,,"Coorey, R.G.","Coorey, R.G.","Strey, R.G.",0.87,1,http://www.wikidata.org/entity/Q6113450,Rudolf Georg Strey,Strey,R.G.,"Strey, R.G.",,304914283,,62553,10216-1,Strey,,,1907.0,1988.0,,
7971,W056,Wisniewski,Wisniewski,,,Wisniewski,Wisniewski,"Wiśniewski, J.",0.87,1,http://www.wikidata.org/entity/Q47128974,Jerzy Wiśniewski,Wiśniewski,J.,"Wiśniewski, J.",,,,,28852-1,J.Wiśn.,,,,,,
7972,KMTVA,Kami T.,Kami,Teva,,"Kami, T.","Kami, T.","Kami, H.G.",0.87,1,http://www.wikidata.org/entity/Q25444508,Haji Gholi Kami,Kami,H.G.,"Kami, H.G.",,,,,,,,,,,,
7973,VIANH,"Viane H,.",Viane,H.,,"Viane, H.","Viane, H.","Viane, R.L.L.",0.87,1,http://www.wikidata.org/entity/Q19002985,Ronald Louis Leo Viane,Viane,R.L.L.,"Viane, R.L.L.",,34781752,0000 0001 0964 0168,,28356-1,Viane,,,1951.0,,,
7974,KVKW,Karwinski von Karwin W.F.,Karwinski von Karwin,Wilhelm,Friedrich,"Karwinski von Karwin, W.F.","Karwinski von Karwin, W.F.","Karwinsky, W.F.v.",0.87,1,http://www.wikidata.org/entity/Q6167458,Wilhelm Friedrich von Karwinsky,Karwinsky,W.F.v.,"Karwinsky, W.F.v.",,77057693,0000 0000 1066 4813,76967,4661-1,Karw.,,,1780.0,1855.0,,
7975,CABRA1,Cabra A.,Cabra,Alphonse,François Edouard Felouard,"Cabra, A.F.E.F.","Cabra, A.F.E.F.","Cabra, A.",0.87,1,http://www.wikidata.org/entity/Q2839730,Alphonse Cabra,Cabra,A.,"Cabra, A.",,67673096,0000 0000 2552 0759,19002.0,,,,,1862.0,1932.0,,
7976,TOLLEY,Tolley M.D.,Tolley,M.D.,,"Tolley, M.D.","Tolley, M.D.","Tolley, K.A.",0.87,1,http://www.wikidata.org/entity/Q21341061,Krystal A. Tolley,Tolley,K.A.,"Tolley, K.A.",,,,,,,,,,,,
7977,SCHOS,Schönland Selmar,Schönland,Selmar,,"Schönland, S.","Schönland, S.","Schonland, S.",0.87,1,http://www.wikidata.org/entity/Q77803,Selmar Schonland,Schonland,S.,"Schonland, S.",,40795045,0000 0000 8443 9053,36219.0,9219-1,Schönland,,,1860.0,1940.0,,
7978,E007,Espinola L.,Espinola,L.,,"Espinola, L.","Espinola, L.","Espinasa, L.",0.87,1,http://www.wikidata.org/entity/Q21175441,Luis Espinasa,Espinasa,L.,"Espinasa, L.",0000-0002-2234-0407,,,,,,,,,,,
7979,FCNO,Faucon M.P.,Faucon,M.P.,,"Faucon, M.P.","Faucon, M.P.","Fauconnet, M.",0.87,1,http://www.wikidata.org/entity/Q55031635,Mary-Louis Fauconnet,Fauconnet,M.,"Fauconnet, M.",,,,,,,,,1837.0,1921.0,,
7980,V002,Van der Veken P.,Van der Veken,Paul,A.J.B.,"Van der Veken, P.A.J.B.","Van der Veken, P.A.J.B.","Veken, P.A.J.B.V.d.",0.87,1,http://www.wikidata.org/entity/Q19002860,Paul A.J.B. Van der Veken,Veken,P.A.J.B.V.d.,"Veken, P.A.J.B.V.d.",,165126491,,4563,13368-1,Van der Veken,,,1928.0,2012.0,,
7981,MCHLI,Michili M.,Michili,Marc,,"Michili, M.","Michili, M.","Micheli, M.",0.87,1,http://www.wikidata.org/entity/Q4292998,Marc Micheli,Micheli,M.,"Micheli, M.",,115196675,0000 0000 8060 818X,45703.0,6436-1,Micheli,,,1844.0,1902.0,,
7982,BUNGS,Bungard S.J.,Bungard,S.J.,,"Bungard, S.J.","Bungard, S.J.","Agard, S.J.",0.87,1,http://www.wikidata.org/entity/Q67130371,Sarah Jane Agard,Agard,S.J.,"Agard, S.J.",,,,14642,,,,,1853.0,1933.0,,
7983,SABOP,Saboureau P.,Saboureau,Pierre,,"Saboureau, P.","Saboureau, P.","Sureau, P.",0.87,1,http://www.wikidata.org/entity/Q36656094,P. Sureau,Sureau,P.,"Sureau, P.",,,,64945,27372-1,Sureau,,,,,,
7984,DESPG,Desplantes G.,Desplantes,G.,,"Desplantes, G.","Desplantes, G.","Desplanques, A.",0.87,1,http://www.wikidata.org/entity/Q47116397,A. Desplanques,Desplanques,A.,"Desplanques, A.",,,,73447,17967-1,Despl.,,,,,,
7985,P201,Pallon A.,Pallon,A.,,"Pallon, A.","Pallon, A.","Alléon, A.",0.87,1,http://www.wikidata.org/entity/Q55008211,Amédée Alléon,Alléon,A.,"Alléon, A.",,,,,,,,,1838.0,1904.0,,
7986,L035,Littell,Littell,,,Littell,Littell,"Litten, W.",0.87,1,http://www.wikidata.org/entity/Q21519279,Walter Litten,Litten,W.,"Litten, W.",,4867151778221418130009,,,22431-1,Litten,,,1915.0,2004.0,,
7987,DSDGJ,De Saldanha Da Gama J.,De Saldanha Da Gama,José,,"De Saldanha Da Gama, J.","De Saldanha Da Gama, J.","Saldanha, L.",0.87,1,http://www.wikidata.org/entity/Q10320855,Luiz Saldanha,Saldanha,L.,"Saldanha, L.",,44361299,0000 0001 1760 5848,,,,,,1937.0,1997.0,,
7988,BESTE,Best E.B.,Best,E.B.,,"Best, E.B.","Best, E.B.","Best, M.",0.87,1,http://www.wikidata.org/entity/Q39188248,Megan Best,Best,M.,"Best, M.",0000-0003-1570-8872,,,,,,,,,,,
7989,RAMS1,Ramsbottyn,Ramsbottyn,,,Ramsbottyn,Ramsbottyn,"Ramsbottom, J.",0.87,1,http://www.wikidata.org/entity/Q6254165,John Ramsbottom,Ramsbottom,J.,"Ramsbottom, J.",,47159973,0000 0001 1804 1714,13806.0,8130-1,Ramsb.,,,1885.0,1974.0,,
7990,H129,Haeggblom J.J.,Haeggblom,J.J.,,"Haeggblom, J.J.","Haeggblom, J.J.","Haggblom, M.",0.87,1,http://www.wikidata.org/entity/Q42686696,Max Haggblom,Haggblom,M.,"Haggblom, M.",0000-0001-6307-7863,,,,,,,,,,,
7991,HNSJL,Hanstein J.,Hanstein,Johannes,Ludwig Emil Robert von,"Hanstein, J.L.E.R.v.","Hanstein, J.L.E.R.v.","Hanstein, H.",0.87,1,http://www.wikidata.org/entity/Q55674500,Heinrich Hanstein,Hanstein,H.,"Hanstein, H.",,27822812,,2429,,,,,1825.0,1871.0,,
7992,ZNTBO,Zanten B.O.,van Zanten,Bernard,Otto,"van Zanten, B.O.","van Zanten, B.O.","Zanten, B.O.v.",0.87,1,http://www.wikidata.org/entity/Q21613405,Bernard Otto van Zanten,Zanten,B.O.v.,"Zanten, B.O.v.",,,,,29085-1,Zanten,,,1927.0,,,
7993,T070,Teeuwen M.,Teeuwen,M.,,"Teeuwen, M.","Teeuwen, M.","Leeuwen, J.v.",0.87,1,http://www.wikidata.org/entity/Q23061366,Jan van Leeuwen,Leeuwen,J.v.,"Leeuwen, J.v.",,22904054,0000 0001 2124 0765,,,,,,1850.0,1924.0,,
7994,SNOWB,Snow B.L.,Snow,Barry,L.,"Snow, B.L.","Snow, B.L.","Snow, D.",0.87,1,http://www.wikidata.org/entity/Q1177193,David Snow,Snow,D.,"Snow, D.",,94759550,0000 0001 1078 1726,,,,,,1924.0,2009.0,,
7995,HERRH,Herring H.R.,Herring,H.R.,,"Herring, H.R.","Herring, H.R.","Hering, H.",0.87,1,http://www.wikidata.org/entity/Q50418262,Herrmann Hering,Hering,H.,"Hering, H.",,32821596,,,,,,,1800.0,1886.0,,
7996,Z019,Zöllner O.,Zöllner,Otto,,"Zöllner, O.","Zöllner, O.","Kellner, O.",0.87,1,http://www.wikidata.org/entity/Q66749,Oskar Kellner,Kellner,O.,"Kellner, O.",,20475272,0000 0001 1043 111X,,,,,,1851.0,1911.0,,
7997,BSSEL,Basse E.M.,Basse de Ménorval,Éliane,Marguerite,"Basse de Ménorval, É.M.","Basse de Ménorval, É.M.","Ménorval, É.B.d.",0.87,1,http://www.wikidata.org/entity/Q21505748,Élaine Basse de Ménorval,Ménorval,É.B.d.,"Ménorval, É.B.d.",,,,,32365-1,Basse Mén.,,,1899.0,,,
7998,AKKEJ,Akkerman J.,Akkerman,J.,,"Akkerman, J.","Akkerman, J.","Akkermans, R.W.A.P.",0.87,1,http://www.wikidata.org/entity/Q21505012,Reiner W.A.P. Akkermans,Akkermans,R.W.A.P.,"Akkermans, R.W.A.P.",,,,,30728-1,Akkermans,,,1953.0,,,
7999,KOTZC,Kotze C.C.,Kotze,C.C.,,"Kotze, C.C.","Kotze, C.C.","Kotze, J.D.S.",0.87,1,http://www.wikidata.org/entity/Q19274233,Janetta D.S. Kotze,Kotze,J.D.S.,"Kotze, J.D.S.",,,,75440,35442-1,Kotze,,,,,,
8000,D965,De Bock T.,De Bock,Tanguy,,"De Bock, T.","De Bock, T.","Bock, T.M.",0.87,1,http://www.wikidata.org/entity/Q36686525,Thor Methven Bock,Bock,T.M.,"Bock, T.M.",,,,,883-1,T.M.Bock,,,,,,
8001,HUMB1,Humboldt F.W.H.A.,Humboldt,Friedrich,Wilhelm Heinrich Alexander von,"Humboldt, F.W.H.A.v.","Humboldt, F.W.H.A.v.","Humboldt, A.v.",0.87,1,http://www.wikidata.org/entity/Q6694,Alexander von Humboldt,Humboldt,A.v.,"Humboldt, A.v.",,95193235,0000 0001 2144 1671,44644.0,4222-1,Humb.,Q6694,P000509b,1769.0,1859.0,,
8002,MSCRL,Mas C.,Mas,Cyrille,,"Mas, C.","Mas, C.","Mas, H.",0.87,1,http://www.wikidata.org/entity/Q30558440,Hugo Mas,Mas,H.,"Mas, H.",,,,,,,,,1977.0,,,
8003,JACOM,Jacobsz M.L.,Jacobsz,Margaretha Lambrechts,,"Jacobsz, M.L.","Jacobsz, M.L.","Jacobs, J.",0.87,2,http://www.wikidata.org/entity/Q6169046,Jean-Charles Jacobs,Jacobs,J.,"Jacobs, J.",,,,,,,,,1821.0,1907.0,,
8004,JACOM,Jacobsz M.L.,Jacobsz,Margaretha Lambrechts,,"Jacobsz, M.L.","Jacobsz, M.L.","Jacobs, J.",0.87,2,http://www.wikidata.org/entity/Q981949,Joseph Jacobs,Jacobs,J.,"Jacobs, J.",,44316214,0000 0001 0892 7466,,,,,,1854.0,1916.0,,
8005,D153,Duffour Ch.,Duffour,Ch.,,"Duffour, C.","Duffour, C.","Dufour, L.",0.87,2,http://www.wikidata.org/entity/Q941677,Léon Dufour,Dufour,L.,"Dufour, L.",,61554496,0000 0000 6304 225X,1561.0,18249-1,Dufour,,,1780.0,1865.0,,
8006,D153,Duffour Ch.,Duffour,Ch.,,"Duffour, C.","Duffour, C.","Dufour, L.",0.87,2,http://www.wikidata.org/entity/Q21511012,Luigi Dufour,Dufour,L.,"Dufour, L.",,,,60874,32987-1,L.Dufour,,,1830.0,1901.0,,
8007,GUIGL,Guiguet L.,Guiguet,L.,,"Guiguet, L.","Guiguet, L.","Diguet, L.",0.87,2,http://www.wikidata.org/entity/Q3270911,Léon Diguet,Diguet,L.,"Diguet, L.",,76618463,0000 0000 3219 3637,,,,,,1859.0,1926.0,,
8008,GUIGL,Guiguet L.,Guiguet,L.,,"Guiguet, L.","Guiguet, L.","Diguet, L.",0.87,2,http://www.wikidata.org/entity/Q33669475,Léon Diguet,Diguet,L.,"Diguet, L.",,,,23865,12131-1,Diguet,,,,,,
8009,HARYG,Hardy Y.G.A.,Hardy,Yvon,G.A.,"Hardy, Y.G.A.","Hardy, Y.G.A.","Hardy, J.",0.87,3,http://www.wikidata.org/entity/Q18640157,John Hardy,Hardy,J.,"Hardy, J.",,,,3528,19964-1,Hardy,,,1817.0,1884.0,,
8010,HARYG,Hardy Y.G.A.,Hardy,Yvon,G.A.,"Hardy, Y.G.A.","Hardy, Y.G.A.","Hardy, J.",0.87,3,http://www.wikidata.org/entity/Q46972626,James Hardy,Hardy,J.,"Hardy, J.",,285368814,0000 0003 9154 5884,,,,,,1815.0,1898.0,,
8011,HARYG,Hardy Y.G.A.,Hardy,Yvon,G.A.,"Hardy, Y.G.A.","Hardy, Y.G.A.","Hardy, J.",0.87,3,http://www.wikidata.org/entity/Q47118536,James Hardy,Hardy,J.,"Hardy, J.",,,,,14725-1,J.Hardy,,,,,,
8012,BUFF1,Buffort,Buffort,,,Buffort,Buffort,"Duffort, L.",0.88,1,http://www.wikidata.org/entity/Q21391810,Louis Duffort,Duffort,L.,"Duffort, L.",,,,38740,2355-1,Duffort,,,1846.0,1923.0,,
8013,TINLK,Tinley K.L.,Tinley,Kenneth,Lochner,"Tinley, K.L.","Tinley, K.L.","Fenley, K.L.",0.88,1,http://www.wikidata.org/entity/Q21512819,Kittie Lucille Fenley,Fenley,K.L.,"Fenley, K.L.",,,,,13579-1,Fenley,,,1910.0,,,
8014,SCGEN,Sánchez Gullón E.,Sánchez Gullón,Enrique,,"Sánchez Gullón, E.","Sánchez Gullón, E.","Gullón, E.S.",0.88,1,http://www.wikidata.org/entity/Q36549955,Enrique Sánchez Gullón,Gullón,E.S.,"Gullón, E.S.",,,,,20019732-1,Sánchez Gullón,,,,,,
8015,DMJ,de Moura J.T.,de Moura,Julio,Tragano,"de Moura, J.T.","de Moura, J.T.","Moura, J.A.",0.88,1,http://www.wikidata.org/entity/Q21391667,Joel Alves Moura,Moura,J.A.,"Moura, J.A.",,,,,,,,,,,,
8016,H138,Houzeau de Lehaie J.,Houzeau de Lehaie,J.,,"Houzeau de Lehaie, J.","Houzeau de Lehaie, J.","Houzeau, J.",0.88,1,http://www.wikidata.org/entity/Q768943,Jean-Charles Houzeau,Houzeau,J.,"Houzeau, J.",,32121341,0000 0000 8111 3955,78579.0,4147-1,Houz.,,,1820.0,1888.0,,
8017,SELB1,Selberg,Selberg,,,Selberg,Selberg,"Segelberg, I.",0.88,1,http://www.wikidata.org/entity/Q21608610,Ivar Segelberg,Segelberg,I.,"Segelberg, I.",,,,,9423-1,Segelb.,,,1914.0,,,
8018,G062,Gams W.,Gams,K.,Walter,"Gams, K.W.","Gams, K.W.","Gams, H.",0.88,1,http://www.wikidata.org/entity/Q86513,Helmut Gams,Gams,H.,"Gams, H.",,118181578,0000 0001 1085 856X,5112.0,19117-1,Gams,,,1893.0,1976.0,,
8019,BAUEW,Bauerlen W.,Bauerlen,W.,,"Bauerlen, W.","Bauerlen, W.","Baeuerlen, W.",0.88,1,http://www.wikidata.org/entity/Q62088127,William Baeuerlen,Baeuerlen,W.,"Baeuerlen, W.",,,,27830,,,,P002095b,1840.0,1893.0,,
8020,KIMAZ,Kimani Z.J.,Kimani,Z.J.,,"Kimani, Z.J.","Kimani, Z.J.","Li, Z.J.",0.88,1,http://www.wikidata.org/entity/Q88862074,Zhi Jie Li,Li,Z.J.,"Li, Z.J.",,,,,20038701-1,Z.J.Li,,,,,,
8021,A056,Ayer-Page,Ayer-Page,,,Ayer-Page,Ayer-Page,"Ayer, F.",0.88,1,http://www.wikidata.org/entity/Q36552198,François Ayer,Ayer,F.,"Ayer, F.",,,,75752,31115-1,Ayer,,,,,,
8022,MCCAM,McCallum-Webster M.,McCallum-Webster,M.,,"McCallum-Webster, M.","McCallum-Webster, M.","McCallum, D.A.",0.88,1,http://www.wikidata.org/entity/Q26713469,Donald A. McCallum,McCallum,D.A.,"McCallum, D.A.",,,,40176,20004015-2,McCallum,,,,,,
8023,BORDH,Bordere H.,Bordere,Henri,,"Bordere, H.","Bordere, H.","Bordère, H.",0.88,1,http://www.wikidata.org/entity/Q5894403,Henri Bordère,Bordère,H.,"Bordère, H.",,314923113,,45221,979-1,Bordère,,,1825.0,1889.0,,
8024,KRSWH,Karstens W.K.H.,Karstens,W.K.H.,,"Karstens, W.K.H.","Karstens, W.K.H.","Karsten, (.C.",0.88,1,http://www.wikidata.org/entity/Q21517320,(Maria) Caroline Karsten,Karsten,(.C.,"Karsten, (.C.",,,,,4658-1,M.C.Karst.,,,1902.0,,,
8025,ERRP,Errard Paul,Errard,Paul,,"Errard, P.","Errard, P.","Erra, A.",0.88,1,http://www.wikidata.org/entity/Q55031035,Aloysio Erra,Erra,A.,"Erra, A.",,,,,,,,,1825.0,1883.0,,
8026,CLERG,Clerc G.O.,Clerc,G.O.,,"Clerc, G.O.","Clerc, G.O.","Clerc, P.",0.88,1,http://www.wikidata.org/entity/Q21508743,Philippe Clerc,Clerc,P.,"Clerc, P.",,95172893,0000 0001 1971 2735,,17310-1,P.Clerc,,,1955.0,,,
8027,DERS1,Derscheid,Derscheid,,,Derscheid,Derscheid,"Hetterscheid, W.",0.88,1,http://www.wikidata.org/entity/Q2313296,Wilbert Hetterscheid,Hetterscheid,W.,"Hetterscheid, W.",,282265134,0000 0003 8897 571X,6015.0,20260-1,Hett.,,,1957.0,,,
8028,SOH,Soh M.,Soh,M.,,"Soh, M.","Soh, M.","Soh, H.Y.",0.88,1,http://www.wikidata.org/entity/Q21393559,Ho Y. Soh,Soh,H.Y.,"Soh, H.Y.",,,,,,,,,,,,
8029,S085,Schweikerdt H.G.,Schweikerdt,H.G.,,"Schweikerdt, H.G.","Schweikerdt, H.G.","Schweik, .",0.88,1,http://www.wikidata.org/entity/Q47125912,Schweik,Schweik,.,"Schweik, .",,,,72068,13211-1,Schweik,,,,,,
8030,L114,Lefebre A.,Lefebre,Albert,,"Lefebre, A.","Lefebre, A.","Lebre, A.",0.88,1,http://www.wikidata.org/entity/Q88836173,A. Lebre,Lebre,A.,"Lebre, A.",,,,,20038864-1,Lebre,,,,,,
8031,ENGSM,Engstedt M.,Engstedt,Magnus,,"Engstedt, M.","Engstedt, M.","Klingstedt, H.",0.88,1,http://www.wikidata.org/entity/Q11863528,Holger Klingstedt,Klingstedt,H.,"Klingstedt, H.",,309685263,,,,,,,1900.0,1947.0,,
8032,WNTZL02,Wentzel A.,Wentzel,A.,,"Wentzel, A.","Wentzel, A.","Mentzel, C.",0.88,1,http://www.wikidata.org/entity/Q68282,Christian Mentzel,Mentzel,C.,"Mentzel, C.",,35219662,0000 0000 8372 0679,,,,,,1622.0,1701.0,,
8033,FULLJ,Fullagar J.,Fullagar,J.,,"Fullagar, J.","Fullagar, J.","Fuller, J.",0.88,1,http://www.wikidata.org/entity/Q21808706,James Fuller,Fuller,J.,"Fuller, J.",,,,,,,,,,,,
8034,DELHM,Delhaye M.,Delhaye,Marcel,Léopold Gérard Maurice Camille,"Delhaye, M.L.G.M.C.","Delhaye, M.L.G.M.C.","Delhaye, R.J.",0.88,1,http://www.wikidata.org/entity/Q18984159,R.J. Delhaye,Delhaye,R.J.,"Delhaye, R.J.",,,,78122,2103-1,Delhaye,,,,,,
8035,GARR1,Garroute,Garroute,,,Garroute,Garroute,"Garrouste, R.",0.88,1,http://www.wikidata.org/entity/Q21391014,Romain Garrouste,Garrouste,R.,"Garrouste, R.",,172773699,0000 0001 2307 5871,,,,,,1962.0,,,
8036,CAMPJ,Camp J.H.,Camp,J.H.,,"Camp, J.H.","Camp, J.H.","Mellichamp, J.H.",0.88,1,http://www.wikidata.org/entity/Q55067040,Joseph Hinson Mellichamp,Mellichamp,J.H.,"Mellichamp, J.H.",,,,38597.0,,,,,1829.0,1903.0,,
8037,HENSJ,Hens F.,Hens,Jan,Frans,"Hens, J.F.","Hens, J.F.","Hens, F.",0.88,1,http://www.wikidata.org/entity/Q3082993,Frans Hens,Hens,F.,"Hens, F.",,18432638,0000 0000 6686 1023,13291.0,,,,,1856.0,1928.0,,
8038,B124,Boden-Kloss C.,Boden-Kloss,C.,,"Boden-Kloss, C.","Boden-Kloss, C.","Kloss, M.",0.88,1,http://www.wikidata.org/entity/Q19960126,Moritz Kloss,Kloss,M.,"Kloss, M.",,35342554,0000 0001 0964 2884,,,,,,1818.0,1881.0,,
8039,NDUNE,Ndungi E.,Ndungi,E.,,"Ndungi, E.","Ndungi, E.","Ndungu, N.",0.88,1,http://www.wikidata.org/entity/Q55262972,Nelly Ndungu,Ndungu,N.,"Ndungu, N.",,,,,,,,,,,,
8040,MSHAE,Mshasha E.,Mshasha,E.,,"Mshasha, E.","Mshasha, E.","Pasha, E.",0.88,1,http://www.wikidata.org/entity/Q60271,Emin Pasha,Pasha,E.,"Pasha, E.",,89016430,0000 0000 8021 1529,,,,,,1840.0,1892.0,,
8041,D165,Daems,Daems,,,Daems,Daems,"Daemon, E.",0.88,1,http://www.wikidata.org/entity/Q45242799,Erik Daemon,Daemon,E.,"Daemon, E.",,,,,,,,,,,,
8042,DSH1,De Sousa H.C.,De Sousa,H.C.,,"De Sousa, H.C.","De Sousa, H.C.","Sousa, M.",0.88,1,http://www.wikidata.org/entity/Q13432609,Mario Sousa,Sousa,M.,"Sousa, M.",,291042680,,2797,27038-1,M.Sousa,,,1940.0,2017.0,,
8043,RLOPH,"Ramos Lopes, M.",Ramos Lopes,Maria,Helena,"Ramos Lopes, M.H.","Ramos Lopes, M.H.","Ramos, M.",0.88,1,http://www.wikidata.org/entity/Q25443685,Manuela Ramos,Ramos,M.,"Ramos, M.",,,,,,,,,,,,
8044,D149,Doumont L.,Doumont,L.,,"Doumont, L.","Doumont, L.","d'Aumont, L.",0.88,1,http://www.wikidata.org/entity/Q55009904,Louise-Caroline d'Aumont,d'Aumont,L.,"d'Aumont, L.",,,,,,,,,1827.0,1853.0,,
8045,BOLAA,Bolander A.W.,Bolander,A.W.,,"Bolander, A.W.","Bolander, A.W.","Bolander, H.N.",0.88,1,http://www.wikidata.org/entity/Q70471,Henry Nicholas Bolander,Bolander,H.N.,"Bolander, H.N.",,6654148705719537080008,,2347.0,925-1,Bol.,,,1831.0,1897.0,,
8046,S074,Sénélart J.M.,Sénélart,J.M.,,"Sénélart, J.M.","Sénélart, J.M.","Hart, J.M.",0.88,1,http://www.wikidata.org/entity/Q26712211,J. M. Hart,Hart,J.M.,"Hart, J.M.",,,,,38353-1,J.M.Hart,,,,,,
8047,BARB11,Barbet,Barbet,,,Barbet,Barbet,"Barber, A.",0.88,1,http://www.wikidata.org/entity/Q21505640,Antonio Barber,Barber,A.,"Barber, A.",,,,,35662-1,A.Barber,,,1967.0,,,
8048,DSL1,De Saulses-Larivière,De Saulses-Larivière,,,De Saulses-Larivière,De Saulses-Larivière,"Larivière, M.",0.88,1,http://www.wikidata.org/entity/Q21339329,Marie-Claude Larivière,Larivière,M.,"Larivière, M.",0000-0003-3416-1286,2722063,0000 0000 7367 4904,,,,0000-0003-3416-1286,,1964.0,,,
8049,LPZMR,Lopez Miranda A.,Lopez Miranda,Armando,,"Lopez Miranda, A.","Lopez Miranda, A.","Miranda, M.",0.88,1,http://www.wikidata.org/entity/Q47122701,Mary Miranda,Miranda,M.,"Miranda, M.",,,,,23440-1,M.Miranda,,,,,,
8050,DNG,De Nevers G.,De Nevers,Greg,,"De Nevers, G.","De Nevers, G.","Nevers, G.C.d.",0.88,1,http://www.wikidata.org/entity/Q5885612,Gregory Clark de Nevers,Nevers,G.C.d.,"Nevers, G.C.d.",,,,,17829-1,de Nevers,,,1955.0,,,
8051,MRR,Marino Rosas R.,Marino Rosas,R.,,"Marino Rosas, R.","Marino Rosas, R.","Rosas, R.C.",0.88,1,http://www.wikidata.org/entity/Q88847958,Robert C. Rosas,Rosas,R.C.,"Rosas, R.C.",,,,,20038907-1,R.C.Rosas,,,,,,
8052,VERSJ,Verschuren J.,Verschuren,Jacques,,"Verschuren, J.","Verschuren, J.","Devillers-Terschuren, J.",0.88,1,http://www.wikidata.org/entity/Q3807660,Jean Devillers-Terschuren,Devillers-Terschuren,J.,"Devillers-Terschuren, J.",,306109804,0000 0000 5252 3701,,36274-1,Devillers-Tersch.,,,1955.0,,,
8053,DLG,De L'Isle G.,De L'Isle,G.,,"De L'Isle, G.","De L'Isle, G.","Lisle, M.d.",0.88,1,http://www.wikidata.org/entity/Q3304985,Melchior de Lisle,Lisle,M.d.,"Lisle, M.d.",,,,,,,,,1908.0,1977.0,,
8054,P033,Palmans R.,Palmans,R.,,"Palmans, R.","Palmans, R.","Palma, M.",0.88,1,http://www.wikidata.org/entity/Q47123983,M. Palma,Palma,M.,"Palma, M.",,,,77170,24488-1,Palma,,,,,,
8055,PEALJ,Peal J.,Peal,J.,,"Peal, J.","Peal, J.","Deal, J.",0.88,1,http://www.wikidata.org/entity/Q47116215,J. Deal,Deal,J.,"Deal, J.",,,,,20027420-1,J.Deal,,,,,,
8056,M211,Montant,Montant,,,Montant,Montant,"Montanari, A.",0.88,1,http://www.wikidata.org/entity/Q47091168,Alessandro Montanari,Montanari,A.,"Montanari, A.",,,,,,,,,,,,
8057,LIEBG,Liebanas G.,Liebanas,G.,,"Liebanas, G.","Liebanas, G.","Liébanas, G.",0.88,1,http://www.wikidata.org/entity/Q21394992,Gracia Liébanas,Liébanas,G.,"Liébanas, G.",,,,,,,,,,,,
8058,DIBAJ,Dibata J.,Dibata,J.,J.,"Dibata, J.J.","Dibata, J.J.","DiBattista, J.D.",0.88,1,http://www.wikidata.org/entity/Q23919863,Joseph D. DiBattista,DiBattista,J.D.,"DiBattista, J.D.",0000-0002-5696-7574,,,,,,,,2000.0,,,
8059,PAYEH,Paye H.,Paye,H.,,"Paye, H.","Paye, H.","Faye, H.",0.88,1,http://www.wikidata.org/entity/Q472118,Hervé Faye,Faye,H.,"Faye, H.",,29648352,0000 0000 8342 5872,,,,,,1814.0,1902.0,,
8060,KNOWC,Knowton C.H.,Knowton,Clarence,Hinckley,"Knowton, C.H.","Knowton, C.H.","Knowlton, C.H.",0.88,1,http://www.wikidata.org/entity/Q21517629,Clarence Hinckley Knowlton,Knowlton,C.H.,"Knowlton, C.H.",,,,,14775-1,C.H.Knowlt.,Q21517629,,1876.0,1956.0,,
8061,GALAC,Galander C.,Galander,C.,,"Galander, C.","Galander, C.","Melander, C.",0.88,1,http://www.wikidata.org/entity/Q36527453,C. Melander,Melander,C.,"Melander, C.",,,,60633,13176-1,Melander,,,,,,
8062,PIELD,Pielou D.P.,Pielou,D.P.,,"Pielou, D.P.","Pielou, D.P.","Pielou, E.C.",0.88,1,http://www.wikidata.org/entity/Q1381717,E. C. Pielou,Pielou,E.C.,"Pielou, E.C.",,104950330,0000 0001 1454 1906,,,,Q1381717,,1924.0,2016.0,,
8063,DENH1,Denhard,Denhard,,,Denhard,Denhard,"Lenhard, H.",0.88,1,http://www.wikidata.org/entity/Q55064724,Hans Lenhard,Lenhard,H.,"Lenhard, H.",,221815026,,,,,,,1853.0,1920.0,,
8064,S635,Steeman R.,Steeman,Roosmarijn,,"Steeman, R.","Steeman, R.","Freeman, R.",0.88,1,http://www.wikidata.org/entity/Q2129620,Ralph Freeman,Freeman,R.,"Freeman, R.",,,,,,,,P003546b,1880.0,1950.0,,
8065,REUBG,Reubrecht G.,Reubrecht,G.,,"Reubrecht, G.","Reubrecht, G.","Hubrecht, A.",0.88,1,http://www.wikidata.org/entity/Q459689,Ambrosius Hubrecht,Hubrecht,A.,"Hubrecht, A.",,3237826,0000 0001 1587 0154,,,,,,1853.0,1915.0,,
