,agent_id,family_name,initials_x,given_names,num_coll,start_year,end_year,full_name,left_side,right_side,similarity,dup_count,item,itemLabel,surname,initials_y,canonical_string,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,yob,yod,wyb,wye,wikidata_link,orcid_link,harv_link,ipni_link,bloodhound_link,enc_au_sc_link,au_dict_bio_link
547,14443,Murray,A.,,187,1876.0,1996.0,"Murray, A.","Murray, A.","Murray, A.",1.0,5.0,http://www.wikidata.org/entity/Q21340278,Anna Murray,Murray,A.,"Murray, A.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21340278,,,,,,
548,14443,Murray,A.,,187,1876.0,1996.0,"Murray, A.","Murray, A.","Murray, A.",1.0,5.0,http://www.wikidata.org/entity/Q18809474,Andrew Murray,Murray,A.,"Murray, A.",,,,,,,,,1813.0,1880.0,,,http://www.wikidata.org/wiki/Q18809474,,,,,,http://adb.anu.edu.au/biography/murray-andrew-4277
741,19661,Tanaka,T.,,140,1932.0,1951.0,"Tanaka, T.","Tanaka, T.","Tanaka, T.",1.0,5.0,http://www.wikidata.org/entity/Q21610174,Takesi Tanaka,Tanaka,T.,"Tanaka, T.",,,,77875,31498-1,Tak.Tanaka,,,1907.0,1997.0,,,http://www.wikidata.org/wiki/Q21610174,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=77875,https://www.ipni.org/a/31498-1,,,
742,19661,Tanaka,T.,,140,1932.0,1951.0,"Tanaka, T.","Tanaka, T.","Tanaka, T.",1.0,5.0,http://www.wikidata.org/entity/Q33695258,T. Tanaka,Tanaka,T.,"Tanaka, T.",,,,100940,20022490-1,T.Tanaka,,,,,,,http://www.wikidata.org/wiki/Q33695258,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=100940,https://www.ipni.org/a/20022490-1,,,
743,19661,Tanaka,T.,,140,1932.0,1951.0,"Tanaka, T.","Tanaka, T.","Tanaka, T.",1.0,5.0,http://www.wikidata.org/entity/Q36692128,Tuyoshi Tanaka,Tanaka,T.,"Tanaka, T.",,,,,31499-1,Tuy.Tanaka,,,,,,,http://www.wikidata.org/wiki/Q36692128,,,https://www.ipni.org/a/31499-1,,,
744,19661,Tanaka,T.,,140,1932.0,1951.0,"Tanaka, T.","Tanaka, T.","Tanaka, T.",1.0,5.0,http://www.wikidata.org/entity/Q47127191,Toshio Tanaka,Tanaka,T.,"Tanaka, T.",,,,,37089-1,Tosh.Tanaka,,,,,,,http://www.wikidata.org/wiki/Q47127191,,,https://www.ipni.org/a/37089-1,,,
745,19661,Tanaka,T.,,140,1932.0,1951.0,"Tanaka, T.","Tanaka, T.","Tanaka, T.",1.0,5.0,http://www.wikidata.org/entity/Q22111682,Toshiharu Tanaka,Tanaka,T.,"Tanaka, T.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q22111682,,,,,,
883,28576,King,G.,George,119,1867.0,1975.0,"King, G.","King, G.","King, G.",1.0,5.0,http://www.wikidata.org/entity/Q2566984,George King,King,G.,"King, G.",,22513782,0000 0000 6666 0280,37728.0,4798-1,King,,,1840.0,1909.0,,,http://www.wikidata.org/wiki/Q2566984,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=37728,https://www.ipni.org/a/4798-1,,,
884,28576,King,G.,George,119,1867.0,1975.0,"King, G.","King, G.","King, G.",1.0,5.0,http://www.wikidata.org/entity/Q21538321,Georgina King,King,G.,"King, G.",,,,,,,,P001169b,1845.0,1932.0,,,http://www.wikidata.org/wiki/Q21538321,,,,,http://www.eoas.info/biogs/P001169b,http://adb.anu.edu.au/biography/king-georgina-13025
885,28576,King,G.,George,119,1867.0,1975.0,"King, G.","King, G.","King, G.",1.0,5.0,http://www.wikidata.org/entity/Q15896077,Gordon King,King,G.,"King, G.",,,,,,,,,1900.0,1991.0,,,http://www.wikidata.org/wiki/Q15896077,,,,,,http://adb.anu.edu.au/biography/king-gordon-24841
886,28576,King,G.,George,119,1867.0,1975.0,"King, G.","King, G.","King, G.",1.0,5.0,http://www.wikidata.org/entity/Q16060050,George King,King,G.,"King, G.",,,,,,,,,1814.0,1894.0,,,http://www.wikidata.org/wiki/Q16060050,,,,,,http://adb.anu.edu.au/biography/king-george-3953
887,28576,King,G.,George,119,1867.0,1975.0,"King, G.","King, G.","King, G.",1.0,5.0,http://www.wikidata.org/entity/Q24170636,George King,King,G.,"King, G.",,93873185,,,,,,,1813.0,1899.0,,,http://www.wikidata.org/wiki/Q24170636,,,,,,http://adb.anu.edu.au/biography/king-george-3952
888,28576,King,G.,George,119,1867.0,1975.0,"King, G.","King, G.","King, G.",1.0,5.0,http://www.wikidata.org/entity/Q2566984,George King,King,G.,"King, G.",,22513782,0000 0000 6666 0280,37728.0,4798-1,King,,,1840.0,1909.0,,,http://www.wikidata.org/wiki/Q2566984,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=37728,https://www.ipni.org/a/4798-1,,,
889,28576,King,G.,George,119,1867.0,1975.0,"King, G.","King, G.","King, G.",1.0,5.0,http://www.wikidata.org/entity/Q21538321,Georgina King,King,G.,"King, G.",,,,,,,,P001169b,1845.0,1932.0,,,http://www.wikidata.org/wiki/Q21538321,,,,,http://www.eoas.info/biogs/P001169b,http://adb.anu.edu.au/biography/king-georgina-13025
890,28576,King,G.,George,119,1867.0,1975.0,"King, G.","King, G.","King, G.",1.0,5.0,http://www.wikidata.org/entity/Q15896077,Gordon King,King,G.,"King, G.",,,,,,,,,1900.0,1991.0,,,http://www.wikidata.org/wiki/Q15896077,,,,,,http://adb.anu.edu.au/biography/king-gordon-24841
891,28576,King,G.,George,119,1867.0,1975.0,"King, G.","King, G.","King, G.",1.0,5.0,http://www.wikidata.org/entity/Q16060050,George King,King,G.,"King, G.",,,,,,,,,1814.0,1894.0,,,http://www.wikidata.org/wiki/Q16060050,,,,,,http://adb.anu.edu.au/biography/king-george-3953
892,28576,King,G.,George,119,1867.0,1975.0,"King, G.","King, G.","King, G.",1.0,5.0,http://www.wikidata.org/entity/Q24170636,George King,King,G.,"King, G.",,93873185,,,,,,,1813.0,1899.0,,,http://www.wikidata.org/wiki/Q24170636,,,,,,http://adb.anu.edu.au/biography/king-george-3952
148,19756,Taylor,J.,,355,1957.0,1986.0,"Taylor, J.","Taylor, J.","Taylor, J.",1.0,6.0,http://www.wikidata.org/entity/Q540244,John Taylor,Taylor,J.,"Taylor, J.",,16173474,0000 0000 2627 0931,,,,,,1808.0,1887.0,,,http://www.wikidata.org/wiki/Q540244,,,,,,
149,19756,Taylor,J.,,355,1957.0,1986.0,"Taylor, J.","Taylor, J.","Taylor, J.",1.0,6.0,http://www.wikidata.org/entity/Q18576426,Jefferys Taylor,Taylor,J.,"Taylor, J.",,58167147,0000 0001 0976 5585,,,,,,1792.0,1853.0,,,http://www.wikidata.org/wiki/Q18576426,,,,,,
150,19756,Taylor,J.,,355,1957.0,1986.0,"Taylor, J.","Taylor, J.","Taylor, J.",1.0,6.0,http://www.wikidata.org/entity/Q21610317,Joseph Taylor,Taylor,J.,"Taylor, J.",,60486695,0000 0000 6353 8001,,10466-1,Jos.Taylor,,,,1844.0,,,http://www.wikidata.org/wiki/Q21610317,,,https://www.ipni.org/a/10466-1,,,
151,19756,Taylor,J.,,355,1957.0,1986.0,"Taylor, J.","Taylor, J.","Taylor, J.",1.0,6.0,http://www.wikidata.org/entity/Q21610307,Jane Taylor,Taylor,J.,"Taylor, J.",,,,,27573-1,J.Taylor,,,1924.0,,,,http://www.wikidata.org/wiki/Q21610307,,,https://www.ipni.org/a/27573-1,,,
152,19756,Taylor,J.,,355,1957.0,1986.0,"Taylor, J.","Taylor, J.","Taylor, J.",1.0,6.0,http://www.wikidata.org/entity/Q6198457,Jim Taylor,Taylor,J.,"Taylor, J.",,1634151595763505470000,,,,,,,1901.0,1987.0,,,http://www.wikidata.org/wiki/Q6198457,,,,,,http://adb.anu.edu.au/biography/taylor-james-lindsay-15678
153,19756,Taylor,J.,,355,1957.0,1986.0,"Taylor, J.","Taylor, J.","Taylor, J.",1.0,6.0,http://www.wikidata.org/entity/Q19668167,James Taylor,Taylor,J.,"Taylor, J.",,,,,,,,,1820.0,1895.0,,,http://www.wikidata.org/wiki/Q19668167,,,,,,http://adb.anu.edu.au/biography/taylor-james-4693
188,21134,Watanabe,K.,Kuniaki,324,1992.0,1996.0,"Watanabe, K.","Watanabe, K.","Watanabe, K.",1.0,9.0,http://www.wikidata.org/entity/Q21390002,Kyohei Watanabe,Watanabe,K.,"Watanabe, K.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21390002,,,,,,
189,21134,Watanabe,K.,Kuniaki,324,1992.0,1996.0,"Watanabe, K.","Watanabe, K.","Watanabe, K.",1.0,9.0,http://www.wikidata.org/entity/Q27981595,Ken-Ichi Watanabe,Watanabe,K.,"Watanabe, K.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q27981595,,,,,,
190,21134,Watanabe,K.,Kuniaki,324,1992.0,1996.0,"Watanabe, K.","Watanabe, K.","Watanabe, K.",1.0,9.0,http://www.wikidata.org/entity/Q28464765,Kentaro Watanabe,Watanabe,K.,"Watanabe, K.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q28464765,,,,,,
191,21134,Watanabe,K.,Kuniaki,324,1992.0,1996.0,"Watanabe, K.","Watanabe, K.","Watanabe, K.",1.0,9.0,http://www.wikidata.org/entity/Q29067695,Kozo Watanabe,Watanabe,K.,"Watanabe, K.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q29067695,,,,,,
192,21134,Watanabe,K.,Kuniaki,324,1992.0,1996.0,"Watanabe, K.","Watanabe, K.","Watanabe, K.",1.0,9.0,http://www.wikidata.org/entity/Q33698468,Kuniaki Watanabe,Watanabe,K.,"Watanabe, K.",,,,,39860-1,K.Watan.,,,,,,,http://www.wikidata.org/wiki/Q33698468,,,https://www.ipni.org/a/39860-1,,,
193,21134,Watanabe,K.,Kuniaki,324,1992.0,1996.0,"Watanabe, K.","Watanabe, K.","Watanabe, K.",1.0,9.0,http://www.wikidata.org/entity/Q47128523,Kazuo Watanabe,Watanabe,K.,"Watanabe, K.",,,,,20014008-1,Kazuo Watan.,,,,,,,http://www.wikidata.org/wiki/Q47128523,,,https://www.ipni.org/a/20014008-1,,,
194,21134,Watanabe,K.,Kuniaki,324,1992.0,1996.0,"Watanabe, K.","Watanabe, K.","Watanabe, K.",1.0,9.0,http://www.wikidata.org/entity/Q47128527,Kyoto Watanabe,Watanabe,K.,"Watanabe, K.",,,,,20003232-1,Kyoto Watan.,,,,,,,http://www.wikidata.org/wiki/Q47128527,,,https://www.ipni.org/a/20003232-1,,,
195,21134,Watanabe,K.,Kuniaki,324,1992.0,1996.0,"Watanabe, K.","Watanabe, K.","Watanabe, K.",1.0,9.0,http://www.wikidata.org/entity/Q88835310,Kazuo Watanabe,Watanabe,K.,"Watanabe, K.",,,,,20037640-1,Kaz.Watan.,,,,,,,http://www.wikidata.org/wiki/Q88835310,,,https://www.ipni.org/a/20037640-1,,,
196,21134,Watanabe,K.,Kuniaki,324,1992.0,1996.0,"Watanabe, K.","Watanabe, K.","Watanabe, K.",1.0,9.0,http://www.wikidata.org/entity/Q22108675,Katsutoshi Watanabe,Watanabe,K.,"Watanabe, K.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q22108675,,,,,,
816,13252,McGillivray,D.J.,Don,128,1959.0,1986.0,"McGillivray, D.J.","McGillivray, D.J.","McGillivray, D.",0.951,2.0,http://www.wikidata.org/entity/Q3036069,Donald McGillivray,McGillivray,D.,"McGillivray, D.",,50906746,0000 0000 8231 1224,71175.0,5918-1,McGill.,,P005561b,1935.0,2012.0,,,http://www.wikidata.org/wiki/Q3036069,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=71175,https://www.ipni.org/a/5918-1,,http://www.eoas.info/biogs/P005561b,
817,13252,McGillivray,D.J.,Don,128,1959.0,1986.0,"McGillivray, D.J.","McGillivray, D.J.","McGillivray, D.",0.951,2.0,http://www.wikidata.org/entity/Q21536843,Donald McGillivray,McGillivray,D.,"McGillivray, D.",,,,,,,,,1855.0,1921.0,,,http://www.wikidata.org/wiki/Q21536843,,,,,,http://adb.anu.edu.au/biography/mcgillivray-donald-13065
146,12488,Maconochie,J.R.,,358,1962.0,1983.0,"Maconochie, J.R.","Maconochie, J.R.","Maconochie, J.",0.948,1.0,http://www.wikidata.org/entity/Q21339335,John Maconochie,Maconochie,J.,"Maconochie, J.",,277812553,,70076,5956-1,Maconochie,Q21339335,P005676b,1941.0,1984.0,,,http://www.wikidata.org/wiki/Q21339335,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=70076,https://www.ipni.org/a/5956-1,https://bloodhound-tracker.net/Q21339335,http://www.eoas.info/biogs/P005676b,
91,8115,Guilfoyle,W.R.,,389,1870.0,1909.0,"Guilfoyle, W.R.","Guilfoyle, W.R.","Guilfoyle, W.",0.943,1.0,http://www.wikidata.org/entity/Q11705313,William Guilfoyle,Guilfoyle,W.,"Guilfoyle, W.",,157016066,0000 0001 1512 9884,67156.0,13288-1,Guilf.,,P000464b,1840.0,1912.0,,,http://www.wikidata.org/wiki/Q11705313,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=67156,https://www.ipni.org/a/13288-1,,http://www.eoas.info/biogs/P000464b,http://adb.anu.edu.au/biography/guilfoyle-william-robert-3678
276,9268,Hnatiuk,R.J.,Roger James,291,1917.0,1984.0,"Hnatiuk, R.J.","Hnatiuk, R.J.","Hnatiuk, R.",0.943,1.0,http://www.wikidata.org/entity/Q7358344,Roger Hnatiuk,Hnatiuk,R.,"Hnatiuk, R.",,93297463,0000 0000 6738 744X,60509,31944-1,Hnatiuk,,,1946.0,,,,http://www.wikidata.org/wiki/Q7358344,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=60509,https://www.ipni.org/a/31944-1,,,
499,9257,Hislop,M.,Michael,198,1997.0,2016.0,"Hislop, M.","Hislop, M.","Hislop, M.C.",0.942,1.0,http://www.wikidata.org/entity/Q21515864,Michael Clyde Hislop,Hislop,M.C.,"Hislop, M.C.",,,,,40061-1,Hislop,,,1955.0,,,,http://www.wikidata.org/wiki/Q21515864,,,https://www.ipni.org/a/40061-1,,,
299,13986,Molyneux,W.M.,Bill,275,1970.0,2018.0,"Molyneux, W.M.","Molyneux, W.M.","Molyneux, W.",0.937,1.0,http://www.wikidata.org/entity/Q2096504,William Molyneux,Molyneux,W.,"Molyneux, W.",,24698734,0000 0000 8103 4261,,,,,,1656.0,1698.0,,,http://www.wikidata.org/wiki/Q2096504,,,,,,
425,22688,Lindheimer,F.J.,,221,1843.0,1950.0,"Lindheimer, F.J.","Lindheimer, F.J.","Lindheimer, F.",0.936,1.0,http://www.wikidata.org/entity/Q75237,Ferdinand Lindheimer,Lindheimer,F.,"Lindheimer, F.",,122117099,0000 0001 1702 2810,7595.0,5617-1,Lindh.,,,1801.0,1879.0,,,http://www.wikidata.org/wiki/Q75237,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=7595,https://www.ipni.org/a/5617-1,,,
682,10286,Jephcott,S.W.,,149,1877.0,1894.0,"Jephcott, S.W.","Jephcott, S.W.","Jephcott, S.",0.936,1.0,http://www.wikidata.org/entity/Q22018757,Sydney Jephcott,Jephcott,S.,"Jephcott, S.",,94081606,0000 0000 6458 8342,,,,,,1864.0,1951.0,,,http://www.wikidata.org/wiki/Q22018757,,,,,,http://adb.anu.edu.au/biography/jephcott-sydney-wheeler-6842
652,15049,O'Shanesy,P.,,154,1867.0,1967.0,"O'Shanesy, P.","O'Shanesy, P.","O'Shanesy, P.A.",0.934,1.0,http://www.wikidata.org/entity/Q21522303,Patrick Adams O'Shanesy,O'Shanesy,P.A.,"O'Shanesy, P.A.",,,,,20000187-1,O'Shanesy,,,1837.0,1884.0,,,http://www.wikidata.org/wiki/Q21522303,,,https://www.ipni.org/a/20000187-1,,,
295,27855,Spencer,J.,Jessie,278,1883.0,1886.0,"Spencer, J.","Spencer, J.","Spencer, J.A.",0.933,1.0,http://www.wikidata.org/entity/Q47126583,James A. Spencer,Spencer,J.A.,"Spencer, J.A.",,,,,27060-1,J.A.Spencer,,,,,,,http://www.wikidata.org/wiki/Q47126583,,,https://www.ipni.org/a/27060-1,,,
748,8017,Grimshaw,P.,,139,1990.0,2009.0,"Grimshaw, P.","Grimshaw, P.","Grimshaw, P.H.",0.933,1.0,http://www.wikidata.org/entity/Q7167378,Percy Hall Grimshaw,Grimshaw,P.H.,"Grimshaw, P.H.",,86348617,0000 0000 5902 3320,,,,,,1869.0,1939.0,,,http://www.wikidata.org/wiki/Q7167378,,,,,,
908,12400,Macfarlane,T.D.,Terry,116,1975.0,2016.0,"Macfarlane, T.D.","Macfarlane, T.D.","Macfarlane, T.",0.931,1.0,http://www.wikidata.org/entity/Q5665130,Terry Macfarlane,Macfarlane,T.,"Macfarlane, T.",,,,,13340-1,T.D.Macfarl.,,,1953.0,,,,http://www.wikidata.org/wiki/Q5665130,,,https://www.ipni.org/a/13340-1,,,
990,15058,O'Sullivan,W.,,106,1998.0,2007.0,"O'Sullivan, W.","O'Sullivan, W.","O'Sullivan, M.",0.93,1.0,http://www.wikidata.org/entity/Q21536757,Michael O'Sullivan,O'Sullivan,M.,"O'Sullivan, M.",,,,,,,,,1866.0,1950.0,,,http://www.wikidata.org/wiki/Q21536757,,,,,,http://adb.anu.edu.au/biography/osullivan-michael-11319
701,21717,Wightman,G.,,145,1974.0,1991.0,"Wightman, G.","Wightman, G.","Wightman, G.M.",0.927,1.0,http://www.wikidata.org/entity/Q26714546,Glenn M. Wightman,Wightman,G.M.,"Wightman, G.M.",,,,,20021396-1,Wightman,,,,,,,http://www.wikidata.org/wiki/Q26714546,,,https://www.ipni.org/a/20021396-1,,,
761,21148,Waterhouse,R.,,137,1972.0,1984.0,"Waterhouse, R.","Waterhouse, R.","Waterhouse, J.",0.927,2.0,http://www.wikidata.org/entity/Q6110157,Jabez Waterhouse,Waterhouse,J.,"Waterhouse, J.",,,,,,,,,1821.0,1891.0,,,http://www.wikidata.org/wiki/Q6110157,,,,,,http://adb.anu.edu.au/biography/waterhouse-jabez-bunting-4807
762,21148,Waterhouse,R.,,137,1972.0,1984.0,"Waterhouse, R.","Waterhouse, R.","Waterhouse, J.",0.927,2.0,http://www.wikidata.org/entity/Q6287807,Joseph Waterhouse,Waterhouse,J.,"Waterhouse, J.",,61654429,0000 0000 8140 9166,,,,,,1828.0,1881.0,,,http://www.wikidata.org/wiki/Q6287807,,,,,,http://adb.anu.edu.au/biography/waterhouse-joseph-4951
167,10433,Johnstone,R.,,346,1878.0,2014.0,"Johnstone, R.","Johnstone, R.","Johnstone, R.A.",0.926,1.0,http://www.wikidata.org/entity/Q21537398,Robert Arthur Johnstone,Johnstone,R.A.,"Johnstone, R.A.",,92996579,,,,,,,1843.0,1905.0,,,http://www.wikidata.org/wiki/Q21537398,,,,,,http://adb.anu.edu.au/biography/johnstone-robert-arthur-3865
725,5003,Darbyshire,P.J.,,141,1960.0,1963.0,"Darbyshire, P.J.","Darbyshire, P.J.","Darbyshire, P.A.(.",0.926,1.0,http://www.wikidata.org/entity/Q21537164,Phillip Arthur (Phil) Darbyshire,Darbyshire,P.A.(.,"Darbyshire, P.A.(.",,94933489,,,,,,,1898.0,1969.0,,,http://www.wikidata.org/wiki/Q21537164,,,,,,http://adb.anu.edu.au/biography/darbyshire-phillip-arthur-phil-9901
198,12844,Martius,C.F.P.,,322,1828.0,1870.0,"Martius, C.F.P.","Martius, C.F.P.","Martius, C.F.P.S.",0.925,1.0,http://www.wikidata.org/entity/Q5749288,Carl Friedrich Phil.Sigm. Martius,Martius,C.F.P.S.,"Martius, C.F.P.S.",,469145858252023022741,,67023,22978-1,C.Mart.,,,1829.0,1899.0,,,http://www.wikidata.org/wiki/Q5749288,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=67023,https://www.ipni.org/a/22978-1,,,
945,4855,D'Albertis,L.M.,Luigi Maria,112,1876.0,1877.0,"D'Albertis, L.M.","D'Albertis, L.M.","D'Albertis, L.",0.925,1.0,http://www.wikidata.org/entity/Q1385188,Luigi D'Albertis,D'Albertis,L.,"D'Albertis, L.",,64778899,0000 0001 0980 5540,31765.0,,,,P001488b,1841.0,1901.0,,,http://www.wikidata.org/wiki/Q1385188,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=31765,,,http://www.eoas.info/biogs/P001488b,http://adb.anu.edu.au/biography/dalbertis-luigi-maria-3351
291,8369,Hamilton,M.,,281,1884.0,1987.0,"Hamilton, M.","Hamilton, M.","Hamilton, M.J.",0.924,1.0,http://www.wikidata.org/entity/Q29354964,Meredith J. Hamilton,Hamilton,M.J.,"Hamilton, M.J.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q29354964,,,,,,
331,20076,Tindale,M.D.,Mary Douglas,264,1944.0,1989.0,"Tindale, M.D.","Tindale, M.D.","Tindale, M.",0.924,1.0,http://www.wikidata.org/entity/Q4815140,Mary Tindale,Tindale,M.,"Tindale, M.",,1718576,0000 0000 6383 0491,25164.0,10681-1,Tindale,,,1920.0,2011.0,,,http://www.wikidata.org/wiki/Q4815140,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=25164,https://www.ipni.org/a/10681-1,,,
355,13518,Meagher,D.A.,David,254,1993.0,2018.0,"Meagher, D.A.","Meagher, D.A.","Meagher, D.",0.924,1.0,http://www.wikidata.org/entity/Q36538801,David Meagher,Meagher,D.,"Meagher, D.",,,,89081,20012536-1,Meagher,,,,,,,http://www.wikidata.org/wiki/Q36538801,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=89081,https://www.ipni.org/a/20012536-1,,,
791,5466,Donaldson,R.J.,,132,1901.0,1907.0,"Donaldson, R.J.","Donaldson, R.J.","Donaldson, R.",0.924,1.0,http://www.wikidata.org/entity/Q18390663,Robert Donaldson,Donaldson,R.,"Donaldson, R.",,,,,,,,,1851.0,1936.0,,,http://www.wikidata.org/wiki/Q18390663,,,,,,http://adb.anu.edu.au/biography/donaldson-robert-thomas-5994
185,21029,Warburton,M.,Mary,325,1870.0,1873.0,"Warburton, M.","Warburton, M.","Warburton, C.",0.922,1.0,http://www.wikidata.org/entity/Q54459629,Cecil Warburton,Warburton,C.,"Warburton, C.",,11935846,0000 0001 0955 2029,,,,,,1854.0,1958.0,,,http://www.wikidata.org/wiki/Q54459629,,,,,,
582,12148,Louwhoff,S.H.,Simone,174,1993.0,2019.0,"Louwhoff, S.H.","Louwhoff, S.H.","Louwhoff, S.H.J.J.",0.922,1.0,http://www.wikidata.org/entity/Q21339605,Simone Henrica J.J. Louwhoff,Louwhoff,S.H.J.J.,"Louwhoff, S.H.J.J.",,24848784,,43443,20001290-1,Louwhoff,,,1970.0,,,,http://www.wikidata.org/wiki/Q21339605,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=43443,https://www.ipni.org/a/20001290-1,,,
880,21140,Waterhouse,B.M.,,120,1990.0,2012.0,"Waterhouse, B.M.","Waterhouse, B.M.","Waterhouse, B.",0.922,1.0,http://www.wikidata.org/entity/Q2896275,Benjamin Waterhouse,Waterhouse,B.,"Waterhouse, B.",,72559378,0000 0000 8262 6138,60106.0,11429-1,Waterh.,,,1754.0,1846.0,,,http://www.wikidata.org/wiki/Q2896275,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=60106,https://www.ipni.org/a/11429-1,,,
381,9195,Hillebrand,W.B.,Wilhelm,240,1848.0,1871.0,"Hillebrand, W.B.","Hillebrand, W.B.","Hillebrand, W.",0.921,1.0,http://www.wikidata.org/entity/Q77663,William Hillebrand,Hillebrand,W.,"Hillebrand, W.",,20852095,0000 0000 8205 343X,2381.0,3948-1,Hillebr.,,,1821.0,1886.0,,,http://www.wikidata.org/wiki/Q77663,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2381,https://www.ipni.org/a/3948-1,,,
386,11026,Knight,A.A.,Ann Augusta (Gussie),237,1869.0,1882.0,"Knight, A.A.","Knight, A.A.","Knight, A.",0.921,2.0,http://www.wikidata.org/entity/Q88808115,Allison Knight,Knight,A.,"Knight, A.",,,,,20034448-1,A.Knight,,,,,,,http://www.wikidata.org/wiki/Q88808115,,,https://www.ipni.org/a/20034448-1,,,
387,11026,Knight,A.A.,Ann Augusta (Gussie),237,1869.0,1882.0,"Knight, A.A.","Knight, A.A.","Knight, A.",0.921,2.0,http://www.wikidata.org/entity/Q21535227,Albert Knight,Knight,A.,"Knight, A.",,2873148390871310830008,,,,,,,1894.0,1973.0,,,http://www.wikidata.org/wiki/Q21535227,,,,,,http://adb.anu.edu.au/biography/knight-albert-6986
73,12392,MacFarlane,J.N.,John Neil,399,1968.0,2013.0,"MacFarlane, J.N.","MacFarlane, J.N.","Macfarlane, J.M.",0.919,1.0,http://www.wikidata.org/entity/Q1701169,John Muirhead Macfarlane,Macfarlane,J.M.,"Macfarlane, J.M.",,32082868,0000 0000 8111 2354,116681.0,5915-1,Macfarl.,,,1855.0,1943.0,,,http://www.wikidata.org/wiki/Q1701169,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=116681,https://www.ipni.org/a/5915-1,,,
266,12967,Matthews,W.E.,,293,1893.0,1895.0,"Matthews, W.E.","Matthews, W.E.","Matthews, W.",0.919,2.0,http://www.wikidata.org/entity/Q7972041,Washington Matthews,Matthews,W.,"Matthews, W.",,61698589,0000 0001 2101 7854,14947.0,,,,,1843.0,1905.0,,,http://www.wikidata.org/wiki/Q7972041,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=14947,,,,
267,12967,Matthews,W.E.,,293,1893.0,1895.0,"Matthews, W.E.","Matthews, W.E.","Matthews, W.",0.919,2.0,http://www.wikidata.org/entity/Q21539520,William Matthews,Matthews,W.,"Matthews, W.",,,,,,,,,1833.0,1890.0,,,http://www.wikidata.org/wiki/Q21539520,,,,,,http://adb.anu.edu.au/biography/matthews-william-4172
393,17486,Russell-Smith,J.,,233,1983.0,1999.0,"Russell-Smith, J.","Russell-Smith, J.","Russell-Smith, A.",0.918,1.0,http://www.wikidata.org/entity/Q21162742,Anthony Russell-Smith,Russell-Smith,A.,"Russell-Smith, A.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21162742,,,,,,
443,4530,Cribb,A.B.,,216,1948.0,2003.0,"Cribb, A.B.","Cribb, A.B.","Cribb, A.",0.918,1.0,http://www.wikidata.org/entity/Q21509505,Alan Cribb,Cribb,A.,"Cribb, A.",,43160488,0000 0000 8446 4611,,17517-1,Cribb,,,1925.0,,,,http://www.wikidata.org/wiki/Q21509505,,,https://www.ipni.org/a/17517-1,,,
971,21022,Wapstra,H.,,110,1993.0,2015.0,"Wapstra, H.","Wapstra, H.","Wapstra, M.",0.918,1.0,http://www.wikidata.org/entity/Q21612226,Mark Wapstra,Wapstra,M.,"Wapstra, M.",,,,,20009923-1,Wapstra,,,1971.0,,,,http://www.wikidata.org/wiki/Q21612226,,,https://www.ipni.org/a/20009923-1,,,
394,17017,Roberts,J.F.,,233,1881.0,1886.0,"Roberts, J.F.","Roberts, J.F.","Roberts, J.",0.918,2.0,http://www.wikidata.org/entity/Q24416371,James Roberts,Roberts,J.,"Roberts, J.",,60629774,0000 0000 6707 6545,,,,,,1725.0,1799.0,,,http://www.wikidata.org/wiki/Q24416371,,,,,,
